TICKER, DATE, OPEN, HIGH, LOW, CLOSE, VOLUME
RAMA VISION ,20231005,61.98,61.98,59.01,61.00,1803
SHRIGANG IND,20231005,141.70,144.15,131.70,138.05,33793
KOVAI MEDI. ,20231005,2575.90,2602.75,2560.60,2596.15,266
ELDECO HOUS.,20231005,701.65,709.95,698.50,707.95,84
DCM SHR.IND ,20231005,140.40,142.40,138.00,138.60,34075
MAWANA SUGAR,20231005,109.80,110.25,107.55,108.15,6876
MINI DIAMOND,20231005,18.33,19.25,18.33,19.00,1719
MAH.RAS.APEX,20231005,137.45,139.95,135.00,138.60,491
NILKAMAL L  ,20231005,2285.00,2300.00,2274.30,2282.15,203
JM FINANCIAL,20231005,85.49,87.11,83.70,86.31,77383
ADCINDIA    ,20231005,709.00,717.00,702.00,705.80,1855
TAMIL.TELE. ,20231005,8.00,8.05,7.74,8.04,11543
SUNRAJ DIAM.,20231005,7.05,7.05,6.88,7.05,740
REL INDL INF,20231005,947.85,993.00,947.85,979.65,43332
SHARP INDIA ,20231005,50.30,51.00,50.02,50.14,9419
IND.BANK HSG,20231005,38.48,38.48,35.20,36.83,6117
JAIMATA GLAS,20231005,1.65,1.71,1.58,1.66,126121
LOTUS CHOC  ,20231005,321.95,321.95,306.00,310.05,11025
PACIFIC IND.,20231005,141.35,143.75,141.10,143.75,5913
CMM HOSPITAL,20231005,27.55,28.75,27.55,28.69,2739
UNI OFF AUTO,20231005,4.70,4.70,4.70,4.70,31
APM INDUS.  ,20231005,50.44,50.80,49.00,50.38,12639
PRECISION WR,20231005,128.90,132.30,127.45,131.40,99403
KRYPTON IND ,20231005,24.12,24.50,23.25,24.23,14375
SWISSMLTRY  ,20231005,18.35,18.55,18.00,18.24,123190
MARTIN BURN ,20231005,38.51,41.95,38.51,41.31,2422
IND.TONERS  ,20231005,281.75,289.00,276.15,285.40,6452
KUNSTSTOFFE ,20231005,25.19,25.19,24.00,24.39,833
SHIPP.CORPN ,20231005,141.95,155.65,141.00,150.40,1370864
SIKA INTER. ,20231005,1000.00,1020.00,978.25,993.10,1957
ITI LTD.    ,20231005,196.95,199.35,192.05,194.10,149245
PHARMASIA   ,20231005,29.17,29.17,26.45,28.26,385
PODDAR      ,20231005,112.50,114.30,108.60,112.00,2576
NATIONAL FER,20231005,70.37,71.50,69.85,70.29,180290
IP RINGS LTD,20231005,137.10,141.70,137.10,141.30,171
PI INDUS.LTD,20231005,3385.05,3417.35,3368.80,3385.25,7245
PLASTIBLEND ,20231005,230.50,233.05,221.35,226.10,1774
YASHINNO    ,20231005,29.89,29.89,29.89,29.89,389
KKPLASTICK  ,20231005,15.40,15.40,15.20,15.20,21
FLEX FOODS  ,20231005,104.00,104.65,100.15,103.80,23285
GOLKUNDA DIA,20231005,102.75,107.15,102.50,104.80,4625
FORTIS MLR  ,20231005,57.75,57.75,55.85,55.92,5562
MASTEK LTD  ,20231005,2417.05,2477.10,2379.65,2393.55,6584
SAYAJI HOTEL,20231005,307.95,307.95,284.05,298.50,1521
ECO BOARD IN,20231005,24.70,26.50,24.70,26.48,3511
TIHIL       ,20231005,19.48,19.48,18.21,19.24,5512
MITSHI      ,20231005,24.19,24.19,24.18,24.18,1812
SHUKRA JEW  ,20231005,4.02,4.02,4.02,4.02,200
MAZDA LTD   ,20231005,1140.00,1159.70,1124.50,1142.25,1176
SOVEREIGN DI,20231005,23.25,23.95,22.75,23.75,1193
MENON BEAR. ,20231005,151.25,153.45,147.35,150.40,6008
MUKAT PIPES ,20231005,7.53,7.53,7.39,7.50,2581
SIMPLX INFRA,20231005,61.15,61.15,60.72,60.72,3469
INN.TECH.PAC,20231005,22.00,22.00,21.26,21.55,5491
SUPER TANNER,20231005,8.89,9.08,8.60,8.77,298065
CONSTRONIC  ,20231005,14.44,14.45,14.20,14.30,1984
AXTEL INDUS.,20231005,505.00,515.45,501.50,504.50,16001
PIFL        ,20231005,10.00,10.00,9.70,9.70,1001
PRECI CONTNR,20231005,1.51,1.51,1.48,1.49,3297
APIL        ,20231005,31.99,31.99,29.02,30.09,1591
HIND.FLUROCA,20231005,14.25,14.46,13.75,14.36,4832
PATIDAR     ,20231005,5.27,5.27,5.27,5.27,1
RAMA PHOSPH ,20231005,233.70,247.70,232.00,238.20,3183
VENLON ENTR ,20231005,4.71,5.09,4.71,5.00,2125
HAR.LEATHER ,20231005,47.95,47.95,45.50,46.95,993
KABRA EXTR  ,20231005,448.30,448.30,440.25,440.65,1208
VINYL CHEM  ,20231005,454.80,457.05,448.95,451.35,2076
PEE CEE COSM,20231005,400.00,400.50,399.95,399.95,1538
T C M LTD.  ,20231005,38.00,42.99,37.06,42.56,78050
KESAR PETRO ,20231005,7.45,7.47,7.45,7.45,85941
VINATI ORG. ,20231005,1866.95,1876.75,1856.00,1863.35,1550
LACTOSE(I)  ,20231005,62.10,65.00,62.10,64.90,14873
TEESTA AGRO ,20231005,114.90,115.76,109.46,115.10,4821
PENTOKEY ORG,20231005,50.00,50.00,50.00,50.00,362
WANBURY LTD ,20231005,74.06,74.06,74.06,74.06,75863
RESONANCE   ,20231005,91.30,96.05,90.00,94.76,24744
RASHTR.CHEM.,20231005,124.95,126.00,123.00,123.90,76439
GUJINJK     ,20231005,10.10,10.10,10.10,10.10,101
KOPRAN LTD. ,20231005,222.35,223.50,217.50,220.05,15319
AIMCO PESTI.,20231005,118.90,119.95,116.70,117.25,4329
GUJ.TERC LAB,20231005,25.90,25.90,23.75,24.10,1683
KABRA DRUGS ,20231005,4.92,4.92,4.91,4.92,1103
SEYAIND     ,20231005,19.99,19.99,19.99,19.99,2498
JAYANT AGRO ,20231005,209.00,211.15,204.95,206.85,2019
SH.HARI CHEM,20231005,49.33,49.33,49.33,49.33,119
INDOBORAXC  ,20231005,162.50,167.20,158.20,164.20,3443
ORCHIDPHAR  ,20231005,491.40,513.20,488.00,508.30,14626
ISHITA DRUGS,20231005,69.50,69.50,69.50,69.50,971
UNIV.STARCH ,20231005,169.90,169.90,162.40,163.00,1951
NORRIS MEDI.,20231005,11.10,12.85,11.10,11.75,2089
ASIAN PETRO ,20231005,19.15,19.25,19.00,19.25,8353
CAMEX LTD   ,20231005,29.00,29.89,28.52,29.26,4274
EVEXIA      ,20231005,1.86,1.86,1.75,1.78,3319464
INDOEURO    ,20231005,11.62,11.62,11.18,11.29,5875
SYNCOM FORM.,20231005,9.05,9.35,9.04,9.22,895369
RIDHI SIDHI ,20231005,442.20,445.00,431.20,443.15,1535
SVCIND      ,20231005,3.16,3.20,2.99,3.08,61330
KILITCH DRUG,20231005,258.85,262.00,258.85,262.00,3803
RAAJMEDISAFE,20231005,42.49,42.49,41.51,42.00,200
CORAL LAB.  ,20231005,282.60,282.60,262.00,273.50,3949
BACIL PHARMA,20231005,9.95,9.95,9.24,9.24,764
KREBS BIOCHM,20231005,69.00,69.00,65.90,66.40,1706
KMC SHIL    ,20231005,89.75,90.28,87.20,87.63,64403
LAFFANS PETR,20231005,42.89,43.00,42.10,42.30,2447
BHASKAR AGRO,20231005,37.20,37.20,35.45,37.00,576
SUKJIT STRCH,20231005,446.70,447.20,435.90,440.15,1306
NEULAND LAB.,20231005,3923.95,3979.00,3889.00,3929.90,2503
GAYATRI BIO ,20231005,10.26,10.68,9.95,10.37,118357
PODDAR PIGM.,20231005,364.95,366.00,349.95,358.55,901
PHARMAIDS PH,20231005,41.38,41.38,41.37,41.37,1814
VIVID IND   ,20231005,20.50,20.75,19.95,19.96,4630
PRIYA LTD.  ,20231005,14.59,14.59,13.25,14.59,1428
TIRUPATI STA,20231005,77.24,80.90,77.24,80.82,2689
JD ORGOCHEM ,20231005,5.60,5.88,5.60,5.88,3179
ASHOK-ALCO  ,20231005,127.90,145.65,120.05,139.00,66501
ADLINE      ,20231005,16.22,16.22,16.22,16.22,100
BERYL DRUGS ,20231005,21.14,21.14,21.14,21.14,215
INDXTRA     ,20231005,18.20,18.28,17.70,17.71,2442148
ISTRNETWK   ,20231005,2.24,2.24,2.20,2.24,5987
GAGAN GASES ,20231005,18.79,18.79,17.18,17.80,2003
PARKER AGRO.,20231005,10.84,10.84,9.85,9.90,281
SHUKRAPHAR  ,20231005,146.45,146.45,146.45,146.45,196
ALU FLUORIDE,20231005,438.00,449.65,438.00,446.40,8360
OXYGENTAPH  ,20231005,31.40,32.91,29.80,32.69,14957
ARCHITORG   ,20231005,58.85,58.85,57.50,57.59,17381
SIKOZY REAL ,20231005,0.94,0.94,0.90,0.90,2288
INDO AMINES ,20231005,116.85,117.90,115.05,116.00,2263
IND.SWIFT LT,20231005,16.48,17.65,16.48,16.49,88192
NATURAL CAPS,20231005,378.00,386.00,376.20,379.20,5889
WELCURE DRUG,20231005,3.76,3.79,3.76,3.76,11730
BH.IMMUN&BIO,20231005,23.75,24.09,23.71,23.79,21481
HESTER BISC ,20231005,1644.00,1688.50,1644.00,1673.00,246
KABSONS INDU,20231005,12.35,12.80,12.35,12.55,3688
BASANT AGRO ,20231005,21.74,21.74,21.10,21.21,106562
SANDU PHARMA,20231005,70.22,73.99,70.22,71.31,652
VISTA PHARMA,20231005,16.81,16.95,16.81,16.85,3608
SUN PHARMA. ,20231005,1127.65,1128.00,1112.00,1119.90,17472
TITAN BIOTEC,20231005,358.00,370.70,352.00,364.35,8036
SDL         ,20231005,13.94,13.94,13.94,13.94,150
JENBURKT PH.,20231005,691.60,699.00,680.00,685.35,1547
HIKAL LTD.  ,20231005,291.85,291.85,285.70,287.10,7488
FISCHER     ,20231005,69.82,69.82,69.82,69.82,5
LINK PHARMA ,20231005,44.30,47.31,44.01,47.07,2037
DECIPHER    ,20231005,18.00,18.00,17.85,17.85,9531
EMMESSAR BIO,20231005,26.50,26.50,25.01,25.77,1107
NGL FINE CHM,20231005,1944.95,1944.95,1903.45,1921.45,310
EVEREST ORG.,20231005,113.85,116.15,113.85,115.00,5660
PHYTOCHEM I.,20231005,38.76,42.80,38.76,42.05,552
DYNAMIC IND.,20231005,63.00,63.00,61.11,61.96,1408
PANAMA PETRO,20231005,310.20,312.70,307.50,308.75,2986
BDH INDUS.  ,20231005,184.00,184.00,178.00,180.05,1214
GLOBUS CON  ,20231005,19.47,19.47,17.71,19.47,15785
POLYMECH.MCH,20231005,58.60,62.00,55.70,56.21,7843
GALAXY BEAR.,20231005,1462.00,1482.75,1445.10,1465.50,384
SCAGRO      ,20231005,15.00,15.50,14.51,14.53,2631
RAVILEELA GR,20231005,34.95,34.95,34.00,34.00,57
SHERVANI IND,20231005,454.00,454.00,438.00,440.35,1377
SUPERTEX IND,20231005,9.69,9.80,9.43,9.57,13729
SHETRON LTD ,20231005,86.90,90.00,86.90,89.12,3813
TRANSGENE BI,20231005,4.09,4.17,3.99,4.11,21287
MPL         ,20231005,19.15,19.70,18.20,18.59,12668
NIKHIL ADHSV,20231005,118.70,118.70,115.15,115.30,10135
SPENTA INT. ,20231005,134.60,134.60,134.60,134.60,2
MULTIBASE I ,20231005,224.15,227.00,224.00,224.10,3825
LUDOLOW JUTE,20231005,84.00,84.50,83.00,83.06,5271
ASHRAM ONLIN,20231005,5.58,5.58,5.08,5.48,1766
ROYAL CUSHIO,20231005,17.90,17.90,17.90,17.90,661
SURAJ INDUS.,20231005,118.75,118.75,115.10,115.20,868
BLOOM DEKOR ,20231005,14.85,14.85,13.48,13.48,423
FILATEX INDI,20231005,53.80,54.54,53.00,53.75,170593
STD.SURFACT.,20231005,55.05,57.47,55.05,57.08,319
MORGAN VENT ,20231005,36.99,36.99,34.11,35.86,730
AMRAPALI IND,20231005,11.59,11.59,11.15,11.48,1754
PREMIER EXPL,20231005,1033.00,1055.00,1021.00,1028.70,1317
MID EAST POR,20231005,4.10,4.10,4.10,4.10,216
MOLD-TEK TEC,20231005,340.00,354.00,340.00,351.80,7562
CRESTCHEM LT,20231005,69.74,69.74,63.65,65.43,3831
MPHASIS LTD ,20231005,2440.00,2479.60,2422.55,2471.65,10441
MEDINOVA DIA,20231005,24.75,25.40,24.20,25.31,1781
DIVSHKT     ,20231005,72.90,72.90,70.61,71.63,2106
ORIENT PRESS,20231005,77.51,77.99,77.45,77.72,442
SHREYAS INTE,20231005,12.97,12.97,12.97,12.97,1573
PANJON LTD. ,20231005,14.74,14.74,14.20,14.24,2803
DURO PACK   ,20231005,102.00,102.50,99.00,100.15,1506
SWARNASA    ,20231005,32.65,33.60,31.01,33.07,27660
NMDC LTD    ,20231005,147.00,148.55,145.85,146.15,359314
CINDRELLA HT,20231005,69.50,72.00,68.50,68.61,772
RIT PRO IND ,20231005,42.80,43.25,42.75,42.84,12180
KKALPANAIND ,20231005,11.21,11.21,10.61,10.66,13367
OK PLAY (I) ,20231005,110.00,113.90,109.05,113.90,21466
KRITI INDUS.,20231005,99.05,108.00,98.43,105.12,20716
WELTERMAN I.,20231005,9.70,10.02,9.69,10.02,1078
ASM TECHNOLO,20231005,481.75,488.00,473.35,485.45,8517
PERFECTPAC  ,20231005,84.99,85.95,81.06,84.98,646
AMBITIOUS PL,20231005,6.25,6.25,6.25,6.25,2000
VISIONCINE  ,20231005,1.00,1.02,0.97,1.02,57255
INDRAYANI BI,20231005,52.65,56.50,52.65,55.19,11135
EURO LEDAR F,20231005,17.50,18.20,17.50,18.00,1883
WINSOME BREW,20231005,13.62,13.92,13.55,13.92,36635
ELEGANT FLOR,20231005,6.41,6.90,6.41,6.60,145239
SKY INDUST. ,20231005,59.85,61.00,59.00,60.40,2147
PHOENIX INT.,20231005,28.98,28.98,27.26,28.47,2632
RISHIROOP   ,20231005,126.95,135.00,124.00,132.20,16158
PROMACT     ,20231005,7.01,7.01,7.01,7.01,1354
STR GRE WOO ,20231005,45.00,45.00,41.03,43.84,909
SYSTAMATIX C,20231005,362.10,373.00,360.00,372.95,67994
ALPINE HSG. ,20231005,129.00,142.00,116.00,134.90,57066
SANGHI IND. ,20231005,113.50,118.90,113.50,118.90,21414
WWALUM      ,20231005,16.00,16.00,15.17,15.17,657
SFPIL       ,20231005,7.88,7.88,7.15,7.66,1111
SCANP GEOM  ,20231005,9.18,9.19,8.57,8.67,129973
CHOKSI LABOR,20231005,53.36,58.51,53.36,58.50,1019
LONGVIEW TEA,20231005,25.86,25.86,25.86,25.86,978
ENTERPR.INTE,20231005,20.66,22.00,20.66,20.98,810
TPL PLAST   ,20231005,47.00,48.05,45.60,45.84,16944
WIM PLAST LT,20231005,678.00,699.80,678.00,690.70,3534
PHOTOQUIP(I),20231005,20.72,21.79,20.71,21.29,4810
LIBERTY SHOE,20231005,280.05,307.45,280.05,286.95,195042
LIPPI SYSTEM,20231005,14.11,14.11,13.70,13.71,5552
EXPO GAS    ,20231005,14.75,15.60,14.25,15.42,40637
NAT.PLASTIC ,20231005,57.01,57.50,55.80,57.09,10126
MFL INDIA   ,20231005,0.78,0.80,0.77,0.78,1111535
AJWA FUN WOR,20231005,26.72,26.72,26.72,26.72,300
TEXEL INDUS.,20231005,53.15,56.00,52.00,54.81,7162
ROYALE MANOR,20231005,32.40,32.95,31.50,32.73,11529
MIRZA INTER ,20231005,46.20,48.09,45.70,48.09,536045
TOURISM FINA,20231005,96.00,97.94,95.45,96.03,48207
THAKKERS DEV,20231005,150.20,150.20,149.50,149.50,574
RAJDARSHAN  ,20231005,42.74,43.00,40.50,40.53,2064
BHARTIYA INT,20231005,215.00,219.00,215.00,219.00,359
KAMAT HOTELS,20231005,202.05,205.00,198.10,201.55,2618
TIRTH PLAST ,20231005,7.16,7.16,7.16,7.16,1
POLO HOTELS ,20231005,9.74,10.22,9.49,10.22,25001
ECOPLAST LTD,20231005,195.10,203.00,190.00,201.55,4498
ELEGANT MARB,20231005,177.10,186.80,170.35,183.50,15884
BITS LTD.   ,20231005,0.75,0.75,0.75,0.75,10
ADARSH PLANT,20231005,24.60,25.84,23.42,23.56,1107
HPBL        ,20231005,204.90,204.90,204.90,204.90,315
NICCO PARKS ,20231005,136.85,136.85,132.50,135.05,1882
NTC INDUST  ,20231005,85.10,91.30,84.65,89.45,6324
SANDESH LTD.,20231005,1039.70,1041.00,1036.80,1036.80,41
GARNET CONST,20231005,15.73,15.98,15.00,15.08,23653
BRIGHT BROS.,20231005,166.80,166.80,162.00,162.45,2100
NARMADA GEL ,20231005,442.10,457.30,442.10,449.30,2119
P.G.FOILS   ,20231005,223.60,229.40,217.10,221.35,6944
VELAN HOTELS,20231005,5.69,5.89,5.69,5.85,8771
HOWARD HOTEL,20231005,14.55,14.84,14.55,14.84,306
PRESSURE SEN,20231005,7.32,7.98,7.22,7.22,3684261
VALIANT COMM,20231005,303.45,303.45,303.45,303.45,7597
DR.AGAR.EYE ,20231005,2399.95,2500.00,2336.00,2476.00,3395
UNION QUALIT,20231005,15.54,15.54,15.54,15.54,30
RAGHUNATH IN,20231005,10.45,10.85,9.96,10.69,3181
DAI-ICHI KAR,20231005,440.00,449.95,439.80,446.55,6599
RAJINFRA    ,20231005,4.30,4.30,4.30,4.30,1300
SPICE ISLAND,20231005,19.07,19.07,18.12,18.99,988
SHELTER     ,20231005,12.50,12.50,12.50,12.50,1267
ASHIRWAD STL,20231005,28.09,29.99,28.09,29.90,2433
AREX IND.   ,20231005,121.90,121.90,113.05,121.65,277
BILCARE LTD.,20231005,78.49,80.00,77.00,79.03,13486
INTER ST.FIN,20231005,2.68,2.68,2.36,2.45,382391
RISHI LASER ,20231005,62.23,62.23,58.00,62.06,26650
JAINCO PROJ.,20231005,4.01,4.20,4.01,4.15,3395
INTEC CAP   ,20231005,15.90,15.99,15.90,15.99,1237
RAJ.GASES LT,20231005,8.83,8.83,8.83,8.83,107
SIDDHESW.GAR,20231005,8.94,8.94,8.94,8.94,10
SARLA PER F ,20231005,49.40,50.40,49.13,49.16,2916
INDO CREDIT ,20231005,1.72,1.72,1.72,1.72,105
MARKET CREAT,20231005,9.68,9.68,8.70,8.70,2935
HFIL        ,20231005,22.20,23.49,21.45,22.72,111060
SONAL ADHESI,20231005,72.00,73.99,69.25,70.58,3056
PADMAIND    ,20231005,3.35,3.35,3.19,3.35,3136
HARIYANA SH.,20231005,82.50,83.40,81.00,81.68,3373
ARUNIS      ,20231005,24.15,24.15,22.50,24.10,126
TYROON TEA  ,20231005,91.43,92.37,88.50,91.00,418
LA-OPALA RG ,20231005,438.95,438.95,428.90,430.70,1239
GOLDEN LAMIN,20231005,1714.95,1729.95,1702.35,1714.25,2155
VENUS REMEDI,20231005,243.70,244.15,235.00,235.65,10076
LASTMILE    ,20231005,200.00,200.00,199.00,199.00,651
GUJ.CRAFT IN,20231005,79.00,81.00,78.00,80.36,1432
HEERA ISPAT ,20231005,7.57,7.57,7.57,7.57,1646
DHOOT I.FIN.,20231005,103.50,103.50,100.50,101.00,2128
SHBAJRG     ,20231005,224.40,224.40,210.00,211.45,2668
URJA GLOBAL ,20231005,9.68,9.85,9.61,9.68,968589
ASHAPURA LTD,20231005,292.90,300.00,291.20,294.85,12394
SH.PACETRON.,20231005,351.75,353.00,351.75,352.00,8114
INDIA CEM.  ,20231005,233.05,236.30,228.80,229.40,116974
JK TYRE IND ,20231005,279.95,291.00,277.25,287.55,225865
MANGLR.CHEM ,20231005,107.30,107.60,104.05,105.60,11799
SAMYAK INT  ,20231005,19.20,19.20,17.60,17.84,3043
SANTOSH FINE,20231005,18.60,18.60,17.72,17.74,207
SREE JAYA.AU,20231005,3.77,3.77,3.70,3.70,1600
ACKNIT IND  ,20231005,213.95,213.95,213.00,213.90,199
TITAN SECUR.,20231005,21.85,21.85,21.06,21.69,16111
REALECO     ,20231005,26.80,26.80,25.00,26.09,1073
HARMONY CAP.,20231005,44.10,44.10,44.10,44.10,600
VIVANZA     ,20231005,10.74,10.74,10.74,10.74,1393
YASRAJ CONT.,20231005,12.91,12.91,11.01,11.79,10611
LORDSHOTL   ,20231005,11.45,11.49,11.00,11.42,2416
SANGHVI MOVE,20231005,697.85,697.85,666.50,678.50,20846
SELAN EXPLOR,20231005,398.55,407.00,396.00,398.35,8745
FRESHTROP FR,20231005,181.90,184.80,180.00,183.00,6070
FAZE THREE L,20231005,375.00,375.00,363.55,368.10,2297
PRADHIN     ,20231005,44.07,44.07,42.00,43.99,151
ANUPAM      ,20231005,2.30,2.30,2.18,2.19,443349
RAJ PACKAGIN,20231005,33.40,35.48,31.95,35.05,1662
NATRAJ PROTE,20231005,50.00,51.50,49.80,51.24,1364
SAMRAT PHARM,20231005,404.70,404.70,391.10,392.25,5638
NILE LTD.   ,20231005,696.75,698.00,682.00,685.70,1077
UDAIPUR CEME,20231005,31.20,32.43,31.20,31.97,93258
AMCO INDIA L,20231005,59.90,59.90,56.30,57.69,173
KREON FIN   ,20231005,44.70,44.75,44.69,44.75,3137
KISAN MOULD.,20231005,17.78,17.78,17.78,17.78,102418
VIJAY TEXTIL,20231005,26.01,27.00,25.30,26.05,9133
KERALA AYUR ,20231005,159.85,159.85,159.85,159.85,83593
MOONGIPA CAP,20231005,26.60,26.60,24.35,25.05,321
MOHIT PAPER ,20231005,26.50,26.50,25.50,26.40,1201
DAULAT SEC. ,20231005,20.50,21.00,20.50,20.55,453
OSCAR GLOBAL,20231005,9.60,9.60,9.31,9.31,373
ODYSSEY TECH,20231005,72.24,72.24,68.28,68.67,4974
RSC INT     ,20231005,4.28,4.28,4.28,4.28,2
SURAT TEXT. ,20231005,8.78,9.00,8.78,8.91,149354
ATHARV ENT  ,20231005,2.82,2.82,2.61,2.61,2927
FUNDVISER   ,20231005,35.71,35.71,35.71,35.71,207
THEMIS MEDIC,20231005,1921.95,1921.95,1860.00,1870.45,3180
KALLAM      ,20231005,9.35,9.36,9.12,9.25,23046
FORTUNE INT.,20231005,31.46,31.99,31.00,31.04,2100
KINGSINFRA  ,20231005,148.00,148.25,144.00,146.20,6026
SWOJAS ENRGY,20231005,7.40,7.40,7.12,7.12,1985
AURO LAB.   ,20231005,119.00,126.45,119.00,122.45,9636
KJMC FIN.   ,20231005,49.40,49.40,49.40,49.40,2
SUVEN LIFE S,20231005,71.80,72.65,71.31,71.67,36136
ARYAMAN FIN.,20231005,154.95,154.95,147.50,148.55,125
BRIDGE SECUR,20231005,11.91,11.91,11.91,11.91,4262
RISA INTL   ,20231005,0.60,0.60,0.57,0.58,357785
RAJ.TUBE MFG,20231005,25.60,26.50,25.60,26.50,802
KAY POW PAP ,20231005,6.60,7.29,6.56,6.80,12658
INTER ST.OIL,20231005,38.40,38.40,36.00,36.30,4861
GLOBAL CAP. ,20231005,0.78,0.78,0.78,0.78,164684
SAINIK FIN. ,20231005,31.75,31.75,30.17,30.20,393
SABOO BROS. ,20231005,21.82,21.82,21.82,21.82,210
RICH UNV    ,20231005,12.01,13.12,11.88,12.66,20645
QUANTUM DIG.,20231005,13.20,13.72,13.20,13.72,141
SP CAPITAL  ,20231005,23.69,23.70,22.32,23.49,9040
PAOS        ,20231005,12.85,12.85,12.85,12.85,10
KOTHARI PROD,20231005,124.45,128.70,124.45,126.15,2652
PICCADILY AG,20231005,185.45,198.50,175.55,198.50,3173058
CHAMANLAL SE,20231005,235.50,238.00,229.50,234.95,28723
CHANDRA PRAB,20231005,23.98,23.98,23.26,23.35,10939
KIMIABL     ,20231005,36.72,39.00,36.72,39.00,774
HIND.TIN WRK,20231005,120.00,124.00,120.00,123.55,31661
GODAVARI DRU,20231005,92.33,94.95,91.15,91.61,8056
PREMCO GLOB.,20231005,403.65,428.00,403.00,409.95,1982
KBS INDIA   ,20231005,11.17,11.17,10.47,10.50,30965
PRABHHANS   ,20231005,45.61,46.90,44.30,46.38,824
NRB BEARINGS,20231005,268.55,275.50,268.55,272.85,16026
VAMSHI RUBB.,20231005,33.44,33.44,30.57,33.04,4944
NILA INFRA. ,20231005,6.50,6.80,6.50,6.55,103863
DB INT.ST.BR,20231005,27.64,28.94,27.64,28.15,1491
VINYOFLEX LT,20231005,82.00,82.00,80.36,80.36,862
JINDAL CAP. ,20231005,33.80,36.21,32.78,36.12,24000
EPIC ENERGY ,20231005,9.70,10.03,9.70,9.78,17861
SUMEDHA FISC,20231005,38.74,38.74,37.60,38.00,18551
KUWER INDS. ,20231005,12.31,12.31,12.30,12.30,540
CHOKSI IMAG ,20231005,51.67,55.65,48.50,51.68,2626
ASHISH POLY.,20231005,19.00,20.44,19.00,19.75,269
ADOR FONTECH,20231005,105.90,105.90,104.50,105.50,19126
SHIVA FERT. ,20231005,77.85,77.85,72.07,72.83,4282
SIDDHA VEN  ,20231005,9.31,9.31,9.31,9.31,30771
KIRAN SYNTEX,20231005,11.83,12.42,11.24,12.40,20979
SUMERU IND  ,20231005,1.68,1.69,1.60,1.61,11013
RUNGTA IRRIG,20231005,48.67,50.58,48.67,50.58,2162
CINERAD COMM,20231005,6.19,6.19,6.19,6.19,3000
VALSON INDUS,20231005,24.60,24.70,24.25,24.63,417
SABOO SODIUM,20231005,20.20,20.47,19.65,19.77,17892
TINNARUBR   ,20231005,442.70,448.00,435.10,442.15,11418
VIKRAM THERM,20231005,103.00,105.20,102.50,103.85,18031
STRATMONT   ,20231005,47.81,47.83,47.81,47.83,2073
A.K.CAPITAL ,20231005,712.00,728.85,700.00,714.25,5585
RELAXO FOOT.,20231005,906.00,916.00,902.15,904.90,7777
VIRAT INDUS.,20231005,234.00,234.00,213.80,219.25,5381
SHEETAL DIAM,20231005,38.12,39.66,38.12,39.66,182505
TERAI TEA CO,20231005,67.62,69.50,67.62,69.50,759
MANRAJ HSG.F,20231005,22.90,22.90,22.90,22.90,20
COSCO INDIA ,20231005,201.30,204.90,197.00,204.75,1713
KEN FIN.SER.,20231005,20.13,20.13,20.13,20.13,339
SHILPA MEDIC,20231005,354.65,354.90,350.60,351.60,3190
PARAMOUNT CO,20231005,65.50,65.50,60.65,64.38,159967
NCL RESEARCH,20231005,0.55,0.55,0.54,0.54,3940435
ARCHANA SOFT,20231005,18.34,18.34,18.34,18.34,369
EXPLICIT FIN,20231005,4.85,4.85,4.85,4.85,153
LADDERUP FIN,20231005,27.40,27.40,25.45,26.40,373
UYFINCORP   ,20231005,26.94,26.94,26.05,26.69,13848
EKAM LEASING,20231005,6.30,6.30,6.30,6.30,1
SWASTIK INV ,20231005,300.00,300.00,296.00,297.20,70
PRIMA PLASTI,20231005,154.95,164.00,154.90,157.50,17025
TELECANOR   ,20231005,6.20,6.20,5.99,6.00,159
CARNATION IN,20231005,5.75,5.75,5.60,5.60,7341
STURDY INDS ,20231005,0.44,0.44,0.44,0.44,105468
GARG FURNACE,20231005,187.95,188.85,184.50,188.50,9272
SAMPRE NUTRI,20231005,49.95,49.95,47.75,48.49,8424
AAIL        ,20231005,88.99,88.99,86.30,87.70,6269
VIPULORG    ,20231005,132.50,132.50,126.50,126.50,2234
ECORECO     ,20231005,216.05,216.05,216.05,216.05,4847
GOYAL ASSO. ,20231005,1.64,1.64,1.55,1.59,43750
ZENITH HEALT,20231005,4.22,4.45,4.03,4.15,115800
YORK EXPORTS,20231005,45.43,45.43,43.17,43.20,654
SUPREME HO  ,20231005,76.37,77.77,72.33,73.97,19703
LYKISLTD    ,20231005,60.98,60.99,58.90,60.29,12725
PRIME PROP  ,20231005,20.40,20.40,20.40,20.40,5
ZENLABS     ,20231005,36.95,36.95,35.03,36.61,20739
RAJRAYON    ,20231005,39.60,39.60,38.22,38.22,3958
GOWRA LEASNG,20231005,26.30,26.35,26.30,26.30,3496
JAGAN LAMPS ,20231005,70.25,85.00,70.25,85.00,185600
AJEL        ,20231005,12.51,12.71,12.47,12.71,65101
ASIT C FIN  ,20231005,118.00,127.00,118.00,127.00,802
ENCODE      ,20231005,7.00,7.34,7.00,7.00,1104
SUPER BAKERS,20231005,25.99,25.99,25.99,25.99,1
OVOBEL FOODS,20231005,277.35,280.40,274.00,280.40,12175
INDO ASN.FIN,20231005,11.74,11.99,11.37,11.99,2535
