TICKER, DATE, OPEN, HIGH, LOW, CLOSE, VOLUME
CORAL NEWSPR,20231005,10.80,10.80,10.79,10.79,381
AGARWAL     ,20231005,18.01,19.89,18.01,19.89,10366
DYNAMIC PORT,20231005,46.03,50.80,46.03,46.04,1701
CEEJAY FINAN,20231005,145.00,164.60,145.00,157.95,4290
SUNCITY SYNT,20231005,9.31,9.50,8.70,8.70,562
SHREE GANES.,20231005,13.08,13.08,12.50,12.50,4083
OIVL        ,20231005,71.30,71.30,66.01,67.00,20788
BNR UDYOG   ,20231005,41.59,41.59,39.01,40.92,770
KRBL LTD.   ,20231005,399.00,404.15,396.00,401.20,21573
REFNOL RESIN,20231005,107.50,111.50,103.10,104.35,1396
SSPDL LTD   ,20231005,15.50,15.50,15.00,15.35,3120
DAIKAFFIL CH,20231005,36.20,37.60,36.00,36.90,2400
CIL SECURITS,20231005,27.55,28.19,27.10,27.61,5465
CLIO INFOTEC,20231005,4.18,4.21,4.18,4.21,3586
SUNSHIELD CH,20231005,849.50,849.50,792.05,826.30,1061
HIPOLIN LTD.,20231005,78.95,78.95,73.11,76.82,701
CIFL        ,20231005,126.00,130.90,126.00,126.25,288
ABVL        ,20231005,177.90,179.40,177.90,179.40,484
SUPER CROP. ,20231005,8.93,9.49,8.93,8.95,90806
N.G.IND.LTD.,20231005,131.50,131.50,129.00,129.30,96
ASIA PACK   ,20231005,29.05,30.45,29.05,30.45,5
REMSONS IND.,20231005,459.00,459.00,431.70,442.15,508
STANPACKS(I),20231005,9.68,9.68,9.65,9.65,15086
SRI ADHIKARI,20231005,1.66,1.73,1.65,1.73,4409
RAMINFO     ,20231005,96.35,101.20,96.25,98.00,5329
SUNIL AGRO F,20231005,196.30,209.90,196.30,200.00,2226
DIANA TEA CO,20231005,27.29,27.29,26.55,26.80,12046
INDIAN OIL  ,20231005,90.36,90.60,89.24,89.64,869028
ALFA ICA (I),20231005,51.28,53.60,49.00,53.60,1238
SKCIL       ,20231005,136.10,146.00,136.10,141.85,817
INDIA HOME  ,20231005,26.99,26.99,26.01,26.28,1552
ROOPA INDUS ,20231005,41.99,42.49,40.12,42.00,461
UNIQUE ORGAN,20231005,57.00,57.03,57.00,57.03,13587
SWARNA SECUR,20231005,37.88,37.88,37.88,37.88,75
ARIHANT SEC.,20231005,14.21,14.90,13.61,14.16,14001
VISAGAR FIN ,20231005,0.72,0.73,0.71,0.73,7202478
JRELTD      ,20231005,36.31,36.31,36.31,36.31,255
COMPETENT AU,20231005,338.90,339.00,317.05,331.90,2826
NEELKANTH RO,20231005,10.90,10.90,10.42,10.42,981
CONTIL I LTD,20231005,97.10,97.10,96.50,97.00,21
VIJAY SOLVEX,20231005,864.00,864.00,850.00,856.00,625
SHRI KRISH  ,20231005,32.95,33.80,32.40,33.32,696
NIHAR INFO  ,20231005,6.00,6.00,6.00,6.00,1106
UNITED CRED.,20231005,15.90,15.95,15.90,15.95,490
ISHAN DYES  ,20231005,56.90,56.99,54.86,55.24,6666
GOTHI PLASCO,20231005,27.99,29.75,27.99,29.75,2500
BALUFORGE   ,20231005,224.95,224.95,217.00,218.70,93666
CEENIK EXPO.,20231005,35.31,35.31,35.31,35.31,4775
PATEL ENGG. ,20231005,50.95,52.57,49.80,52.55,1471953
MENAMANI    ,20231005,5.77,5.77,5.77,5.77,26438
INANI MARBLE,20231005,19.30,19.75,19.00,19.50,6150
GEMSTONE INV,20231005,0.96,0.96,0.96,0.96,28718
EL FORGE LTD,20231005,13.40,13.51,13.40,13.51,5214
MEDICAMEN BI,20231005,651.85,658.00,641.55,643.95,3779
DILIGENT    ,20231005,8.25,8.55,7.85,8.08,86882
EPSOM PRO   ,20231005,5.23,5.23,5.23,5.23,100
ALFAVISON.OV,20231005,19.17,19.98,19.00,19.04,34670
ORGANIC COAT,20231005,7.98,8.40,7.98,7.98,1200
CATVISION   ,20231005,13.91,14.89,13.91,13.92,858
ABM KNOWLEDG,20231005,95.38,97.00,92.11,95.00,3612
KEMISTAR    ,20231005,47.70,47.70,43.25,44.35,729
ASSOC.CERAMI,20231005,225.70,225.70,225.70,225.70,1
SKP SECURE. ,20231005,63.46,67.99,63.46,66.24,604
SYSCHEM (I) ,20231005,52.13,54.90,52.13,53.50,24188
BLS INFOTE  ,20231005,2.50,2.50,2.28,2.28,1660855
MEFCOM CAPIT,20231005,18.45,18.45,18.45,18.45,44494
HEMANG      ,20231005,35.00,35.00,34.00,35.00,4980
TAVERNIER   ,20231005,18.11,18.11,18.11,18.11,1100
GLANCE FIN. ,20231005,61.99,61.99,58.60,61.85,113
SHILCHAR TEC,20231005,1650.00,1675.00,1620.00,1636.95,7730
TINEAGRO    ,20231005,49.56,49.56,49.56,49.56,84
NUCLE.SOFT E,20231005,989.90,1003.15,980.05,989.60,3143
COLINZ LABOR,20231005,39.69,39.69,38.05,39.50,690
NLFL        ,20231005,32.81,34.90,32.00,32.23,3161
MANAP FIN   ,20231005,144.75,145.40,139.55,141.30,273018
RTS POWER CO,20231005,180.10,193.60,180.10,187.75,7735
COMFORT INTE,20231005,6.67,7.22,6.57,7.22,4701708
MAYUR FLOOR.,20231005,9.94,9.94,9.94,9.94,1325
ANJANI SYNT.,20231005,30.10,30.10,29.33,29.37,944
XTGLOBAL    ,20231005,38.75,41.50,38.00,38.89,107080
DECO-MICA   ,20231005,74.09,74.09,74.09,74.09,1807
RANDER CORP.,20231005,10.01,10.01,10.01,10.01,9902
RASI ELECTRO,20231005,18.55,19.24,18.55,19.19,36890
SCOOBEEDAY  ,20231005,101.20,101.20,94.05,94.05,9227
DHRUVA CAP. ,20231005,104.80,104.80,104.80,104.80,223
SHAMROCK IND,20231005,3.98,3.98,3.79,3.79,1000
PRIMA IND.  ,20231005,16.55,18.11,16.55,18.11,205
INDIA GELAT.,20231005,408.00,408.00,402.00,404.70,2811
OPTIFIN     ,20231005,85.00,85.00,80.00,80.10,398
PARAGON FIN.,20231005,32.52,33.18,31.95,31.95,126
PRATIKSHA CH,20231005,19.75,19.94,18.04,18.70,14645
ESHAMEDIA   ,20231005,3.49,3.60,3.49,3.60,4745
REFEXRENEW  ,20231005,408.95,411.70,385.25,394.20,697
B2B SOFT.   ,20231005,29.00,29.00,28.02,28.06,9088
NIKKI GLOBAL,20231005,6.02,6.02,6.02,6.02,1450
RADHE DEVLOP,20231005,3.08,3.09,3.00,3.06,238419
ELIXIR      ,20231005,51.05,52.75,49.90,50.51,2829
TRISHAKTI EL,20231005,39.05,42.22,38.21,39.22,425
PANKAJ POLY.,20231005,6.80,6.80,6.80,6.80,14
MARBLE      ,20231005,14.45,15.15,14.25,14.25,806
CINDRELLA FI,20231005,9.60,9.60,9.60,9.60,2
NAT PLASTIC ,20231005,270.60,270.60,270.60,270.60,3130
LEAD FINANC ,20231005,13.23,13.23,13.19,13.20,475
NATFIT      ,20231005,110.95,121.00,110.95,115.00,45898
ARTEFACT PR ,20231005,59.90,59.95,57.35,58.32,15173
AMIT INTNL. ,20231005,3.02,3.02,3.02,3.02,330
HIGH STREET ,20231005,47.20,47.21,47.20,47.21,500
NUTECH GLOBA,20231005,41.06,41.06,37.16,40.00,1868
DHP INDIA LT,20231005,890.00,890.00,867.00,876.40,2352
RRIL        ,20231005,21.20,21.21,21.20,21.21,18287
AVAILABLE FI,20231005,144.75,144.75,139.15,139.15,2939
JAYIND      ,20231005,11.41,11.41,11.41,11.41,17
ROSELABS FIN,20231005,21.00,21.00,21.00,21.00,500
CHARMS INDUS,20231005,4.05,4.05,4.05,4.05,12950
KRETTOSYS   ,20231005,0.76,0.77,0.73,0.73,781214
VIKALP SEC. ,20231005,9.20,9.66,9.02,9.66,1643
MILE GLOBAL ,20231005,13.90,14.60,13.90,14.60,1695
BERVIN INV. ,20231005,32.89,32.90,30.88,30.89,4832
GUJ.INVESTA ,20231005,12.40,12.40,12.00,12.00,112
EASTERN TRED,20231005,39.00,39.00,37.25,37.98,155
PANACEA BIOT,20231005,167.30,179.05,165.60,177.80,99888
PEETI SECURT,20231005,22.20,24.50,22.19,24.45,2085
MERCURYEV   ,20231005,47.36,47.37,47.36,47.36,656515
SHRIRAM ASSE,20231005,206.00,216.90,206.00,214.00,335
GOLECHA GLOB,20231005,18.57,18.57,18.57,18.57,1899
EKANSH      ,20231005,59.99,59.99,53.26,54.98,668
SPAR        ,20231005,29.81,30.49,29.00,30.44,4278
BYKE HOSP   ,20231005,46.44,46.55,44.33,44.99,74505
CENTENIAL SU,20231005,145.15,145.15,131.35,145.15,5371
ARIHANT FOUN,20231005,51.49,51.49,49.00,50.00,5505
HASTI FINANC,20231005,4.84,4.84,4.84,4.84,3
UPSURGE INV.,20231005,38.94,38.94,37.05,37.81,2527
PADAM COTTON,20231005,31.79,31.79,31.79,31.79,498
WOMEN NETWOR,20231005,4.11,4.11,4.11,4.11,505
POLYCON INT.,20231005,16.80,16.80,15.20,16.20,2923
SOURCENTRL  ,20231005,92.78,92.78,88.10,89.00,658
G.G.AUTOMATI,20231005,80.59,80.59,80.59,80.59,2378
LWS KNITWEAR,20231005,15.22,15.22,14.86,15.20,22
ANS LTD     ,20231005,8.65,8.70,8.65,8.70,121
ALCH CORP   ,20231005,15.13,15.19,14.05,14.06,5187
TUNI TEXTILE,20231005,1.60,1.63,1.58,1.58,127782
RADIX IND   ,20231005,118.70,121.40,112.00,118.20,92
KIRAN PRINT ,20231005,8.90,8.90,8.74,8.74,100
NARENDRA PRO,20231005,33.59,34.00,33.02,33.02,3516
MEGA CORPN. ,20231005,2.49,2.53,2.37,2.50,34992
TAMIL.NEWSPR,20231005,255.90,260.25,250.05,255.10,41239
SHAKTI PUMPS,20231005,871.95,927.00,864.55,906.35,93017
SYSTEMATIX  ,20231005,10.92,10.92,10.00,10.70,3329
SUNGOLD CAP.,20231005,3.13,3.13,3.00,3.00,2075
SAFFRON IND ,20231005,4.09,4.09,4.09,4.09,3
PWASML      ,20231005,26.94,26.94,25.65,26.21,23993
GOLDSTONE EN,20231005,98.00,98.00,96.05,96.05,1328
MOHIT INDUS.,20231005,20.30,20.80,19.75,19.80,10928
POLYLINK POL,20231005,23.75,24.00,22.70,23.50,4614
MINAXI TEXT.,20231005,1.51,1.60,1.51,1.58,9967
CONTI.CONTRL,20231005,5.49,5.49,5.03,5.29,1100
NOUVEAU     ,20231005,0.49,0.49,0.49,0.49,52465
DUKE OFFSHOR,20231005,13.27,13.27,13.15,13.27,27994
CYBELE IND  ,20231005,24.00,25.00,23.15,25.00,1758
CG-VAK SOFTW,20231005,460.65,460.65,446.00,450.65,4538
NAVKAR      ,20231005,5.81,5.81,5.55,5.64,26235
MADHUCON PRJ,20231005,5.25,5.25,5.15,5.15,735
SYBLY INDS. ,20231005,7.00,7.65,7.00,7.11,2418
RAJESH EXPO.,20231005,504.25,504.45,497.00,498.15,23240
ESAAR (I)LTD,20231005,5.87,5.87,5.87,5.87,46242
MARIS SPIN. ,20231005,42.85,43.90,41.03,43.80,67
INDERGIRI FN,20231005,51.82,51.82,51.82,51.82,450
STEP TWO COR,20231005,20.99,20.99,20.00,20.00,274
ORIENT TRADE,20231005,8.55,8.64,8.00,8.26,25083
VIKASPROP   ,20231005,0.49,0.49,0.45,0.46,218975
ACE SOFTWARE,20231005,25.14,25.14,22.77,22.77,1013
SOFTRAK VENT,20231005,6.59,6.72,6.24,6.30,9810
HATSUN AGRO ,20231005,1154.85,1154.85,1102.25,1114.50,2972
ACCEDERE    ,20231005,66.15,66.15,65.00,65.23,1385
RISHABH DIGH,20231005,21.27,21.27,20.21,20.21,3882
MARUTI INFRA,20231005,142.60,142.60,137.50,139.00,7029
KOBO        ,20231005,2.78,2.78,2.66,2.68,2981
JINDAL WORLD,20231005,375.40,380.05,370.20,373.45,3767
SOMANY CRAM ,20231005,696.35,720.55,682.20,708.05,1709
JHAVERI CRED,20231005,152.40,152.40,152.40,152.40,487
RAGHUNATH TO,20231005,18.79,19.00,18.40,18.62,1543
SANJIVANI PA,20231005,111.00,113.10,108.70,113.10,9290
VAS INFRA   ,20231005,3.39,3.39,3.12,3.39,723
KMF BUILDERS,20231005,5.07,5.25,4.90,4.90,6289
RAP MEDIA   ,20231005,14.35,14.71,14.35,14.71,343
DEVINE IMPE ,20231005,6.24,6.49,6.24,6.45,631
BAMPSL SECUR,20231005,9.85,10.04,9.68,9.79,20085
GENPHARMA   ,20231005,3.90,3.98,3.85,3.93,346010
INCON ENGG. ,20231005,14.00,14.00,13.43,13.43,1701
GORANI INDUS,20231005,128.85,128.85,122.00,123.55,107
KG PETROCHEM,20231005,198.55,204.45,198.55,204.45,153
OROSMITHS   ,20231005,4.31,4.31,4.15,4.30,14727
TEJASSVI    ,20231005,16.17,16.17,16.17,16.17,1001
LINCOLN PHAR,20231005,510.20,526.75,510.20,520.30,4140
PRAVEG      ,20231005,541.00,560.00,535.05,556.05,49063
SURAJ LTD   ,20231005,152.10,154.95,147.10,153.70,2139
MARICOLTD   ,20231005,557.95,561.30,541.50,542.55,77681
NATIONAL GEN,20231005,77.00,77.00,73.70,77.00,361
HITTCO TOOLS,20231005,10.60,11.00,10.60,10.71,12456
RRMETAL     ,20231005,38.37,38.37,37.50,37.59,2599
VISION CORPO,20231005,4.14,4.14,4.14,4.14,7033
BISIL PLAST ,20231005,2.62,2.62,2.62,2.62,246838
INANI SEC.  ,20231005,19.88,19.88,18.09,19.87,554
AMERISE     ,20231005,0.62,0.63,0.62,0.63,41623
PRITHVIEXCH ,20231005,74.95,75.95,72.65,73.93,9192
RAINBOW FOUN,20231005,11.15,11.55,11.00,11.00,16135
TRICOMFRU   ,20231005,1.20,1.30,1.15,1.30,17199
PANCHSHEEL O,20231005,183.00,185.90,178.00,178.90,18676
MENON PISTON,20231005,83.50,83.50,80.09,81.26,33153
GREENCREST  ,20231005,0.66,0.66,0.64,0.65,1104460
GENNEX LAB  ,20231005,9.75,9.90,9.63,9.68,945423
GINI SILK MI,20231005,43.50,43.50,43.50,43.50,850
PRAJAY ENGS.,20231005,14.45,14.45,13.16,13.21,23435
BIOGEN      ,20231005,0.80,0.80,0.77,0.79,1413271
UNJHA FORMUL,20231005,16.30,17.11,16.30,17.11,12368
POLY MEDICUR,20231005,1395.05,1419.35,1393.85,1407.15,2177
SHRADDHA    ,20231005,40.00,41.00,38.00,40.00,13935
KACHCHHMIN  ,20231005,21.60,21.60,20.11,21.39,5725
PADMANABH AL,20231005,22.50,22.50,22.50,22.50,106
KACL        ,20231005,19.86,20.40,19.50,19.57,34262
KCLINFRA    ,20231005,1.95,1.95,1.81,1.91,258880
PRERNA INFR ,20231005,25.46,25.46,24.83,25.17,70505
METAL COATIN,20231005,90.01,94.40,90.01,91.22,6702
SGN TELECOMS,20231005,0.98,0.98,0.98,0.98,111740
GANGAPAPERS ,20231005,77.78,80.00,76.50,77.87,1716
TIRUPATI SAR,20231005,10.18,10.44,9.97,10.33,12955
MUNOTH FIN. ,20231005,83.00,87.00,78.75,78.75,111
RODIUM      ,20231005,60.00,63.00,60.00,63.00,101
NAGAR.AGRITE,20231005,9.47,9.47,9.47,9.47,160
NATURA HUE C,20231005,6.67,7.35,6.67,7.35,13949
INDUSFINL   ,20231005,15.90,15.90,15.90,15.90,23
LAHOTI OVER.,20231005,38.50,41.58,38.50,40.72,182166
TRINITYLEA  ,20231005,18.48,18.48,18.48,18.48,1
ASIAN STAR  ,20231005,823.55,858.80,811.00,832.95,804
ORIRAIL     ,20231005,94.17,94.17,94.17,94.17,17657
JOINDRE CAPI,20231005,36.79,36.80,36.01,36.74,3880
BHARATAGRI  ,20231005,108.40,108.40,106.05,106.80,96534
UNITECH INTE,20231005,5.80,6.00,5.62,5.95,3462
SACHETA MET.,20231005,19.53,19.99,19.10,19.28,22033
POPULAR EST ,20231005,15.20,16.79,15.20,16.79,1423
ANJANI FINL ,20231005,9.15,9.15,8.35,8.75,1902
REXNORD ELE.,20231005,127.00,129.80,125.95,128.10,12959
IIL         ,20231005,328.50,328.50,328.50,328.50,7723
SAWACA BUSI ,20231005,0.85,0.85,0.82,0.83,245805
CCL INTER   ,20231005,21.45,21.45,20.20,20.65,2581
GALLOPENT   ,20231005,23.80,23.80,21.63,22.74,765
CROISSANCE  ,20231005,3.50,3.64,3.50,3.64,149027
MADHUVEER   ,20231005,38.05,38.05,38.05,38.05,100
GOPAL IRON S,20231005,8.25,8.25,7.84,8.25,6864
DHAMPURE SGR,20231005,52.71,52.71,52.71,52.71,31355
SHANTANU SHE,20231005,1.43,1.43,1.31,1.40,104029
INNOCORP L  ,20231005,5.31,6.50,5.05,5.25,17029
SARTHAK INDU,20231005,24.40,24.40,23.01,24.09,1821
SAI CAPITAL ,20231005,129.10,133.75,127.10,127.10,175
SERVOTEACH  ,20231005,24.62,24.62,24.62,24.62,1611
VERTEX SEC. ,20231005,3.66,3.66,3.42,3.45,45592
RIBA TEXTILS,20231005,54.95,54.95,52.50,53.83,9386
NEWINFRA    ,20231005,10.60,10.90,9.90,10.90,258417
KASHYAP     ,20231005,2.02,2.02,1.88,1.99,37276
SHREMETAL   ,20231005,28.60,30.50,28.51,29.49,111
IITL PROJ   ,20231005,16.55,17.40,16.55,17.40,75
CHARTERLOGIS,20231005,5.13,5.38,5.13,5.25,62590
HIND ALUMIN ,20231005,42.40,43.70,42.10,43.11,5860
SPECTR FOOD ,20231005,71.98,71.98,65.35,66.07,6060
AMRAWOR AGRI,20231005,0.80,0.80,0.76,0.78,340927
AUTO PINS(I),20231005,97.69,97.69,97.69,97.69,8
ODYSSEY CORP,20231005,6.98,6.98,6.63,6.80,3231
INDUCTO STL.,20231005,36.20,36.79,35.20,35.26,744
SAM INDUS.  ,20231005,63.00,64.13,60.00,64.10,3944
POOJA ENT   ,20231005,287.00,289.95,265.00,278.65,5144
GRAVITY (I) ,20231005,4.40,4.40,4.23,4.25,635
ESPIRE      ,20231005,37.70,37.70,37.70,37.70,265
LCC INFOTECH,20231005,1.67,1.67,1.67,1.67,10689
FILAT FASH  ,20231005,14.35,14.68,13.10,14.53,253081
SINDHU TRADE,20231005,26.52,26.90,26.00,26.11,10173
UNISTAR MULT,20231005,16.50,17.20,16.31,17.12,16700
ZENOTECH    ,20231005,56.26,67.34,55.60,66.55,393728
HINDUSTN BIO,20231005,5.35,5.82,5.35,5.56,2854
FRONTL CORP ,20231005,32.00,32.20,31.00,32.18,1277
SWELECT     ,20231005,583.55,632.40,583.55,618.50,4843
WALLFORT FIN,20231005,74.50,78.59,74.01,78.50,865
KDDL LTD    ,20231005,2054.85,2102.95,2013.00,2048.85,2371
ADINATH EXIM,20231005,17.30,17.99,17.30,17.99,650
ABHINAV CAP ,20231005,128.00,128.00,122.50,122.50,355
KILPEST (I) ,20231005,764.00,779.90,755.75,776.95,4285
SUMUKA      ,20231005,143.00,148.90,140.00,141.70,15667
VANDANA     ,20231005,2.12,2.12,1.94,1.97,17302
SAGARPROD   ,20231005,3.91,3.91,3.91,3.91,10651
INDO-CITY IN,20231005,8.70,8.71,8.70,8.70,10549
SBEC SUGAR  ,20231005,35.70,36.60,34.65,35.82,7468
BRIJLAXMI LE,20231005,3.80,3.80,3.80,3.80,1668
RELIAB VEN  ,20231005,11.32,12.00,11.00,11.13,31426
MOHITE      ,20231005,26.00,26.99,26.00,26.99,1709
ACL         ,20231005,94.74,97.75,94.74,96.90,1086
H.S.(I) LTD.,20231005,11.75,11.75,10.50,11.29,14666
BNK OF INDIA,20231005,111.20,112.20,109.10,109.85,820111
INDRAPRAST  ,20231005,174.95,175.00,170.20,172.35,6638
JOHNPHARMA  ,20231005,0.59,0.59,0.56,0.56,1398792
TRESCON     ,20231005,15.69,15.69,15.45,15.45,19621
GUJ.STAT.FIN,20231005,10.45,11.20,10.45,11.00,15511
SAREGAMA (I),20231005,358.25,362.40,350.10,352.90,18925
GAYATRI SUGR,20231005,22.67,22.67,22.67,22.67,66266
INDUSIND BNK,20231005,1410.00,1415.15,1394.90,1401.35,39031
INDIA TOURIS,20231005,383.60,386.75,380.75,382.75,2640
CITY UNION  ,20231005,126.25,126.95,124.85,125.20,133109
HB STOCKHOL.,20231005,54.36,56.04,54.36,55.67,2082
SIEL FINANCL,20231005,17.70,17.70,17.70,17.70,382
SOUTH IND.BK,20231005,26.69,26.74,25.70,26.46,7219830
SONATA SOFT.,20231005,1037.05,1050.40,1030.00,1034.90,2589
BENGAL TEA &,20231005,81.01,82.88,79.01,79.79,4576
NAT.ALUM    ,20231005,95.89,95.89,94.24,94.44,141123
INDIA NIPPON,20231005,501.95,510.05,494.00,496.55,2394
NALWA SONS  ,20231005,2607.20,2649.00,2586.30,2642.50,451
ORCHASP     ,20231005,2.55,2.60,2.55,2.55,65266
HCL TECHNO  ,20231005,1249.95,1253.05,1228.10,1235.90,37868
TCFC FINANCE,20231005,38.65,39.65,36.50,37.82,27902
JINDAL STE  ,20231005,680.15,684.55,675.15,678.10,35036
WOCKHARDT   ,20231005,233.90,233.90,230.50,231.45,17117
KJMCCORP    ,20231005,35.29,35.29,35.29,35.29,786
IND-SWIFT LA,20231005,91.00,91.00,89.10,89.69,12773
MELSTAR INFO,20231005,2.01,2.01,2.01,2.01,550
MAHINDRALIFE,20231005,536.05,546.00,531.35,537.60,21121
TELESYS SOFT,20231005,8.40,8.76,8.26,8.40,6043
VAARAD      ,20231005,17.10,17.10,16.00,16.87,1166
SHIVA CEMENT,20231005,49.70,50.49,49.50,50.13,78801
DANLAW TECH.,20231005,646.00,672.50,635.00,660.85,4443
HB PORTFOLIO,20231005,52.51,56.00,52.25,53.49,2336
HB ESTATE DE,20231005,40.01,41.85,39.55,41.52,753
OMNI AX'S SO,20231005,3.68,3.69,3.36,3.55,11514
TVS MOTOR L ,20231005,1519.95,1519.95,1489.30,1497.65,7336
SOFTSOL (I) ,20231005,197.80,197.80,197.00,197.00,54
SUBEX LTX   ,20231005,31.96,32.40,31.55,32.05,438124
TRANSPORT CO,20231005,809.45,809.45,789.20,797.90,1341
PADMALAYA TE,20231005,3.66,3.66,3.66,3.66,21132
AKSH OPTIFIB,20231005,11.26,11.49,11.00,11.17,50431
VIRGOGLOB   ,20231005,7.98,8.00,7.98,7.99,13275
PICTURHOUSE ,20231005,6.24,6.25,5.95,6.17,2156
TRIVENI ENGG,20231005,380.00,383.70,377.00,378.90,39255
NAGPUR POWER,20231005,99.99,111.80,99.10,110.58,64040
DYNACONS SYS,20231005,703.35,729.35,660.00,729.35,26195
RAMCO INDS. ,20231005,177.90,181.85,177.90,180.45,4141
RAMCO  SYSTM,20231005,314.00,315.90,306.30,307.90,3971
TATA TELESER,20231005,97.89,98.90,96.60,97.54,264615
VIRINCHI    ,20231005,36.40,36.40,35.00,35.89,15276
WEPSOLN     ,20231005,30.30,30.30,30.30,30.30,28825
STER TECH   ,20231005,157.95,159.60,156.25,158.70,60819
TIPSINDUSTR ,20231005,304.60,313.00,304.60,308.95,6884
FIRSTFIN    ,20231005,5.36,5.36,5.10,5.10,642
BABA ARTS   ,20231005,12.85,13.47,12.85,13.08,38896
TYCHE INDS  ,20231005,170.40,173.00,169.00,172.55,4880
PRITISHN COM,20231005,38.60,38.79,38.00,38.68,1485
INDIAN OVER.,20231005,48.22,49.00,46.31,46.95,8323743
TAJ GVK HOTL,20231005,239.95,239.95,231.35,234.50,12920
CREATIVE EYE,20231005,3.75,4.50,3.75,4.50,1580
KONNDOR     ,20231005,7.59,7.59,7.59,7.59,264
UMESL       ,20231005,6.63,6.63,6.63,6.63,1978
USGTECH     ,20231005,7.55,7.80,7.55,7.80,11863
SAVEN TECHNO,20231005,45.69,48.40,45.69,47.85,30149
AVANTEL LTD ,20231005,290.40,290.40,282.00,283.25,309904
MOSCHIP     ,20231005,89.00,89.90,88.30,88.71,146857
MEGASOFT LTD,20231005,47.79,47.79,47.79,47.79,5491
TRANSCORP IN,20231005,31.49,31.49,30.00,30.94,14169
VISESH INFO.,20231005,0.48,0.48,0.47,0.48,1497570
MID-DAY MULT,20231005,5.96,5.96,5.96,5.96,14390
GENUSPRIME  ,20231005,15.99,16.35,14.91,15.38,9222
UNITD SPR   ,20231005,999.95,1014.15,989.55,1010.80,29549
SANINFRA    ,20231005,78.49,79.82,74.00,76.51,103555
SHALIMAR WIR,20231005,19.85,19.85,19.46,19.47,1483
FAZE3AUTO   ,20231005,66.01,67.25,65.70,66.70,1687
PONNI SUG(ER,20231005,426.30,434.20,420.95,422.85,1623
PUNJAB NATIO,20231005,80.84,81.00,76.35,77.11,10365418
ORACLE FIN  ,20231005,4031.15,4082.25,4002.00,4014.80,2919
HAZ MUL PRO ,20231005,121.95,124.80,118.15,120.00,58862
KAMAHOLDING ,20231005,15250.00,15540.00,15040.10,15450.80,3275
UNION BANK L,20231005,109.95,111.25,104.20,105.40,3307867
UNITED BREWA,20231005,1552.00,1563.35,1546.40,1554.15,2423
NOIDA-TOLL B,20231005,8.16,8.24,7.98,8.01,149212
BALMER LA.IN,20231005,401.80,408.25,401.80,403.20,24295
POKARNA LTD ,20231005,476.60,483.30,468.25,471.20,6977
RADICOKHAIT ,20231005,1193.00,1208.60,1189.75,1206.45,2246
MARUTISUZUK ,20231005,10150.05,10265.50,10112.70,10217.75,6627
RAJAPAMILLS ,20231005,801.45,814.00,798.00,812.65,1659
NAVIN FLUORI,20231005,3755.00,3763.15,3650.50,3695.60,39362
BAG FIL MED ,20231005,5.25,5.38,5.20,5.33,19228
SUPRAJIT ENG,20231005,393.75,394.05,386.80,391.25,15182
TVSELE      ,20231005,359.95,359.95,347.00,349.80,5169
INDRA GAS   ,20231005,459.00,460.30,451.75,458.05,24147
PALRED      ,20231005,146.85,148.55,145.10,145.30,1758
PETRONET LNG,20231005,234.95,236.00,231.10,232.20,35104
PTC INDIA   ,20231005,132.95,134.65,132.20,133.50,63140
BANK MAHA   ,20231005,49.48,49.73,47.65,48.80,4838255
RK FORGINGS ,20231005,632.20,641.00,625.70,630.50,17242
JAIPRA      ,20231005,11.42,11.77,11.16,11.29,5118139
ULTRATECH CM,20231005,8235.95,8235.95,8130.00,8167.05,30528
TCS LTD.    ,20231005,3557.95,3624.00,3553.65,3589.10,64884
NTPC LTD    ,20231005,237.85,237.85,232.10,233.90,727645
JBM AUTO    ,20231005,1298.40,1339.00,1280.00,1301.75,4011
INDOCO REM  ,20231005,330.60,333.05,328.45,330.00,4508
IMPEX       ,20231005,3.21,3.21,3.21,3.21,14765
MORARJETEX  ,20231005,20.80,22.85,20.80,22.03,57160
JINDALPH    ,20231005,526.00,538.75,513.40,519.15,3004
POCL        ,20231005,472.80,487.00,472.00,474.45,7937
MCNALLYB    ,20231005,3.09,3.09,2.95,3.00,154942
MAN DRUGORG ,20231005,104.95,104.95,101.65,102.05,3168
SHOPPER STOP,20231005,676.55,685.45,674.10,679.15,3216
BEEYU OVERSE,20231005,2.62,2.75,2.62,2.75,18396
NECTAR LIFE ,20231005,24.23,24.33,24.00,24.09,9568
MSP STEEL   ,20231005,19.15,19.15,19.15,19.15,482496
SPL INDS    ,20231005,70.50,78.10,69.94,71.84,58386
KARNATAKA BK,20231005,246.00,247.00,243.55,245.55,47172
MCLEOD RUSSE,20231005,21.00,21.00,20.30,20.50,32087
FACOR ALLOYS,20231005,7.33,7.80,7.25,7.65,641402
RANE MADRAS ,20231005,879.60,880.60,845.00,856.50,1584
SUZLONENERGY,20231005,28.65,29.69,28.60,29.69,72240714
RENUKA SUGAR,20231005,53.81,54.27,53.43,53.89,936821
KM SUGARMILL,20231005,34.56,35.80,34.41,35.09,50260
BANNARI AMMA,20231005,47.35,47.75,46.60,47.09,16072
PBA INFRASTR,20231005,8.55,8.79,8.20,8.54,10943
EVEREST KANT,20231005,114.00,116.80,114.00,115.10,56798
KERNEX MICRO,20231005,442.00,474.00,442.00,468.60,5691
