TICKER, DATE, OPEN, HIGH, LOW, CLOSE, VOLUME
Nifty India Digital,20231009,6462.95,6506.9,6437.25,6467.65,476192615
Nifty Mobility,20231009,-,-,-,13125.75,138752244
Nifty India Defence,20231009,-,-,-,3248.5,17606186
Nifty Financial Services Ex-Bank,20231009,-,-,-,20463.14,77137958
Nifty Housing,20231009,-,-,-,8743.14,368730327
Nifty Transportation & Logistics,20231009,-,-,-,15092.35,104402740
Nifty MidSmall Financial Services,20231009,-,-,-,11348.36,236414475
Nifty MidSmall Healthcare,20231009,-,-,-,26586.49,16258366
Nifty MidSmall IT & Telecom,20231009,-,-,-,8076.74,409883632
Nifty MidSmall India Consumption,20231009,-,-,-,13155.76,22985090
Nifty REITs & InvITs,20231009,-,-,-,972.66,1906898
Nifty Core Housing,20231009,-,-,-,12261.91,40871883
Nifty Consumer Durables,20231009,29113.3,29152.8,28864.9,28909.85,7239248
Nifty Non-Cyclical Consumer,20231009,-,-,-,12130.78,89776677
NIFTY100 Alpha 30,20231009,-,-,-,12287.02,211653242
NIFTY500 Value 50,20231009,-,-,-,8876.48,462392007
Nifty100 Low Volatility 30,20231009,14859.85,14937.2,14836.05,14882.9,78326737
NIFTY Alpha Low-Volatility 30,20231009,19601.75,19666.8,19534.5,19620.2,77412108
NIFTY Quality Low-Volatility 30,20231009,-,-,-,13831.79,46578474
NIFTY Alpha Quality Low-Volatility 30,20231009,-,-,-,16134.72,54186689
NIFTY Alpha Quality Value Low-Volatility 30,20231009,-,-,-,14030.07,79298037
NIFTY200 Quality 30,20231009,16319.45,16446.2,16307.55,16375.95,35654270
NIFTY Midcap150 Quality 50,20231009,18725,18825.15,18643,18688.95,18635686
Nifty200 Momentum 30,20231009,22829.6,22913.6,22713.15,22824.0,176779281
Nifty India Manufacturing,20231009,9598,9633,9552.65,9581.15,136908516
Nifty100 ESG Sector Leaders,20231009,3194.15,3207.55,3189,3194.1,112049405
Nifty200 Alpha 30,20231009,-,-,-,17126.0,211598927
Nifty Midcap150 Momentum 50,20231009,-,-,-,41260.88,302036708
Nifty Smallcap250 Quality 50,20231009,-,-,-,19455.39,50288177
NIFTY100 ESG,20231009,3718.35,3731.7,3708.45,3712.8,269791657
NIFTY100 Enhanced ESG,20231009,-,-,-,3743.55,237695517
Nifty 50 Arbitrage,20231009,-,-,-,2219.99,-
Nifty 8-13 yr G-Sec,20231009,2453.52,2453.52,2445.88,2445.88,-
Nifty 4-8 yr G-Sec Index,20231009,2670.5,2670.67,2664.86,2664.86,-
Nifty 11-15 yr G-Sec Index,20231009,2683.86,2683.86,2674.97,2674.97,-
Nifty 15 yr and above G-Sec Index,20231009,2908.79,2910.78,2904.53,2904.53,-
Nifty Composite G-sec Index,20231009,2530.94,2530.94,2523.75,2523.75,-
Nifty 10 yr Benchmark G-Sec,20231009,2173.6,2173.6,2166.53,2166.53,-
Nifty 10 yr Benchmark G-Sec (Clean Price),20231009,860.51,860.51,857.68,857.68,-
Nifty 1D Rate Index,20231009,-,-,-,2189.27,-
