TICKER, DATE, OPEN, HIGH, LOW, CLOSE, VOLUME, OI
AJOONI,20231009, 4.55, 4.60, 4.45, 4.50, 292207, 209446
AKASH,20231009, 29.85, 29.85, 28.55, 28.75, 19955, 12637
AKG,20231009, 22.90, 24.30, 22.90, 23.85, 79038, 35241
AKI,20231009, 13.40, 13.40, 12.20, 13.40, 112636, -
AKSHAR,20231009, 6.15, 6.45, 6.10, 6.20, 960612, 955550
AKSHARCHEM,20231009, 268.05, 294.65, 268.05, 286.00, 23447, 14586
AKSHOPTFBR,20231009, 11.20, 11.20, 10.80, 11.00, 208664, -
AKZOINDIA,20231009, 2473.00, 2498.00, 2455.00, 2466.40, 6584, 3198
ALANKIT,20231009, 11.60, 11.60, 10.80, 10.85, 1089260, 624058
ALBERTDAVD,20231009, 820.05, 833.00, 808.00, 822.95, 16583, 9495
ALEMBICLTD,20231009, 75.35, 76.35, 74.15, 74.90, 320708, 141530
ALICON,20231009, 832.10, 844.00, 823.05, 835.00, 25901, 15321
ALKALI,20231009, 116.85, 122.50, 112.05, 117.45, 197138, 81913
ALKEM,20231009, 3502.50, 3558.65, 3490.05, 3551.55, 82563, 49173
ALKYLAMINE,20231009, 2280.00, 2288.00, 2257.00, 2274.45, 22456, 12661
ALLCARGO,20231009, 268.50, 268.50, 263.75, 265.10, 155823, 73982
ALLETEC,20231009, 174.80, 174.80, 166.05, 168.30, 65600, 41600
ALLSEC,20231009, 601.00, 601.00, 581.05, 583.05, 16010, 10382
ALMONDZ,20231009, 85.00, 86.25, 83.55, 84.35, 26921, 19388
ALOKINDS,20231009, 18.10, 18.40, 17.65, 17.70, 9638915, 4300465
ALPA,20231009, 76.50, 76.50, 72.40, 73.05, 65869, 36866
ALPHAGEO,20231009, 288.80, 291.85, 283.65, 286.20, 11985, 4712
ALPSINDUS,20231009, 2.30, 2.40, 2.20, 2.25, 55662, -
AMARAJABAT,20231009, 638.00, 641.85, 630.30, 634.20, 366439, 196501
AMBER,20231009, 2915.00, 2915.00, 2815.55, 2845.20, 87711, 36167
AMBICAAGAR,20231009, 31.50, 33.05, 31.50, 33.05, 5627, -
AMBIKCO,20231009, 1503.00, 1519.70, 1487.00, 1498.40, 11745, 7592
AMBUJACEM,20231009, 430.10, 437.50, 427.50, 430.20, 4370429, 2986784
AMDIND,20231009, 56.00, 56.00, 54.05, 54.20, 37820, 10148
AMEYA,20231009, 50.00, 51.95, 50.00, 50.25, 12000, 12000
AMIORG,20231009, 1181.70, 1192.00, 1170.00, 1177.70, 44951, 23590
AMJLAND,20231009, 30.60, 31.50, 29.65, 30.15, 137601, 23579
AMRUTANJAN,20231009, 615.25, 615.25, 595.00, 598.45, 38006, 24635
ANANDRATHI,20231009, 1818.00, 1972.00, 1764.35, 1890.10, 423055, 101404
ANANTRAJ,20231009, 229.00, 230.00, 222.70, 225.75, 1170886, 617284
ANDHRAPAP,20231009, 583.05, 596.20, 552.55, 570.35, 232845, 119155
ANDHRSUGAR,20231009, 117.45, 118.35, 114.15, 114.75, 248396, 108187
ANDREWYU,20231009, 33.05, 34.35, 32.15, 32.50, 1224168, 406699
ANGELONE,20231009, 1937.00, 2069.35, 1934.90, 2040.35, 1238551, 259821
ANIKINDS,20231009, 37.65, 38.10, 36.60, 37.30, 19618, -
ANKITMETAL,20231009, 4.90, 4.90, 4.90, 4.90, 13782, -
ANMOL,20231009, 43.00, 43.00, 40.90, 41.00, 69183, -
ANNAPURNA,20231009, 280.00, 282.00, 275.00, 279.65, 41000, 29000
ANSALAPI,20231009, 14.30, 14.30, 14.30, 14.30, 79194, -
ANTGRAPHIC,20231009, 0.75, 0.80, 0.75, 0.80, 244647, -
ANUP,20231009, 1980.00, 2080.00, 1944.65, 2036.00, 31828, 14871
ANURAS,20231009, 885.40, 887.10, 877.45, 882.60, 75559, 39433
APARINDS,20231009, 5300.00, 5369.00, 5225.00, 5256.65, 75648, 33406
APCL,20231009, 182.70, 186.20, 179.75, 180.20, 22407, 13721
APCOTEXIND,20231009, 500.05, 515.00, 489.90, 505.15, 101159, 36115
APEX,20231009, 222.20, 222.20, 217.00, 218.80, 85393, 42767
APLAPOLLO,20231009, 1610.00, 1610.00, 1565.00, 1574.35, 504510, 332909
APLLTD,20231009, 765.80, 784.35, 756.00, 759.85, 82231, 39042
APOLLO,20231009, 68.50, 70.35, 64.50, 65.45, 8745187, 3287499
APOLLOHOSP,20231009, 5000.00, 5066.00, 4987.05, 5047.30, 176296, 83858
APOLLOPIPE,20231009, 684.10, 688.60, 678.00, 681.95, 52963, 35522
APOLLOTYRE,20231009, 372.80, 375.80, 368.10, 371.10, 2405714, 866913
APOLSINHOT,20231009, 1583.40, 1591.00, 1510.00, 1585.00, 1131, -
APTECHT,20231009, 283.70, 283.70, 271.95, 275.05, 152926, 69331
APTUS,20231009, 292.35, 295.05, 290.05, 291.60, 501724, 359864
ARABIAN,20231009, 77.40, 78.80, 74.25, 76.25, 1222000, 1212000
ARCHIDPLY,20231009, 75.20, 76.50, 70.40, 70.80, 194050, 118715
ARCHIES,20231009, 24.15, 26.35, 24.15, 25.90, 87064, 53227
ARENTERP,20231009, 39.00, 41.65, 38.60, 39.85, 6389, -
ARHAM,20231009, 107.00, 121.40, 101.00, 120.85, 246000, 141000
ARIES,20231009, 179.75, 179.80, 175.00, 176.80, 50862, 27941
ARIHANTACA,20231009, 123.00, 125.00, 123.00, 123.00, 8000, 6400
ARIHANTCAP,20231009, 72.20, 78.00, 72.20, 76.30, 1600028, 726653
ARIHANTSUP,20231009, 186.00, 186.10, 180.10, 183.45, 108398, 30055
ARISTO,20231009, 75.00, 77.90, 72.35, 77.45, 14400, 11200
ARMANFIN,20231009, 2262.35, 2400.00, 2231.95, 2295.70, 32315, 10039
AROGRANITE,20231009, 62.35, 63.70, 60.10, 61.40, 340385, 140225
ARROWGREEN,20231009, 414.00, 444.80, 385.10, 415.40, 246639, 112458
ARSHIYA,20231009, 4.15, 4.40, 4.00, 4.40, 2100083, -
ARSSINFRA,20231009, 18.75, 19.70, 18.75, 19.50, 4363, -
ARTEMISMED,20231009, 153.45, 154.65, 145.65, 148.05, 185547, 95661
ARTNIRMAN,20231009, 50.90, 50.90, 49.00, 49.00, 1880, -
ARVEE,20231009, 105.25, 123.90, 105.25, 123.90, 19935, 6464
ARVIND,20231009, 182.00, 183.50, 172.50, 174.05, 1243168, 559691
ARVINDFASN,20231009, 330.00, 331.00, 322.50, 327.20, 134125, 62663
ARVSMART,20231009, 343.85, 343.85, 337.05, 338.20, 47352, 25989
ASAHIINDIA,20231009, 608.00, 610.95, 591.55, 599.20, 104751, 43326
ASAHISONG,20231009, 248.30, 248.30, 241.00, 241.55, 7409, 4233
ASAL,20231009, 413.05, 415.20, 394.65, 397.55, 49774, 24171
ASALCBR,20231009, 475.00, 478.60, 461.10, 464.45, 104625, 53999
ASHAPURMIN,20231009, 286.55, 306.00, 285.00, 295.10, 169856, -
ASHIANA,20231009, 198.00, 202.85, 198.00, 201.50, 69451, 35284
ASHIMASYN,20231009, 16.45, 17.15, 15.50, 16.50, 782683, 476038
ASHOKA,20231009, 124.35, 125.90, 120.55, 125.10, 3007620, 1187261
ASHOKAMET,20231009, 18.05, 19.35, 18.05, 18.70, 28842, -
ASHOKLEY,20231009, 170.00, 173.10, 168.00, 171.70, 15617295, 10122745
ASIANENE,20231009, 183.00, 196.65, 180.50, 184.35, 155323, 83010
ASIANHOTNR,20231009, 144.00, 144.15, 129.00, 129.70, 9860, 7147
ASIANPAINT,20231009, 3140.05, 3163.00, 3132.70, 3152.80, 700012, 394034
ASIANTILES,20231009, 66.00, 66.00, 63.00, 63.10, 1687747, 839742
ASLIND,20231009, 26.25, 26.25, 26.25, 26.25, 4000, 4000
ASMS,20231009, 12.00, 12.00, 12.00, 12.00, 44860, -
ASPINWALL,20231009, 241.55, 251.70, 241.55, 246.60, 3438, 1768
ASTEC,20231009, 1359.95, 1360.00, 1303.20, 1314.00, 9557, 3931
ASTERDM,20231009, 323.75, 325.05, 317.10, 321.20, 196539, 99865
ASTRAL,20231009, 1879.95, 1882.35, 1852.30, 1861.50, 345097, 110746
ASTRAMICRO,20231009, 442.95, 457.95, 425.40, 440.10, 829150, 242138
ASTRAZEN,20231009, 4660.00, 4710.00, 4610.65, 4666.05, 10676, 6264
ASTRON,20231009, 32.05, 32.10, 31.60, 31.70, 22858, -
ATALREAL,20231009, 78.05, 78.05, 74.50, 75.00, 41065, -
ATAM,20231009, 180.55, 180.90, 174.10, 178.05, 15508, 10700
ATFL,20231009, 829.00, 842.95, 810.20, 835.25, 7123, 3294
ATGL,20231009, 600.00, 600.05, 587.75, 590.30, 572730, 310938
ATL,20231009, 38.25, 39.50, 36.75, 36.90, 2461660, 1197428
ATLANTA,20231009, 13.40, 14.50, 13.40, 14.05, 66651, -
ATUL,20231009, 7002.00, 7009.30, 6850.00, 6884.35, 20449, 8198
ATULAUTO,20231009, 590.00, 604.00, 582.00, 584.65, 103612, 54637
AUBANK,20231009, 708.00, 717.45, 703.05, 711.00, 927404, 231469
AURDIS,20231009, 229.00, 232.00, 223.65, 225.00, 16000, 11000
AURIONPRO,20231009, 1377.00, 1440.00, 1335.00, 1370.25, 23057, -
AUROIMPEX,20231009, 63.50, 64.45, 63.40, 64.45, 9600, 6400
AUROPHARMA,20231009, 893.00, 915.70, 887.85, 911.15, 2758288, 1173547
AURUM,20231009, 129.35, 129.35, 123.80, 126.15, 77354, 43172
AUSOMENT,20231009, 75.80, 77.50, 73.50, 74.45, 18116, 3037
AUTOAXLES,20231009, 2205.00, 2232.15, 2182.40, 2223.35, 12035, 6458
AUTOBEES,20231009, 162.83, 162.83, 160.34, 160.89, 54025, 32073
AUTOIND,20231009, 110.30, 110.30, 110.20, 110.20, 7033, -
AVADHSUGAR,20231009, 660.90, 667.80, 652.10, 655.70, 83036, 19552
AVALON,20231009, 562.00, 563.00, 550.95, 553.25, 169996, 73796
AVANTIFEED,20231009, 439.95, 440.95, 430.10, 433.80, 128256, 66199
AVG,20231009, 278.80, 287.70, 274.55, 285.10, 47674, 31148
AVONMORE,20231009, 71.35, 71.85, 69.50, 69.90, 17227, -
AVROIND,20231009, 113.80, 113.80, 107.45, 108.90, 31668, 9133
AVSL,20231009, 124.45, 124.45, 124.45, 124.45, 1000, 1000
AVTNPL,20231009, 80.80, 80.80, 79.00, 79.35, 203455, 130277
AWHCL,20231009, 378.50, 385.65, 369.30, 371.80, 317911, 133629
AWL,20231009, 342.10, 343.40, 335.80, 337.05, 1429316, 674715
AXISBANK,20231009, 994.80, 999.70, 988.25, 996.25, 6823214, 4682843
AXISCADES,20231009, 548.85, 576.15, 527.00, 576.15, 118585, 82872
AXISGOLD,20231009, 48.48, 49.65, 48.00, 49.33, 155512, 114891
AXISILVER,20231009, 71.36, 71.89, 70.95, 71.45, 59623, 54229
AXITA,20231009, 26.40, 26.50, 25.80, 26.30, 175445, -
AXSENSEX,20231009, 64.88, 67.20, 64.88, 67.17, 1013, 613
AYMSYNTEX,20231009, 68.45, 69.10, 66.00, 66.80, 34390, 5523
BAFNAPH,20231009, 92.00, 92.00, 87.80, 90.00, 2699, -
BAGFILMS,20231009, 5.45, 5.55, 5.15, 5.25, 231217, -
BAHETI,20231009, 175.00, 187.00, 172.00, 186.00, 90000, 78000
BAIDFIN,20231009, 26.00, 27.15, 25.90, 26.30, 1603860, 235980
BAJAJ-AUTO,20231009, 4957.05, 5068.70, 4957.05, 5007.30, 244083, 113656
BAJAJCON,20231009, 226.80, 229.35, 219.85, 220.90, 377249, 197989
BAJAJELEC,20231009, 1065.95, 1066.00, 1046.55, 1058.75, 20985, 9422
BAJAJFINSV,20231009, 1617.15, 1628.00, 1606.60, 1621.55, 1712235, 707355
BAJAJHCARE,20231009, 469.00, 469.00, 452.85, 462.25, 205685, 99077
BAJAJHIND,20231009, 25.55, 25.85, 24.75, 24.90, 19705981, 6412765
BAJAJHLDNG,20231009, 6840.00, 6879.70, 6800.00, 6825.40, 15307, 5687
BAJFINANCE,20231009, 8102.05, 8135.00, 8018.00, 8027.70, 747800, 313837
BALAJITELE,20231009, 70.00, 70.65, 67.15, 67.80, 545956, 245216
BALAMINES,20231009, 2195.05, 2206.00, 2166.90, 2193.05, 42461, 20328
BALAXI,20231009, 420.00, 450.00, 412.00, 447.75, 4150, 2653
BALKRISHNA,20231009, 27.95, 28.45, 27.50, 28.20, 36056, 11373
BALKRISIND,20231009, 2511.00, 2553.25, 2511.00, 2543.25, 167254, 38952
BALMLAWRIE,20231009, 144.05, 146.05, 140.05, 142.45, 642492, 342413
BALPHARMA,20231009, 92.80, 93.85, 90.90, 92.10, 15373, 7719
BALRAMCHIN,20231009, 430.85, 437.40, 423.00, 425.75, 1758549, 347713
BANARBEADS,20231009, 91.00, 91.90, 90.75, 91.05, 18739, 12074
BANARISUG,20231009, 2574.10, 2608.85, 2540.00, 2549.65, 1603, 956
BANCOINDIA,20231009, 474.00, 494.40, 474.00, 478.00, 112987, 66473
BANDHANBNK,20231009, 248.70, 251.30, 245.70, 246.45, 6591251, 2393063
BANG,20231009, 49.30, 50.70, 49.00, 49.15, 25323, 8813
BANKA,20231009, 72.00, 72.05, 69.50, 69.90, 18129, 12479
BANKBARODA,20231009, 212.40, 215.30, 210.30, 211.75, 12102991, 4744832
BANKBEES,20231009, 452.54, 452.54, 446.05, 448.48, 1282708, 1128743
BANKETF,20231009, 439.51, 441.11, 438.45, 439.59, 1369, 897
BANKINDIA,20231009, 107.00, 107.25, 103.50, 104.30, 11296760, 3983998
BANSWRAS,20231009, 153.00, 153.75, 150.35, 151.45, 51210, 32913
BARBEQUE,20231009, 742.55, 756.00, 727.25, 753.20, 101355, 57141
BASF,20231009, 2522.95, 2526.80, 2484.00, 2520.05, 7712, 3815
BASILIC,20231009, 283.00, 283.00, 270.00, 275.80, 74400, 45600
BASML,20231009, 48.00, 48.00, 46.05, 46.50, 63363, 39769
BATAINDIA,20231009, 1600.00, 1625.00, 1597.10, 1620.35, 82661, 32881
BAYERCROP,20231009, 5252.65, 5424.00, 5225.55, 5390.95, 19417, 8764
BBL,20231009, 3842.90, 3868.05, 3678.65, 3700.40, 14217, 6716
BBOX,20231009, 210.65, 211.65, 203.50, 208.70, 266729, 80259
BBTC,20231009, 1226.00, 1264.70, 1220.00, 1243.65, 72212, 36131
BBTCL,20231009, 274.00, 284.00, 246.90, 267.30, 213715, 58968
BCG,20231009, 16.95, 17.35, 16.95, 16.95, 16767162, 7894670
BCLIND,20231009, 536.00, 551.00, 522.50, 537.25, 269799, 113761
BCONCEPTS,20231009, 469.00, 469.00, 463.55, 463.55, 1614, -
BDL,20231009, 995.90, 1024.90, 976.90, 1003.65, 826251, 172519
BEARDSELL,20231009, 40.60, 40.60, 38.00, 40.50, 218808, -
BECTORFOOD,20231009, 1036.10, 1076.00, 1000.05, 1050.45, 127414, 51889
BEDMUTHA,20231009, 149.40, 152.65, 139.05, 152.60, 143347, -
BEL,20231009, 136.20, 137.60, 135.05, 135.75, 10489249, 6273251
BEML,20231009, 2365.00, 2386.00, 2281.00, 2292.85, 317290, 84827
BEPL,20231009, 90.10, 92.50, 89.05, 90.40, 659425, 313218
BERGEPAINT,20231009, 555.00, 565.25, 553.00, 562.80, 798497, 326024
BETA,20231009, 1010.00, 1010.00, 1010.00, 1010.00, 1000, 1000
BEWLTD,20231009, 1570.00, 1595.00, 1570.00, 1591.00, 2000, 1250
BFINVEST,20231009, 508.50, 510.80, 492.00, 494.70, 29695, 14413
BFSI,20231009, 20.24, 20.24, 19.90, 19.92, 78668, 65309
BFUTILITIE,20231009, 625.00, 626.00, 600.55, 603.00, 92187, 53231
BGLOBAL,20231009, 2.45, 2.45, 2.30, 2.45, 8270, -
BGRENERGY,20231009, 70.10, 71.10, 68.55, 69.15, 436342, 183824
BHAGCHEM,20231009, 1572.90, 1597.00, 1504.05, 1571.70, 116614, 55340
BHAGERIA,20231009, 157.80, 159.15, 152.00, 154.30, 22219, 12635
BHAGYANGR,20231009, 68.50, 68.50, 65.30, 65.85, 39523, -
BHANDA-RE,20231009, 1.80, 1.80, 1.10, 1.30, 621412, -
BHANDARI,20231009, 6.20, 6.20, 5.90, 5.90, 244552, -
BHARATFORG,20231009, 1089.95, 1089.95, 1073.65, 1084.35, 493176, 120945
BHARATGEAR,20231009, 120.00, 120.80, 117.50, 118.30, 36501, 24640
BHARATRAS,20231009, 9299.85, 9299.85, 9050.60, 9100.60, 779, 423
BHARATWIRE,20231009, 260.00, 262.00, 256.05, 260.90, 279389, 129160
BHARTIARTL,20231009, 918.00, 928.05, 916.55, 924.55, 2248103, 1602496
BHEL,20231009, 127.05, 127.90, 124.35, 126.45, 17709670, 4023218
BIGBLOC,20231009, 180.05, 180.05, 171.10, 172.95, 271863, 113951
BIKAJI,20231009, 465.00, 476.95, 461.30, 470.60, 309986, 182507
BIL,20231009, 222.50, 228.85, 220.00, 221.45, 3069, -
BINANIIND,20231009, 14.90, 14.90, 14.80, 14.80, 3617, -
BIOCON,20231009, 261.20, 263.85, 259.65, 260.45, 1225855, 380735
BIOFILCHEM,20231009, 52.00, 53.30, 50.00, 50.35, 88365, 53377
BIRET,20231009, 239.00, 240.01, 238.00, 238.95, 81137, 69422
BIRLACABLE,20231009, 311.00, 319.10, 309.00, 311.70, 139590, 77716
BIRLACORPN,20231009, 1269.90, 1269.90, 1236.00, 1252.95, 77638, 41668
BIRLAMONEY,20231009, 83.45, 84.40, 78.70, 79.90, 644600, 323186
BIRLATYRE,20231009, 5.30, 5.30, 5.30, 5.30, 140933, -
BKMINDST,20231009, 0.75, 0.75, 0.70, 0.75, 33069, -
BLAL,20231009, 156.30, 159.00, 154.90, 155.75, 85314, 57990
BLBLIMITED,20231009, 22.90, 22.90, 21.80, 21.85, 121976, 66100
BLISSGVS,20231009, 88.35, 91.80, 85.90, 88.65, 407941, 187757
BLKASHYAP,20231009, 67.50, 68.90, 64.75, 66.55, 1033502, 505929
BLS,20231009, 239.80, 241.80, 236.30, 241.00, 2148049, 665169
BLUECHIP,20231009, 1.25, 1.25, 1.25, 1.25, 52103, -
BLUECOAST,20231009, 5.90, 5.90, 5.40, 5.70, 2244, 1994
BLUEDART,20231009, 6670.00, 6722.35, 6610.00, 6668.80, 28025, 23453
BLUESTARCO,20231009, 871.00, 897.15, 860.05, 868.30, 210654, 70623
BMETRICS,20231009, 123.90, 124.00, 111.75, 115.50, 47600, 32400
BODALCHEM,20231009, 80.70, 80.80, 77.10, 77.55, 623969, 349377
BOHRAIND,20231009, 49.65, 49.70, 49.65, 49.70, 195, -
BOMDYEING,20231009, 142.55, 144.70, 140.00, 141.10, 1670409, 672016
BOROLTD,20231009, 403.10, 413.00, 397.00, 399.40, 93718, 45289
BORORENEW,20231009, 429.05, 429.05, 418.05, 419.60, 245481, 118574
BOSCHLTD,20231009, 19200.00, 19300.00, 19051.30, 19256.65, 20739, 10266
BPCL,20231009, 341.00, 341.65, 336.15, 340.00, 4370040, 2483727
BPL,20231009, 82.00, 82.00, 74.35, 75.65, 373480, 190533
BRIGADE,20231009, 592.90, 612.45, 584.00, 599.80, 270582, 77566
BRIGHT,20231009, 5.40, 5.45, 4.80, 5.10, 189000, 135000
BRITANNIA,20231009, 4511.00, 4535.00, 4493.50, 4522.50, 255764, 179333
BRNL,20231009, 39.25, 40.15, 38.20, 38.45, 94762, 50423
BROOKS,20231009, 88.10, 94.85, 88.10, 94.50, 54397, -
BSE,20231009, 1364.00, 1440.00, 1360.05, 1383.95, 2514250, 760953
BSHSL,20231009, 237.60, 245.00, 234.80, 240.65, 15279, 10002
BSL,20231009, 191.65, 191.65, 183.00, 183.70, 17890, 8123
BSOFT,20231009, 507.00, 524.70, 506.10, 515.75, 3470714, 890289
BTML,20231009, 143.95, 154.95, 135.15, 150.55, 104843, 88640
BURNPUR,20231009, 4.90, 4.95, 4.70, 4.80, 257585, 130502
BUTTERFLY,20231009, 1229.90, 1229.90, 1189.10, 1194.10, 10867, 3994
BVCL,20231009, 38.90, 38.90, 37.40, 38.40, 5419, -
BYKE,20231009, 49.00, 53.00, 47.40, 50.40, 2005679, 846290
CADSYS,20231009, 241.35, 241.35, 231.50, 241.35, 92000, 76000
CALSOFT,20231009, 14.00, 14.40, 13.90, 13.95, 10242, 7704
CAMLINFINE,20231009, 161.00, 163.80, 159.60, 160.60, 408699, 197817
CAMPUS,20231009, 286.30, 286.55, 282.00, 282.85, 903621, 506262
CAMS,20231009, 2451.00, 2460.00, 2407.10, 2412.15, 76265, 45463
CANBK,20231009, 370.00, 371.65, 363.10, 365.35, 6243682, 1966744
CANFINHOME,20231009, 766.55, 766.70, 746.05, 750.40, 405469, 153004
CANTABIL,20231009, 1173.90, 1184.95, 1161.00, 1174.20, 19618, 7244
CAPACITE,20231009, 207.50, 215.90, 205.20, 212.95, 857569, 297612
CAPLIPOINT,20231009, 1065.00, 1076.40, 1044.15, 1053.00, 84335, 40397
CAPTRUST,20231009, 98.60, 98.60, 94.05, 95.85, 11111, 8375
CARBORUNIV,20231009, 1165.00, 1165.00, 1112.35, 1135.05, 189731, 101960
CAREERP,20231009, 189.55, 189.55, 182.00, 183.45, 25652, -
CARERATING,20231009, 843.20, 952.70, 841.10, 942.00, 1121399, 228799
CARTRADE,20231009, 601.60, 618.75, 595.10, 611.50, 158074, 82835
CARYSIL,20231009, 625.05, 654.85, 625.05, 650.90, 111910, 64176
CASTROLIND,20231009, 137.00, 137.40, 134.00, 134.95, 1144508, 718933
CCHHL,20231009, 9.45, 9.80, 8.95, 9.00, 182283, -
CCL,20231009, 646.75, 659.00, 636.50, 648.80, 166312, 71250
CDSL,20231009, 1320.20, 1327.70, 1305.00, 1308.55, 1124044, 476562
CEATLTD,20231009, 2080.15, 2097.55, 2056.35, 2071.85, 61633, 25020
CELEBRITY,20231009, 19.25, 19.25, 17.75, 17.95, 535435, 215447
