TICKER, DATE, OPEN, HIGH, LOW, CLOSE, VOLUME,OI
ADANIPORTS-III,20231006,848,849.55,847,847,7,16000
ALKEM-I,20231006,3490,3545,3485,3539,902,834200
ALKEM-II,20231006,3512.1,3561.1,3511.75,3559.6,30,12000
ALKEM-III,20231006,0,0,0,3552.2,0,200
AMBUJACEM-I,20231006,434.25,438.95,433.7,437.6,2782,63075600
AMBUJACEM-II,20231006,438.65,441.5,437.35,440.3,51,946800
AMBUJACEM-III,20231006,0,0,0,441,0,12600
APOLLOHOSP-I,20231006,5069.15,5108.45,5050,5075.3,2028,2333125
APOLLOHOSP-II,20231006,5118.75,5141.7,5090,5106.4,49,13875
APOLLOHOSP-III,20231006,0,0,0,5147.85,0,375
APOLLOTYRE-I,20231006,375.05,384,374.7,382,4614,10652200
APOLLOTYRE-II,20231006,376.35,384.4,376.35,383,248,290700
APOLLOTYRE-III,20231006,378,384.5,378,383.4,20,18700
ASHOKLEY-I,20231006,173.45,173.8,171.6,172.75,1876,78850000
ASHOKLEY-II,20231006,174.6,175,172.9,174,207,1925000
ASHOKLEY-III,20231006,175.8,175.8,174.5,175.25,10,210000
ASIANPAINT-I,20231006,3215.2,3228,3205.25,3208.35,5303,5872000
ASIANPAINT-II,20231006,3236.65,3244,3222.3,3224.65,147,96400
ASIANPAINT-III,20231006,3258.85,3258.85,3249,3249,5,6800
ASTRAL-I,20231006,1866,1893.9,1860.9,1891,1512,3211984
ASTRAL-II,20231006,1876.9,1899.1,1869.3,1896.75,49,25323
ASTRAL-III,20231006,1901,1901,1901,1901,1,3670
ATUL-I,20231006,6987.75,6987.75,6878.6,6965.95,676,413625
ATUL-II,20231006,6935,6935,6865.1,6921.4,121,10800
ATUL-III,20231006,6890.7,6890.7,6850,6850,2,450
AUBANK-I,20231006,716.25,719.4,714,715.05,1836,14216000
AUBANK-II,20231006,711.05,714.9,709.4,711.05,77,417000
AUBANK-III,20231006,707.7,709.5,707.7,709,3,40000
AUROPHARMA-I,20231006,883.6,906.6,882,904.9,3959,15122800
AUROPHARMA-II,20231006,889.4,911,887.3,910.2,172,193600
AUROPHARMA-III,20231006,898,914,898,914,25,44000
AXISBANK-I,20231006,1008,1012.7,1003.55,1006,14314,51131875
AXISBANK-II,20231006,1015.75,1019.4,1011,1012.75,655,776250
AXISBANK-III,20231006,1021,1025.5,1018.4,1019.7,39,51250
BAJAJ-AUTO-I,20231006,5120,5120,5030,5040.65,2145,2195000
BAJAJ-AUTO-II,20231006,5070.05,5084.75,5059.6,5062.85,40,40500
BAJAJ-AUTO-III,20231006,5088.8,5088.8,5088.75,5088.75,4,1250
BAJAJFINSV-I,20231006,1554.2,1642.9,1554.2,1638.35,19069,11116000
BAJAJFINSV-II,20231006,1572,1653.85,1572,1649.55,757,241500
BAJAJFINSV-III,20231006,1611,1663,1607,1661.8,59,23500
BAJFINANCE-I,20231006,7910,8197,7890.05,8177.85,28356,4199125
BAJFINANCE-II,20231006,7960.3,8244.4,7960.3,8227.15,1730,154375
BAJFINANCE-III,20231006,8030,8290.45,8015,8272.25,125,8750
BALKRISIND-I,20231006,2582.75,2583,2551,2562.55,1376,1914900
BALKRISIND-II,20231006,2565,2569,2560,2563.6,18,13200
BALKRISIND-III,20231006,2577.45,2577.45,2577.45,2577.45,1,300
BALRAMCHIN-I,20231006,429.05,434.8,425.9,432.35,1324,10544000
BALRAMCHIN-II,20231006,432.3,437.95,430,434.65,108,254400
BALRAMCHIN-III,20231006,0,0,0,451.95,0,0
BANDHANBNK-I,20231006,250.3,256.3,248.5,253.9,6484,64792500
BANDHANBNK-II,20231006,252.6,257.95,250.7,255.75,199,1222500
BANDHANBNK-III,20231006,256.6,258.25,255.75,258.25,12,85000
BANKBARODA-I,20231006,214,216.6,212.75,215.75,6084,112109400
BANKBARODA-II,20231006,215.55,218.05,214.5,217.2,237,3246750
BANKBARODA-III,20231006,216.8,219.5,216.6,218.9,32,210600
BATAINDIA-I,20231006,1624.5,1629,1612.9,1622.75,757,1307625
BATAINDIA-II,20231006,1620,1625,1612,1622.1,37,44250
BATAINDIA-III,20231006,0,0,0,1630.95,0,1125
BEL-I,20231006,140.5,141,139.35,139.75,1167,62836800
BEL-II,20231006,141.95,142,140.4,140.75,64,2200200
BEL-III,20231006,0,0,0,141.5,0,57000
BERGEPAINT-I,20231006,563.35,568.05,562,566.1,1363,11249040
BERGEPAINT-II,20231006,559.9,564.5,558.9,562.2,668,1236840
BERGEPAINT-III,20231006,558.95,562.75,558.95,559.55,8,81840
BHARATFORG-I,20231006,1084.1,1098.45,1079.4,1097.1,3522,9154000
BHARATFORG-II,20231006,1091.9,1103.2,1091.5,1102.7,133,112000
BHARATFORG-III,20231006,1105,1106.05,1105,1106,5,36000
BHARTIARTL-I,20231006,928,929.65,924.45,926,2777,35429300
BHARTIARTL-II,20231006,934.15,934.25,929.65,930.7,405,913900
BHARTIARTL-III,20231006,935.3,935.3,935.3,935.3,1,7600
BHEL-I,20231006,129,130.4,127.7,129.45,2643,105168000
BHEL-II,20231006,130,131,128.8,130.45,97,3045000
BHEL-III,20231006,130.35,132,130.25,131.85,10,262500
BIOCON-I,20231006,264.35,266.2,263.1,265.95,1004,27225000
BIOCON-II,20231006,266.8,268.1,266.7,267.95,40,1017500
BIOCON-III,20231006,269.65,270.15,268.95,270.15,5,47500
BOSCHLTD-I,20231006,18935.5,19328.95,18899,19286.45,695,115350
BOSCHLTD-II,20231006,19120,19400,19039.55,19382.85,24,1750
BOSCHLTD-III,20231006,0,0,0,19668.25,0,0
BPCL-I,20231006,346.7,350.45,345.1,348.05,2640,27306000
BPCL-II,20231006,350,352.15,347.4,350.1,122,705600
BPCL-III,20231006,349.35,352,349.35,352,10,48600
BRITANNIA-I,20231006,4532.65,4564.5,4532.65,4543.9,1231,1862800
BRITANNIA-II,20231006,4573.55,4590,4566.65,4573.05,56,30800
BRITANNIA-III,20231006,4604,4610,4600,4610,20,4000
BSOFT-I,20231006,515.75,521.65,511.1,515.25,2569,7870000
BSOFT-II,20231006,518,523,512.95,517.15,144,246000
BSOFT-III,20231006,517,521.85,517,521.85,4,14000
CANBK-I,20231006,373.45,382.75,371.9,376.75,7430,48254400
CANBK-II,20231006,375.7,384.8,375.25,379.45,226,988200
CANBK-III,20231006,382,386.55,380.35,381.8,11,89100
CANFINHOME-I,20231006,764.65,781.05,763.4,777.3,1836,4012125
CANFINHOME-II,20231006,769.55,785.15,769.55,781.7,59,59475
CANFINHOME-III,20231006,781.5,781.5,781.5,781.5,1,12675
CHAMBLFERT-I,20231006,273.8,276.25,272.65,275.6,502,11586200
CHAMBLFERT-II,20231006,275.5,277.5,275.2,277.25,52,537700
CHAMBLFERT-III,20231006,0,0,0,277,0,17100
CHOLAFIN-I,20231006,1214.7,1228.8,1202.4,1224.35,2653,13885000
CHOLAFIN-II,20231006,1214.1,1234.75,1211.9,1231.25,117,293750
CHOLAFIN-III,20231006,1235.2,1236.6,1227.9,1236.6,9,28750
CIPLA-I,20231006,1171,1183.7,1166.25,1168.55,1890,9723350
CIPLA-II,20231006,1185,1190,1173.9,1175.95,58,102050
CIPLA-III,20231006,0,0,0,1180.3,0,2600
COALINDIA-I,20231006,290.8,291.55,288,288.5,2461,74382000
COALINDIA-II,20231006,290.25,291.4,288.2,288.6,64,1701000
COALINDIA-III,20231006,291.2,291.5,290,290,14,184800
COFORGE-I,20231006,5229.8,5255.2,5185.65,5209.55,2279,1319700
COFORGE-II,20231006,5212,5251.45,5206,5212.7,49,21450
COFORGE-III,20231006,5242.1,5242.1,5242.1,5242.1,1,300
COLPAL-I,20231006,1995.75,2000,1974.05,1978.55,1551,3151050
COLPAL-II,20231006,1981.45,1988,1970,1970.15,27,21350
COLPAL-III,20231006,0,0,0,1986.75,0,350
CONCOR-I,20231006,712.8,719.65,710.2,717.75,808,5908000
CONCOR-II,20231006,715.15,722.65,714,720.8,16,78000
CONCOR-III,20231006,0,0,0,721.8,0,1000
COROMANDEL-I,20231006,1170,1179.9,1158.2,1176.8,914,1382500
COROMANDEL-II,20231006,1174.3,1185.4,1166.7,1183.55,44,63000
COROMANDEL-III,20231006,1180.35,1187.5,1178.75,1187.5,7,9100
CROMPTON-I,20231006,301.65,303.25,299.85,302.55,985,12214800
CROMPTON-II,20231006,303.6,305.1,301.85,304.35,69,273600
CROMPTON-III,20231006,304.55,304.55,304,304,4,30600
CUB-I,20231006,126.2,130.5,125.6,129.6,2922,43830000
CUB-II,20231006,127.2,131.3,126.75,130.35,140,1585000
CUB-III,20231006,128.1,132.3,127.8,131.25,23,145000
CUMMINSIND-I,20231006,1696.55,1716,1693.1,1710.45,1220,4963200
CUMMINSIND-II,20231006,1696.8,1720,1696.8,1714.7,71,69600
CUMMINSIND-III,20231006,1720,1720,1720,1720,2,1200
DABUR-I,20231006,552.5,554.5,546.95,548.7,2195,16288750
DABUR-II,20231006,555.05,555.05,549,550.55,110,208750
DABUR-III,20231006,554,554,554,554,1,10000
DALBHARAT-I,20231006,2275.95,2279.95,2214.1,2232.8,3266,1821500
DALBHARAT-II,20231006,2270.05,2278,2225.35,2244.3,53,17000
DALBHARAT-III,20231006,0,0,0,2382.15,0,0
DEEPAKNTR-I,20231006,2105.25,2135,2103.6,2115.25,858,2176500
DEEPAKNTR-II,20231006,2132.8,2144.85,2116,2125.85,27,47400
DEEPAKNTR-III,20231006,2132.2,2138,2128,2138,5,1500
DELTACORP-I,20231006,138.45,138.75,137.6,138,104,12185600
DELTACORP-II,20231006,139,139.3,139,139.25,6,1696800
DELTACORP-III,20231006,139.45,139.65,139.45,139.65,2,140000
DIVISLAB-I,20231006,3702.25,3733.95,3692.6,3726.75,1726,2246600
DIVISLAB-II,20231006,3730.1,3754.7,3730.05,3746.75,58,64400
DIVISLAB-III,20231006,0,0,0,3705,0,2600
DIXON-I,20231006,5180.5,5181.95,5086.7,5155.3,3185,1316000
DIXON-II,20231006,5145,5199,5107.8,5179.9,114,36200
DIXON-III,20231006,5167.85,5202.3,5097.5,5202.3,8,2800
DLF-I,20231006,528,551.4,527.6,549.85,13391,33876150
DLF-II,20231006,533,555,533,553.2,458,613800
DLF-III,20231006,537.45,558.3,537.45,556.9,46,66000
DRREDDY-I,20231006,5449.5,5500.75,5435.65,5450.85,3168,2656250
DRREDDY-II,20231006,5493.4,5535,5475.7,5488.8,96,16500
DRREDDY-III,20231006,5550,5551.85,5536.8,5536.8,10,2500
EICHERMOT-I,20231006,3456.3,3474.7,3454,3464.8,3119,3141600
EICHERMOT-II,20231006,3476,3490.8,3476,3486.35,97,81025
EICHERMOT-III,20231006,3490.6,3511.45,3490.6,3503.35,5,5600
ESCORTS-I,20231006,3261.95,3283,3201,3209.65,3069,1937100
ESCORTS-II,20231006,3233.15,3289.85,3217,3224,62,38775
ESCORTS-III,20231006,3295,3295,3295,3295,1,1650
EXIDEIND-I,20231006,257.95,261.3,257.95,260.35,739,15346800
EXIDEIND-II,20231006,259.7,262.8,259.7,262,20,637200
EXIDEIND-III,20231006,263.6,263.6,263.5,263.5,2,28800
FEDERALBNK-I,20231006,146.2,147.4,144.4,146.8,5527,108665000
FEDERALBNK-II,20231006,147.05,148.4,145.5,147.9,283,2645000
FEDERALBNK-III,20231006,147.55,149.25,146.65,149,28,355000
GAIL-I,20231006,123.8,125.3,122.9,124.75,2913,143801400
GAIL-II,20231006,124.85,126.1,123.75,125.6,107,3660000
GAIL-III,20231006,125.55,126.7,125.45,126.6,14,283650
GLENMARK-I,20231006,791.55,802.95,789.5,797.7,1508,8017050
GLENMARK-II,20231006,803.2,807.05,794.2,802.7,77,211700
GLENMARK-III,20231006,807.5,807.5,807.5,807.5,1,18850
GMRINFRA-I,20231006,59.7,62.1,59.55,61.9,2148,133155000
GMRINFRA-II,20231006,60.1,62.55,60.1,62.35,125,3487500
GMRINFRA-III,20231006,61.1,62.55,61.1,62.55,11,427500
GNFC-I,20231006,615.75,621,612.15,619.85,838,8863400
GNFC-II,20231006,621.1,625.4,617.3,623.85,19,120900
GNFC-III,20231006,0,0,0,636.95,0,2600
GODREJCP-I,20231006,980.5,990.5,969,976.5,2465,9826000
GODREJCP-II,20231006,979,996.9,976.35,983.45,56,81000
GODREJCP-III,20231006,1000,1001.55,1000,1000,3,3000
GODREJPROP-I,20231006,1605.05,1694,1599,1683.45,6718,4013275
GODREJPROP-II,20231006,1620.9,1702.8,1620.3,1694.7,223,81700
GODREJPROP-III,20231006,1651.85,1703,1651.85,1700.05,4,1900
GRANULES-I,20231006,353.7,365.85,353.05,363.1,2306,10534000
GRANULES-II,20231006,357.3,368,357.3,365.65,128,270000
GRANULES-III,20231006,367.9,367.9,367.9,367.9,1,8000
GRASIM-I,20231006,1896.75,1913.15,1892.95,1910.15,1768,12138625
GRASIM-II,20231006,1914.2,1925,1909,1923.1,38,60800
GRASIM-III,20231006,0,0,0,1921,0,1900
GUJGASLTD-I,20231006,423.65,427.5,422.5,426.25,1322,11222500
GUJGASLTD-II,20231006,426,430.35,425.8,429.3,109,640000
GUJGASLTD-III,20231006,432.6,433.15,432.6,433.15,5,26250
HAL-I,20231006,1956.95,1967.3,1946.9,1959.7,2611,9050400
HAL-II,20231006,1964.3,1971.95,1955,1966.45,125,320400
HAL-III,20231006,1976.5,1982,1969,1970.4,13,22800
HAVELLS-I,20231006,1419.15,1424.65,1401.45,1405.7,1760,5792500
HAVELLS-II,20231006,1426.5,1428.85,1413,1414.7,44,57500
HAVELLS-III,20231006,1433,1433,1425,1425.25,5,4000
HCLTECH-I,20231006,1233.8,1246.9,1224.1,1227.35,7546,10615500
HCLTECH-II,20231006,1242.05,1255,1233,1235.8,218,175000
HCLTECH-III,20231006,1245.2,1257.95,1241.5,1241.75,20,25900
HDFCAMC-I,20231006,2679.75,2735.85,2648.25,2727.65,3536,4338900
HDFCAMC-II,20231006,2647.5,2715,2637.4,2707.35,241,127200
HDFCAMC-III,20231006,2646.35,2710.75,2646.35,2697.65,31,14400
HDFCBANK-I,20231006,1545.2,1548.95,1535.35,1537.6,24356,155540550
HDFCBANK-II,20231006,1556,1560,1547,1549.35,1702,4045800
HDFCBANK-III,20231006,1566.6,1570,1559.95,1561.35,109,191950
HDFCLIFE-I,20231006,625.45,639.1,625.45,633.85,3538,16047900
HDFCLIFE-II,20231006,631,643.05,631,638.25,74,149600
HDFCLIFE-III,20231006,636,645,636,645,7,9900
HEROMOTOCO-I,20231006,3036.65,3046.4,3023.05,3041.6,1605,3589500
HEROMOTOCO-II,20231006,3050.45,3056,3041.5,3053.5,71,103800
HEROMOTOCO-III,20231006,3063.9,3069,3060,3069,4,2100
HINDALCO-I,20231006,475,478.4,471.7,474.35,3059,22533000
HINDALCO-II,20231006,479.75,481.35,475.5,477.5,83,581000
HINDALCO-III,20231006,481,481.1,478.9,481.1,6,112000
HINDCOPPER-I,20231006,155,156.3,153.95,155.5,967,34312200
HINDCOPPER-II,20231006,155.6,157.35,155.25,156.45,68,752600
HINDCOPPER-III,20231006,158,158.25,156.5,157.7,10,95400
HINDPETRO-I,20231006,256.3,260.55,254.25,259.05,3339,49426200
HINDPETRO-II,20231006,258.8,262.2,256.5,261,61,596700
HINDPETRO-III,20231006,263,263,263,263,1,8100
HINDUNILVR-I,20231006,2520.05,2521.35,2505.15,2507.8,3968,7145100
HINDUNILVR-II,20231006,2523.85,2523.85,2507.9,2509.45,357,1987200
HINDUNILVR-III,20231006,2532.75,2534.95,2525.1,2525.55,16,13200
IBULHSGFIN-I,20231006,170.9,173.75,169.9,173.55,43,56365200
IBULHSGFIN-II,20231006,171,171,171,171,1,2815200
IBULHSGFIN-III,20231006,0,0,0,185.25,0,51000
ICICIBANK-I,20231006,947.3,949,941.25,947.15,14579,96519500
ICICIBANK-II,20231006,954,955.35,948.75,954,566,2004100
ICICIBANK-III,20231006,962,962.65,956.4,961.6,74,145600
ICICIGI-I,20231006,1302.85,1328.9,1302.85,1322.7,1226,2915000
ICICIGI-II,20231006,1330.05,1334.05,1324.4,1329.9,15,30000
ICICIGI-III,20231006,0,0,0,1328,0,1500
ICICIPRULI-I,20231006,555.35,563.35,552.1,562,1320,6759000
ICICIPRULI-II,20231006,559.1,566.65,557.3,565.8,35,73500
ICICIPRULI-III,20231006,0,0,0,576.35,0,0
IDEA-I,20231006,11.35,11.4,10.9,11,1950,1478000000
IDEA-II,20231006,11.5,11.5,11,11.1,187,52720000
IDEA-III,20231006,11.55,11.55,11.05,11.2,14,6240000
IDFC-I,20231006,124.55,125.65,123.75,124.95,1084,86510000
IDFC-II,20231006,125.2,126.5,124.8,125.9,25,3680000
IDFC-III,20231006,0,0,0,126,0,70000
IDFCFIRSTB-I,20231006,91.05,91.65,90.15,90.95,3892,279060000
IDFCFIRSTB-II,20231006,90.45,90.95,89.65,90.35,446,28710000
IDFCFIRSTB-III,20231006,89.8,90.4,89.35,90,127,4290000
IEX-I,20231006,135.35,135.35,132.65,134.05,1556,58732500
IEX-II,20231006,134.35,135.3,133.5,135,119,2430000
IEX-III,20231006,135.2,135.95,134.8,135.95,11,168750
IGL-I,20231006,457.95,464.55,457.95,462.45,1618,11459250
IGL-II,20231006,462.2,467,461.6,464.95,53,232375
IGL-III,20231006,0,0,0,464,0,5500
INDHOTEL-I,20231006,421.05,425.25,419.4,423.95,3103,19426000
INDHOTEL-II,20231006,422.75,427.5,422.7,426.85,251,630000
INDHOTEL-III,20231006,427.55,430,427.55,430,10,102000
INDIACEM-I,20231006,231.4,233.7,229,232.35,1226,19557600
INDIACEM-II,20231006,232.75,234.1,230.8,233.9,44,374100
INDIACEM-III,20231006,0,0,0,230.75,0,0
INDIAMART-I,20231006,2885.05,2917.6,2872,2880.6,753,584100
INDIAMART-II,20231006,2898.95,2916,2895,2905.75,10,15300
INDIAMART-III,20231006,0,0,0,2900,0,600
INDIGO-I,20231006,2525,2575,2508,2547.25,10948,4478100
INDIGO-II,20231006,2554.15,2580,2532.05,2561.85,215,65100
INDIGO-III,20231006,2575,2584,2568.5,2583.65,7,4500
INDUSINDBK-I,20231006,1402.15,1440.3,1402,1437.7,8049,24203500
INDUSINDBK-II,20231006,1416.35,1449,1416.35,1447.55,188,228500
INDUSINDBK-III,20231006,1432,1457.6,1432,1455.45,32,22500
INDUSTOWER-I,20231006,184.55,184.9,180.8,181.3,2810,85489600
INDUSTOWER-II,20231006,185.8,186.3,182.2,182.6,138,877200
INDUSTOWER-III,20231006,185.5,185.5,183.7,183.95,10,51000
INFY-I,20231006,1462,1475.8,1452.6,1469.2,18542,18545600
INFY-II,20231006,1463.55,1480.7,1459.9,1474.95,757,4468400
INFY-III,20231006,1475.7,1490.85,1469.5,1484.6,85,53600
IOC-I,20231006,89.95,90.4,89.7,90.1,993,117185250
IOC-II,20231006,90.65,91,90.4,90.75,117,4836000
IOC-III,20231006,91.25,91.7,91.15,91.55,11,185250
IPCALAB-I,20231006,933.65,938,927.25,935.5,530,1634100
IPCALAB-II,20231006,933.2,934.2,931.2,933.05,21,49400
IPCALAB-III,20231006,0,0,0,930,6,4550
IRCTC-I,20231006,723.85,724.9,717.1,723,2716,11733750
IRCTC-II,20231006,728.2,728.7,721.3,727.55,119,506625
IRCTC-III,20231006,731,731,726.25,726.25,7,38500
ITC-I,20231006,437.85,444.2,437.55,442.8,7791,62998400
ITC-II,20231006,440.75,447.25,440.75,445.85,374,1532800
ITC-III,20231006,447.9,450,447.65,448.8,43,59200
JINDALSTEL-I,20231006,686.95,700.75,684.6,686.9,5430,24668750
JINDALSTEL-II,20231006,692,705,690,691.6,111,141250
JINDALSTEL-III,20231006,700,704.75,694.05,696.15,5,10000
JKCEMENT-I,20231006,3146.9,3177.2,3134.5,3169.75,638,766500
JKCEMENT-II,20231006,3176.05,3178.85,3155.55,3178.85,5,5000
JKCEMENT-III,20231006,0,0,0,3202.05,0,0
JSWSTEEL-I,20231006,762,774.85,761.95,766.55,3043,18847350
JSWSTEEL-II,20231006,769.4,779.8,768,771.75,119,240300
JSWSTEEL-III,20231006,776,777.5,775,777,11,18900
JUBLFOOD-I,20231006,529.9,536.9,528.1,532.8,3946,21148750
JUBLFOOD-II,20231006,527,531.8,524.95,528.35,270,797500
JUBLFOOD-III,20231006,524.2,528,523.2,525.35,17,61250
KOTAKBANK-I,20231006,1779.8,1779.8,1737.4,1748.9,6606,34136400
KOTAKBANK-II,20231006,1753.1,1763.9,1753.1,1761.1,284,882800
KOTAKBANK-III,20231006,1766,1775.8,1766,1774.85,33,55200
L&TFH-I,20231006,132.05,139.1,131.55,138.2,5870,74515400
L&TFH-II,20231006,133.05,139.8,132.5,139.15,296,2097140
L&TFH-III,20231006,134.6,140.5,134.6,139.95,34,356960
LALPATHLAB-I,20231006,2451.15,2490.15,2446.95,2486.15,868,964800
LALPATHLAB-II,20231006,2462,2497.75,2462,2495.45,38,34500
LALPATHLAB-III,20231006,2492.9,2492.9,2492.9,2492.9,1,900
LAURUSLABS-I,20231006,395.65,402.7,394.65,397.1,2573,11753800
LAURUSLABS-II,20231006,394.55,400.3,394,395.95,326,1769700
LAURUSLABS-III,20231006,394.5,396.65,394.45,396.35,9,49300
LICHSGFIN-I,20231006,473.5,477,467.1,470.65,3821,23486000
LICHSGFIN-II,20231006,476.15,479.45,471.15,473.95,101,348000
LICHSGFIN-III,20231006,475.25,480,474.25,477.4,6,32000
LT-I,20231006,3107.9,3113.85,3078.2,3095.6,6313,9048000
LT-II,20231006,3124.3,3130,3098.5,3116.15,247,286200
LT-III,20231006,3125,3140,3121.4,3134.6,20,29100
LTIM-I,20231006,5262.4,5280,5224.95,5247.4,1707,1734750
LTIM-II,20231006,5270,5291.95,5243.7,5259.5,58,46800
LTIM-III,20231006,5300,5310,5285.95,5290,7,4200
LTTS-I,20231006,4641.85,4687,4623.6,4659.7,967,576200
LTTS-II,20231006,4609.45,4642,4593,4633.3,82,49600
LTTS-III,20231006,4601.35,4601.35,4601.35,4601.35,1,1600
LUPIN-I,20231006,1163.2,1169.35,1157.2,1161.05,1195,5318450
LUPIN-II,20231006,1168.5,1176.6,1164.65,1170.1,57,191250
LUPIN-III,20231006,1179.6,1179.6,1174.05,1174.05,8,5950
M&M-I,20231006,1549.5,1556.65,1543.3,1550.55,3506,14648200
M&M-II,20231006,1560.05,1566.95,1555,1561.5,94,238000
M&M-III,20231006,1573.6,1573.75,1565.5,1572.8,7,19600
M&MFIN-I,20231006,286.05,290.8,284.8,288.7,2686,39208000
M&MFIN-II,20231006,282.05,286.7,281.5,285.05,205,2416000
M&MFIN-III,20231006,283.5,284.65,281,284,18,356000
MANAPPURAM-I,20231006,142.3,143.7,139.2,143.05,179,70164000
MANAPPURAM-II,20231006,142.8,142.8,142.8,142.8,1,2658000
MANAPPURAM-III,20231006,0,0,0,143,0,66000
MARICO-I,20231006,545.2,546.75,539.1,539.85,1853,13173600
MARICO-II,20231006,546.9,548,541.15,541.55,53,200400
MARICO-III,20231006,546,546.2,545.4,545.4,3,8400
MARUTI-I,20231006,10300.6,10359.4,10279.65,10318,4696,2553200
MARUTI-II,20231006,10372.45,10425,10360,10387.25,160,45300
MARUTI-III,20231006,10500,10500,10424.4,10467.3,10,5400
MCDOWELL-N-I,20231006,1016,1029.5,1011.45,1027.35,2205,10184300
MCDOWELL-N-II,20231006,1022.9,1035,1018.25,1034.35,47,85400
MCDOWELL-N-III,20231006,1040,1040,1040,1040,1,5600
MCX-I,20231006,1962,2060.9,1955.85,2043.45,12435,2899200
MCX-II,20231006,1966.75,2067.15,1966.7,2057.25,426,163200
MCX-III,20231006,2015,2072,2010.8,2060,21,8000
METROPOLIS-I,20231006,1439.85,1479,1439.7,1475.3,1390,1564800
METROPOLIS-II,20231006,1451.6,1487.3,1450,1484.7,43,52400
METROPOLIS-III,20231006,0,0,0,1451.8,0,3200
MFSL-I,20231006,924.9,926,914.8,920.95,1691,8912800
MFSL-II,20231006,911,932.55,911,928,24,40800
MFSL-III,20231006,0,0,0,922.6,0,0
MGL-I,20231006,1130.25,1130.3,1107.05,1119.4,1123,2596000
MGL-II,20231006,1124.85,1124.85,1111.75,1122.9,39,60800
MGL-III,20231006,1126.1,1129.3,1118.35,1118.35,5,9600
MOTHERSON-I,20231006,93.25,93.5,92.45,93.2,676,80407500
MOTHERSON-II,20231006,93.95,94.15,93.35,93.85,28,2300400
MOTHERSON-III,20231006,94.5,94.5,94,94.2,3,113600
MPHASIS-I,20231006,2470.55,2496.3,2449.75,2481.45,2633,2437325
MPHASIS-II,20231006,2474.4,2494.7,2453,2479.2,114,43175
MPHASIS-III,20231006,0,0,0,2467.25,0,2200
MRF-I,20231006,107436.7,108474.85,107209,108038.7,992,41830
MRF-II,20231006,108100,108800,108000,108495.9,41,1210
MRF-III,20231006,0,0,0,108084.05,0,70
MUTHOOTFIN-I,20231006,1208.95,1214.05,1188.75,1206.5,3736,6910200
MUTHOOTFIN-II,20231006,1191.8,1200.4,1177.1,1193.75,127,98450
MUTHOOTFIN-III,20231006,1175,1185,1170.25,1185,17,13750
NATIONALUM-I,20231006,95.2,95.95,94.7,95.4,735,57540000
NATIONALUM-II,20231006,95.9,96.2,95.25,95.7,38,2640000
NATIONALUM-III,20231006,96.25,96.3,96.1,96.1,4,90000
