TICKER, DATE, OPEN, HIGH, LOW, CLOSE, VOLUME
Nifty100 Equal Weight,20231005,23000.9,23027,22893.15,22959.9,634694993
Nifty100 Liquid 15,20231005,5262.75,5269.95,5244.65,5261.0,79483207
NIFTYCPSE,20231005,3821.05,3837.35,3781.35,3808.55,173565586
Nifty50 Value 20,20231005,10345.65,10375.5,10303,10335.3,129074182
NIFTYMIDCAPLIQ15,20231005,9442.95,9474.85,9360.1,9374.05,62002571
Nifty Shariah 25,20231005,-,-,-,6736.29,81639827
INDIAVIX,20231005,11.655,11.655,10.8425,10.94,-
Nifty Growth Sectors 15,20231005,9858.7,9903.75,9839.4,9868.05,45482254
Nifty50 TR 1x Inverse,20231005,202.75,203.1,202.2,202.5,-
Nifty50 TR 2x Leverage,20231005,13886.95,13964.35,13839,13920.85,-
Nifty50 PR 1x Inverse,20231005,241.4,241.85,240.75,241.1,-
Nifty50 PR 2x Leverage,20231005,9773.6,9828.1,9739.85,9797.45,-
NIFTY100 Quality 30,20231005,4427.15,4432.35,4409.45,4423.5,80326477
Nifty 50 Futures Index,20231005,-,-,-,5786.87,-
NIFTY50 Equal Weight,20231005,23330.45,23342.45,23238.6,23317.85,234865323
Nifty 50 Futures TR Index,20231005,-,-,-,20899.94,-
Nifty Mahindra Group,20231005,-,-,-,21217.07,9112614
Nifty Aditya Birla Group,20231005,-,-,-,6053.77,175387411
Nifty Tata Group,20231005,-,-,-,14918.64,57569758
Nifty Tata Group 25% Cap,20231005,-,-,-,12297.27,50545733
NIFTYPVTBANK,20231005,22889.35,22964.05,22835.5,22854.25,97424746
NIFTYSMALLCAP250,20231005,12243.55,12291.7,12194.6,12238.55,1165379060
NIFTYSMALLCAP50,20231005,5906.3,5925.45,5870.05,5892.45,540187525
Nifty MidSmallcap 400,20231005,14063.9,14113.45,13997.4,14014.6,1843694093
NSEMIDCAP150,20231005,15053.6,15104.85,14965.35,14975.7,678315033
Nifty Midcap Select,20231005,9065.75,9102.7,9017,9037.55,70330744
NIFTY LargeMidcap 250,20231005,11808.45,11834.3,11765.45,11781.85,1313010026
NIFTY SME EMERGE,20231005,-,-,-,9319.82,-
Nifty Oil & Gas,20231005,7786.7,7809.55,7761.55,7769.75,58996588
Nifty Financial Services 25/50,20231005,20352.4,20367.9,20261.9,20304.15,108982774
Nifty Healthcare Index,20231005,9525.25,9549.75,9456.65,9467.9,13870210
Nifty500 Multicap 50:25:25,20231005,11772.7,11799.95,11733.35,11760.3,2478389086
Nifty Microcap 250,20231005,16184.15,16261.8,16143.85,16224.45,650436205
Nifty Total Market,20231005,9653.3,9672,9626.5,9650.55,3128825291
Nifty India Digital,20231005,6445.7,6496.8,6442.7,6488.8,358809675
Nifty Mobility,20231005,-,-,-,13255.61,224858427
Nifty India Defence,20231005,-,-,-,3290.48,30197476
Nifty Financial Services Ex-Bank,20231005,-,-,-,20269.05,71894862
Nifty Housing,20231005,-,-,-,8814.88,444535546
Nifty Transportation & Logistics,20231005,-,-,-,15225.37,186141019
Nifty MidSmall Financial Services,20231005,-,-,-,11380.07,217679780
Nifty MidSmall Healthcare,20231005,-,-,-,26523.31,13237205
Nifty MidSmall IT & Telecom,20231005,-,-,-,8165.45,186716391
Nifty MidSmall India Consumption,20231005,-,-,-,13135.11,29083312
Nifty REITs & InvITs,20231005,-,-,-,971.43,4429891
Nifty Core Housing,20231005,-,-,-,12320.4,33722987
Nifty Consumer Durables,20231005,29059.65,29244.6,29032.25,29118.8,4817983
Nifty Non-Cyclical Consumer,20231005,-,-,-,12153.51,198271759
NIFTY100 Alpha 30,20231005,-,-,-,12302.2,396540575
NIFTY500 Value 50,20231005,-,-,-,8963.14,532728179
Nifty100 Low Volatility 30,20231005,14941.05,14949.4,14859.15,14908.05,130092969
NIFTY Alpha Low-Volatility 30,20231005,19663.85,19669.4,19552.9,19628.9,107183831
NIFTY Quality Low-Volatility 30,20231005,-,-,-,13847.77,79729823
NIFTY Alpha Quality Low-Volatility 30,20231005,-,-,-,16150.37,67283760
NIFTY Alpha Quality Value Low-Volatility 30,20231005,-,-,-,14056.27,115424987
NIFTY200 Quality 30,20231005,16379.45,16398.5,16312.7,16367.0,55231214
NIFTY Midcap150 Quality 50,20231005,18826.2,18881,18778.15,18795.6,20044614
Nifty200 Momentum 30,20231005,22944.25,23010.45,22758.25,22828.8,241364284
Nifty India Manufacturing,20231005,9650.3,9666.5,9605.05,9627.55,149681115
Nifty100 ESG Sector Leaders,20231005,3185.05,3197.85,3181.5,3194.5,152107709
Nifty200 Alpha 30,20231005,-,-,-,17199.61,268707572
Nifty Midcap150 Momentum 50,20231005,-,-,-,41464.18,353635255
Nifty Smallcap250 Quality 50,20231005,-,-,-,19618.68,54184382
NIFTY100 ESG,20231005,3711.25,3722.35,3704.65,3713.95,425317380
NIFTY100 Enhanced ESG,20231005,-,-,-,3743.99,392229948
Nifty 50 Arbitrage,20231005,-,-,-,2219.81,-
Nifty 8-13 yr G-Sec,20231005,2468.22,2472.15,2468.22,2472.06,-
Nifty 4-8 yr G-Sec Index,20231005,2681.64,2684.11,2681.64,2684.09,-
Nifty 11-15 yr G-Sec Index,20231005,2701.86,2709,2701.86,2709.0,-
Nifty 15 yr and above G-Sec Index,20231005,2941.56,2949.54,2941.56,2947.54,-
Nifty Composite G-sec Index,20231005,2545.1,2548.9,2545.1,2548.9,-
Nifty 10 yr Benchmark G-Sec,20231005,2186.91,2192.55,2186.91,2190.55,-
Nifty 10 yr Benchmark G-Sec (Clean Price),20231005,866.53,868.79,866.53,867.99,-
Nifty 1D Rate Index,20231005,-,-,-,2187.65,-
Nifty50 USD,20231005,-,-,-,8133.84,-
