TICKERCODE, DATE, OPEN, HIGH, LOW, CLOSE, VOLUME
500231,20231009,69.27,72.55,68.48,68.94,4620
500233,20231009,1275.65,1310.95,1275.65,1279.90,8414
500234,20231009,220.80,225.00,212.95,220.80,1942
500235,20231009,499.70,499.70,481.15,482.90,3031
500236,20231009,1.51,1.56,1.44,1.44,5204
500239,20231009,31.76,31.76,29.20,30.21,22949
500240,20231009,137.35,138.00,132.50,133.95,11110
500241,20231009,885.00,890.60,865.80,875.45,1649
500243,20231009,3000.00,3083.00,3000.00,3022.50,306
500245,20231009,451.60,471.35,451.60,467.80,4160
500246,20231009,238.40,238.40,238.40,238.40,4316
500247,20231009,1710.05,1733.95,1710.05,1719.35,50577
500250,20231009,1011.05,1037.00,1011.05,1033.60,2307
500251,20231009,2040.00,2089.00,2035.70,2078.75,5967
500253,20231009,455.30,468.00,455.30,465.85,66060
500257,20231009,1149.95,1159.00,1138.95,1149.30,22841
500262,20231009,7.80,8.10,7.80,8.10,165
500264,20231009,170.00,173.00,163.10,163.10,244124
500265,20231009,584.95,626.00,584.95,620.85,18443
500266,20231009,7699.95,7745.00,7454.00,7535.85,386
500267,20231009,181.00,193.90,181.00,181.60,4291
500268,20231009,65.41,67.07,64.57,64.79,18282
500270,20231009,171.50,176.90,154.80,171.75,3263
500277,20231009,8.20,8.49,7.79,8.37,3028
500279,20231009,17.32,17.80,17.25,17.33,35495
500280,20231009,427.90,428.00,419.70,425.25,1693
500284,20231009,155.00,163.90,155.00,157.05,8505
500285,20231009,35.57,35.57,34.40,34.50,951129
500288,20231009,34.20,35.45,34.20,34.45,538103
500290,20231009,107450.00,107598.50,106390.70,107229.10,181
500292,20231009,186.20,193.40,186.20,188.40,38882
500296,20231009,255.20,258.05,252.75,255.25,1681
500298,20231009,1047.25,1047.25,1047.25,1047.25,1462
500304,20231009,119.70,125.65,117.35,120.25,67056
500306,20231009,70.00,72.49,68.74,70.55,43833
500307,20231009,401.00,414.00,401.00,406.70,4093
500312,20231009,182.00,184.70,181.30,181.80,480925
500313,20231009,25.55,25.81,24.85,25.81,108874
500314,20231009,95.50,106.55,90.35,100.18,1044620
500317,20231009,32.30,34.71,32.30,33.79,26587
500319,20231009,93.00,93.00,87.55,87.60,19604
500322,20231009,13.74,13.74,13.74,13.74,100
500331,20231009,2447.00,2447.00,2410.15,2424.90,6883
500336,20231009,494.95,503.40,480.05,492.70,40503
500337,20231009,148.60,148.65,147.15,147.20,311
500346,20231009,45.41,46.79,43.51,44.88,2066
500350,20231009,189.00,189.00,183.95,184.70,13398
500354,20231009,50.03,51.35,48.75,49.10,12628
500355,20231009,211.30,213.60,208.30,209.00,31931
500357,20231009,24.23,24.23,24.18,24.18,17
500358,20231009,4.50,4.50,4.44,4.44,68
500360,20231009,69.99,71.03,67.00,70.65,12319
500365,20231009,36.99,38.81,35.65,38.81,974458
500366,20231009,2.41,2.41,2.29,2.38,109682
500367,20231009,82.00,82.00,78.00,80.50,48734
500370,20231009,48.90,48.90,47.06,47.06,230
500387,20231009,25776.95,25780.60,25493.85,25710.55,161
500388,20231009,28.35,28.35,28.35,28.35,24
500403,20231009,1259.15,1263.60,1227.40,1237.40,1639
500404,20231009,193.65,196.45,190.75,191.25,26322
500405,20231009,525.00,533.30,509.65,517.40,21543
500407,20231009,1902.45,1975.00,1902.45,1961.55,990
500412,20231009,209.00,210.00,206.60,207.40,27942
500414,20231009,158.80,163.70,158.80,162.80,89999
500420,20231009,1850.05,1904.65,1850.05,1889.65,5463
500422,20231009,30.88,30.88,28.00,28.10,48697
500426,20231009,2.18,2.18,2.18,2.18,14826
500429,20231009,162.80,162.80,158.40,158.40,257
500439,20231009,3005.00,3005.00,2950.00,2955.55,25
500444,20231009,700.05,705.65,675.55,679.55,37125
500449,20231009,35.30,35.30,32.00,32.43,333619
500450,20231009,1031.10,1031.10,1031.10,1031.10,162
500456,20231009,45.00,46.10,43.61,44.08,285939
500459,20231009,17790.00,17927.10,17476.30,17633.85,157
500460,20231009,169.95,169.95,160.55,161.45,11231
500464,20231009,137.00,137.00,130.55,135.65,3218
500467,20231009,150.55,159.55,150.55,151.70,6059
500490,20231009,6844.30,6878.90,6798.35,6832.25,1139
500500,20231009,17.69,19.00,16.98,17.88,1240614
500510,20231009,3073.00,3084.00,3055.60,3073.95,35402
500520,20231009,1546.75,1546.75,1514.10,1515.35,22161
500540,20231009,3.55,3.55,3.55,3.55,4342
500547,20231009,338.15,341.40,336.20,340.05,127286
500550,20231009,3465.05,3558.00,3465.05,3542.25,3666
500575,20231009,826.30,880.00,826.30,852.30,55067
500672,20231009,720.10,720.30,704.45,710.65,453
500680,20231009,3992.00,3992.00,3931.10,3956.30,1364
500696,20231009,2497.75,2516.00,2480.35,2510.60,49130
500730,20231009,220.00,223.95,219.65,222.00,49238
500770,20231009,1005.00,1010.80,995.20,1003.20,51177
500777,20231009,91.14,91.14,86.51,86.91,49502
500790,20231009,22849.30,22979.35,22792.70,22875.25,1519
500850,20231009,418.65,420.50,413.40,415.15,174891
500875,20231009,441.00,443.25,437.10,440.10,540840
500890,20231009,80.40,82.75,80.40,82.75,677
501148,20231009,300.15,300.15,295.00,299.00,141
501242,20231009,3.21,3.21,3.21,3.21,500
501295,20231009,104.10,104.10,104.10,104.10,1
501298,20231009,3729.00,3729.00,3560.00,3595.15,233
501301,20231009,3231.05,3275.15,3170.00,3195.15,15328
501314,20231009,1.69,1.69,1.69,1.69,408070
501343,20231009,31.16,31.16,31.09,31.09,601
501370,20231009,187.00,187.05,180.00,186.75,2964
501386,20231009,5.44,5.44,5.44,5.44,600
501391,20231009,413.95,415.50,392.10,394.90,936
501421,20231009,194.40,194.40,194.00,194.25,210
501423,20231009,1818.00,1853.95,1790.00,1833.95,223
501425,20231009,1234.00,1265.10,1224.00,1246.20,2234
501430,20231009,1034.15,1100.00,1034.15,1098.90,361
501477,20231009,222.00,222.00,221.90,221.90,17
501622,20231009,35.18,35.18,35.18,35.18,4
501700,20231009,29.05,29.05,26.32,26.32,49744
501833,20231009,13.73,14.87,13.73,14.55,7179
501848,20231009,37.64,37.64,37.64,37.64,102291
501945,20231009,1.87,1.87,1.87,1.87,400
502015,20231009,18.45,18.45,17.69,17.86,124002
502090,20231009,238.50,238.50,228.55,230.05,3087
502133,20231009,81.05,81.05,80.90,80.90,35448
502157,20231009,360.60,382.00,360.60,370.90,39622
502168,20231009,212.00,217.85,212.00,214.85,16128
502175,20231009,89.90,89.90,83.25,84.61,244971
502180,20231009,93.94,93.94,89.42,89.97,44816
502250,20231009,267.00,267.00,255.80,255.80,3
502271,20231009,12.14,12.74,12.14,12.74,1572
502281,20231009,17.60,17.88,16.41,17.01,23682
502294,20231009,41.57,42.40,38.00,40.05,1581
502330,20231009,587.70,594.05,558.65,569.25,13324
502420,20231009,50.84,50.84,48.00,48.77,83452
502445,20231009,26.99,28.59,26.06,26.80,467
502448,20231009,1.24,1.26,1.22,1.26,131124
502450,20231009,372.05,375.00,364.45,368.15,15877
502587,20231009,65.00,74.40,63.98,67.84,12656
502589,20231009,95.00,95.00,92.15,94.53,23
502820,20231009,81.05,82.00,79.00,79.71,18767
502865,20231009,660.05,670.90,660.05,666.70,832
502873,20231009,112.75,115.65,107.65,111.50,6460
502933,20231009,250.00,263.90,250.00,263.25,78
502958,20231009,4101.00,4208.50,4027.00,4071.25,744
502986,20231009,386.30,389.40,370.70,384.90,12495
503031,20231009,31.00,33.07,31.00,32.79,148711
503092,20231009,25.00,25.00,25.00,25.00,71
503100,20231009,1770.05,1813.65,1770.05,1798.55,1748
503101,20231009,431.05,443.45,420.30,421.95,15383
503127,20231009,4180.00,4180.00,3915.00,3915.00,8
503162,20231009,229.00,235.80,214.40,220.60,6958
503229,20231009,110.00,110.00,104.05,105.85,1253
503310,20231009,292.10,292.65,287.05,289.85,29302
503349,20231009,3956.00,3956.00,3567.00,3685.35,689
503624,20231009,6.70,6.99,6.27,6.69,19885
503641,20231009,13.99,13.99,13.20,13.57,3579
503657,20231009,15.50,15.50,15.10,15.28,33020
503659,20231009,46.88,46.88,46.88,46.88,1
503663,20231009,4.58,4.83,4.41,4.53,513773
503669,20231009,25.05,25.05,23.80,24.00,6207
503675,20231009,0.65,0.65,0.65,0.65,170973
503685,20231009,47.50,47.50,43.00,43.00,2752
503772,20231009,68.40,71.99,68.40,68.51,18
503776,20231009,36.30,38.55,36.30,38.15,415
503804,20231009,508.95,510.00,498.20,499.60,420
503806,20231009,2222.25,2231.45,2200.00,2203.40,20200
503811,20231009,560.00,562.85,547.90,551.50,3182
503816,20231009,44.21,45.33,43.94,44.23,13924
503837,20231009,5.78,5.78,5.78,5.78,5819
503863,20231009,11.74,11.74,11.16,11.16,2
503960,20231009,3810.55,3824.00,3687.50,3701.15,789
504000,20231009,77.85,78.00,73.01,75.44,199288
504028,20231009,85.25,87.69,84.30,85.62,25637
504036,20231009,350.00,368.90,344.00,357.75,3026
504067,20231009,505.05,526.00,505.05,523.75,78916
504076,20231009,59.67,59.67,59.67,59.67,2327
504080,20231009,475.00,501.90,475.00,499.70,252
504084,20231009,11800.00,12386.80,11500.00,12000.00,23
504092,20231009,110.10,115.35,110.10,112.80,2457
504093,20231009,380.25,380.25,380.25,380.25,4242
504112,20231009,777.50,777.50,754.00,754.70,5250
504132,20231009,1432.00,1445.00,1382.80,1399.90,8754
504176,20231009,560.00,571.15,555.00,560.60,12025
504180,20231009,40.94,40.94,39.70,39.94,9080
504212,20231009,495.25,506.95,478.00,503.95,8638
504220,20231009,103.90,104.00,100.20,100.20,9320
504240,20231009,138.85,138.85,138.85,138.85,1894
504258,20231009,1526.20,1601.00,1526.20,1547.75,6130
504273,20231009,10.57,10.87,9.85,10.87,66777
504340,20231009,9.25,9.25,9.23,9.25,14538
504341,20231009,75.00,76.00,70.00,70.39,26285
504351,20231009,1.04,1.04,1.04,1.04,8538631
504356,20231009,8.80,9.72,8.80,8.80,5463
504378,20231009,5.74,6.10,5.66,6.01,156683
504380,20231009,94.99,94.99,85.25,88.50,926
504392,20231009,73.00,77.90,66.70,71.37,9764
504397,20231009,58.00,58.00,55.25,55.25,52
504605,20231009,2397.40,2397.40,2397.40,2397.40,683
504614,20231009,211.70,217.40,208.00,211.80,34270
504646,20231009,586.25,606.60,574.65,583.95,1957
504648,20231009,38.85,38.85,38.10,38.10,2657
504731,20231009,27.26,27.38,24.78,26.89,2075
504741,20231009,251.95,251.95,236.95,241.85,7447
504746,20231009,1400.05,1400.05,1400.05,1400.05,5
504786,20231009,470.00,514.95,470.00,490.00,6200
504810,20231009,75.11,75.11,69.50,70.28,1760
504840,20231009,2267.00,2380.00,2267.00,2291.05,62
504879,20231009,36.74,36.74,35.00,35.51,25020
504882,20231009,4789.95,4789.95,4700.00,4719.90,39
504903,20231009,23.28,23.28,23.28,23.28,14502
504908,20231009,410.00,429.00,399.00,427.80,2430
504918,20231009,1463.00,1578.60,1463.00,1536.80,10532
504959,20231009,2385.00,2424.00,2380.50,2411.45,875
504961,20231009,89.60,91.50,85.50,88.29,7995
504988,20231009,875.00,875.00,800.05,810.20,297
505036,20231009,1595.00,1612.00,1535.00,1543.15,4226
505075,20231009,6.75,6.87,6.37,6.50,18015
505100,20231009,4.90,4.90,4.90,4.90,50
505141,20231009,35.45,35.45,35.45,35.45,11917
505160,20231009,1037.85,1039.50,1002.30,1007.85,4533
505163,20231009,751.50,773.80,730.65,749.65,2385
505196,20231009,277.15,287.00,275.00,287.00,75
505212,20231009,162.40,162.40,150.00,150.30,340
505216,20231009,790.15,828.00,790.00,794.60,217
505232,20231009,2043.00,2043.00,1960.80,2024.75,160
505242,20231009,4600.00,4600.00,4453.15,4474.60,1018
505250,20231009,67.77,67.77,64.01,64.02,1432
505283,20231009,655.00,677.45,655.00,666.90,3758
505299,20231009,384.95,385.55,368.80,382.05,2224
505302,20231009,2100.00,2100.00,1964.10,1964.10,717
505324,20231009,24.34,24.34,24.34,24.34,5578
505343,20231009,0.55,0.55,0.55,0.55,313832
505355,20231009,670.00,673.45,660.25,662.45,3688
505358,20231009,230.95,230.95,225.00,227.70,14019
505368,20231009,2366.90,2366.90,2342.00,2342.00,281
505412,20231009,14502.60,14800.00,14502.60,14779.95,49
505515,20231009,3.52,3.69,3.52,3.53,14626
505523,20231009,1.20,1.20,1.15,1.15,178841
505537,20231009,258.80,259.10,252.50,255.25,171346
505650,20231009,10.01,10.88,10.01,10.34,802
505681,20231009,627.00,648.00,626.10,637.00,362
505690,20231009,432.25,432.25,423.65,423.65,168
505693,20231009,16.25,16.25,15.98,15.98,32223
505703,20231009,36.82,36.82,36.82,36.82,100
505712,20231009,112.50,116.00,112.25,115.90,3091
505720,20231009,325.00,325.00,310.05,311.75,2469
505725,20231009,638.35,651.15,637.15,640.45,10017
505726,20231009,918.00,918.00,885.65,893.00,281
505729,20231009,111.88,111.88,102.00,104.82,428075
505737,20231009,1134.00,1134.00,1134.00,1134.00,1259
505750,20231009,447.00,449.00,421.00,424.85,2869
505797,20231009,16.74,16.74,16.74,16.74,1069
505827,20231009,344.05,349.35,333.00,336.35,8120
505840,20231009,37.50,41.00,37.50,38.71,5486
505850,20231009,101.00,101.00,97.51,99.38,14095
505854,20231009,234.25,238.00,230.40,233.15,6199
505872,20231009,2875.00,2875.00,2758.00,2805.55,3200
505890,20231009,2550.05,2681.60,2550.05,2645.15,522
505893,20231009,554.00,554.00,543.70,543.70,952
505978,20231009,1687.00,1687.00,1556.90,1655.85,249
506003,20231009,11.43,11.43,11.43,11.43,10
506022,20231009,168.45,168.45,143.15,146.25,330516
506105,20231009,81.00,82.94,78.01,79.05,417
506122,20231009,131.90,131.90,131.80,131.80,78
506128,20231009,92.84,94.69,92.84,94.69,9357
506134,20231009,93.33,93.33,93.33,93.33,13793
506146,20231009,0.95,0.96,0.90,0.93,634004
506186,20231009,13.25,13.78,12.36,12.52,2800
506222,20231009,1072.95,1102.45,1062.00,1085.30,1477
506248,20231009,142.50,148.00,135.65,142.25,89844
506260,20231009,128.00,130.00,126.25,128.85,13205
506365,20231009,30.00,30.00,28.50,30.00,110
506390,20231009,445.00,445.00,433.45,435.50,3113
506414,20231009,159.00,160.00,155.45,155.95,3606
506520,20231009,8.52,8.52,7.77,7.94,43163
506525,20231009,128.20,134.25,128.20,130.30,10283
506528,20231009,1698.75,1783.70,1630.00,1749.25,1128
506530,20231009,995.00,995.00,994.95,994.95,6
506532,20231009,825.00,825.00,806.00,808.90,4404
506543,20231009,7.94,7.94,7.94,7.94,6
506579,20231009,784.95,789.95,780.00,781.45,563
506597,20231009,286.05,293.70,280.10,286.00,1055
506605,20231009,2160.00,2200.00,2117.00,2200.00,124
506618,20231009,1209.95,1221.00,1170.10,1186.30,5867
506640,20231009,68.32,68.32,68.32,68.32,1005
506642,20231009,80.00,82.55,78.58,79.30,29284
506655,20231009,482.00,488.00,468.90,483.65,19203
506685,20231009,419.95,420.00,400.00,405.30,32236
506687,20231009,1898.90,1898.90,1840.00,1859.10,1651
506734,20231009,147.70,149.00,135.20,139.30,1236
506808,20231009,90.00,91.84,86.20,87.67,105019
506852,20231009,59.80,60.00,57.56,58.13,161435
506854,20231009,2087.90,2087.90,1930.00,1955.40,18329
506858,20231009,72.44,72.44,72.44,72.44,124
506863,20231009,1.74,1.74,1.74,1.74,1500
506879,20231009,1027.35,1069.00,1012.00,1047.80,40078
506906,20231009,2.57,2.57,2.57,2.57,5225
506910,20231009,81.88,81.88,79.64,80.84,3098
506919,20231009,109.90,109.90,105.05,108.95,1119
506935,20231009,62.00,62.00,62.00,62.00,605
506943,20231009,1470.05,1519.80,1456.05,1474.40,8836
506947,20231009,152.10,152.10,152.10,152.10,5
506979,20231009,32.00,32.00,32.00,32.00,558
506981,20231009,137.80,137.80,130.25,130.85,97
507155,20231009,144.50,144.50,139.00,144.35,64931
507180,20231009,106.25,106.25,97.00,99.50,9065
507205,20231009,214.95,214.95,207.20,207.65,19377
507265,20231009,137.50,137.50,137.50,137.50,100
507300,20231009,3800.00,3850.00,3796.25,3796.30,15
507315,20231009,32.82,32.82,30.84,31.00,50444
507410,20231009,131.70,131.70,131.70,131.70,9693
507435,20231009,113.05,124.25,113.05,116.05,5795
507474,20231009,89.35,93.81,89.35,91.04,85200
507486,20231009,64.00,70.00,64.00,70.00,3057
507490,20231009,27.23,27.32,26.38,26.83,173443
507498,20231009,38.03,38.03,37.86,38.03,172487
507514,20231009,368.00,379.60,348.85,365.50,145991
507515,20231009,25.69,25.69,23.33,24.33,819
507526,20231009,468.00,478.60,462.45,464.35,8657
507580,20231009,169.35,177.15,160.00,160.95,13193
507598,20231009,205.05,212.00,198.65,205.50,9198
507621,20231009,591.10,614.00,581.00,593.85,546
507645,20231009,13005.00,13050.00,13002.00,13010.00,5
507685,20231009,405.95,411.15,403.50,405.30,222109
507690,20231009,183.85,183.90,170.00,175.05,6430
507717,20231009,789.30,843.00,789.30,839.60,4972
507747,20231009,1140.00,1140.00,1120.00,1125.40,252
507753,20231009,111.20,114.00,107.50,110.70,315278
507759,20231009,40.00,40.00,33.24,36.92,278911
507779,20231009,117.60,122.60,117.60,119.25,1845
507785,20231009,134.00,134.00,130.55,131.40,622
507789,20231009,420.85,420.85,416.15,419.20,695
507794,20231009,64.99,64.99,62.20,63.65,55613
507808,20231009,22.30,22.30,22.30,22.30,950
507813,20231009,110.00,114.00,106.80,107.75,794
507817,20231009,149.50,149.50,148.95,148.95,5
507828,20231009,7.86,7.92,7.86,7.92,536142
507833,20231009,6.08,6.08,6.08,6.08,11327
507836,20231009,470.10,470.10,420.60,436.55,3125
507852,20231009,53.00,56.79,41.80,54.65,59647
507864,20231009,33.00,34.50,32.00,33.75,6540
507872,20231009,39.16,40.75,38.80,39.50,969
507878,20231009,2.28,2.30,2.28,2.28,2951186
507880,20231009,655.05,684.90,655.05,672.10,39279
507912,20231009,98.29,98.29,94.00,95.49,2233
507917,20231009,25.32,25.32,25.32,25.32,150
507944,20231009,1061.60,1078.95,1037.05,1049.70,3811
507946,20231009,73.75,74.30,73.75,74.30,748
507948,20231009,56.11,57.00,56.11,56.85,1186
507960,20231009,160.15,160.15,154.05,158.50,1143
507970,20231009,42.30,42.30,41.00,41.00,514
507981,20231009,47.90,47.90,42.10,44.25,1226
507998,20231009,66.15,66.15,66.13,66.15,9116
508136,20231009,308.75,309.80,300.15,309.80,24
508486,20231009,7050.00,7153.20,6955.00,7100.50,863
508494,20231009,51.10,52.00,49.65,49.77,1690
508571,20231009,98.00,98.00,98.00,98.00,19
508664,20231009,20.60,22.14,20.20,20.78,6078
508670,20231009,3280.35,3540.00,3280.35,3405.00,32
508807,20231009,733.40,733.40,662.70,708.50,4848
508860,20231009,0.85,0.89,0.81,0.89,22522
508875,20231009,455.00,485.95,454.00,458.45,1357
508905,20231009,43.27,43.27,41.55,41.64,2232
508906,20231009,1064.05,1145.30,1064.05,1134.35,573
508918,20231009,28.45,28.45,22.40,25.00,2866
508922,20231009,13.00,13.00,12.18,12.18,37898
508941,20231009,447.30,463.85,445.60,452.25,2751
508954,20231009,71.78,71.78,65.80,68.46,3836
508956,20231009,7.19,7.19,6.85,7.19,40248
508963,20231009,19.40,19.40,18.43,18.43,502
508969,20231009,6.07,6.07,6.07,6.07,53838
508980,20231009,4.37,4.49,4.07,4.39,32012
508996,20231009,0.85,0.93,0.85,0.87,49198
509020,20231009,17.31,17.31,16.80,17.31,523018
509026,20231009,66.00,66.00,66.00,66.00,210
509038,20231009,11.49,11.49,11.06,11.06,1136
509040,20231009,85.38,87.00,81.50,83.16,1778
509048,20231009,38.49,38.50,36.59,36.71,58135
509051,20231009,1.99,1.99,1.90,1.92,2641307
509053,20231009,17.75,18.00,17.33,17.72,81236
509055,20231009,89.80,89.80,86.62,86.80,22071
509073,20231009,19.32,19.32,18.00,18.11,2987
509084,20231009,75.30,75.31,75.30,75.31,108
509162,20231009,137.00,137.00,134.10,135.30,3671
509196,20231009,124.00,147.90,115.20,132.65,9014
509220,20231009,36.05,39.41,36.05,38.03,7267
509243,20231009,3300.05,3565.50,3234.05,3524.20,1952
509423,20231009,18.35,19.25,18.35,19.06,79
509438,20231009,5854.20,5854.20,5738.10,5750.00,149
509449,20231009,36.30,38.90,36.30,38.10,389
509470,20231009,12399.00,12399.00,12100.00,12126.00,7
509472,20231009,394.00,394.00,375.30,388.00,130
509486,20231009,237.05,245.65,236.00,240.50,8430
509525,20231009,1157.00,1175.00,1101.25,1123.30,6166
509546,20231009,53.47,53.48,50.80,51.50,4222
509563,20231009,8.94,8.94,8.50,8.63,606
509597,20231009,446.95,448.00,422.05,447.85,270
509631,20231009,1720.05,1778.60,1720.05,1764.50,5988
509635,20231009,384.00,410.00,384.00,405.80,1927
509692,20231009,248.50,251.00,243.00,243.75,279
509709,20231009,80.60,80.60,78.70,79.51,27117
509715,20231009,108.00,108.05,102.00,102.50,8523
509760,20231009,24.23,24.40,20.31,22.50,7462
509835,20231009,15.00,15.00,14.29,14.88,3491
509845,20231009,348.00,348.00,348.00,348.00,100
509874,20231009,166.90,166.90,161.80,165.20,35137
509887,20231009,512.70,512.70,512.70,512.70,2
509895,20231009,230.40,230.40,221.35,226.10,108
509930,20231009,3891.05,4047.00,3876.75,4016.05,5825
509945,20231009,401.00,440.00,400.00,439.00,149
509960,20231009,900.00,900.00,870.00,889.25,158
509966,20231009,3350.00,3373.65,3320.00,3348.65,622
510245,20231009,6.08,6.08,5.71,6.02,176596
511000,20231009,13.00,13.00,11.93,12.45,9527
511012,20231009,0.75,0.76,0.72,0.73,927517
511016,20231009,3.96,4.59,3.64,3.95,34421
511018,20231009,29.65,30.50,29.65,30.50,3000
511034,20231009,682.55,684.35,648.55,660.25,31421
511066,20231009,38.00,38.49,34.00,36.92,13565
511092,20231009,28.20,28.58,27.46,28.58,47851
511108,20231009,144.15,144.15,138.75,139.20,3081
511110,20231009,10.28,10.28,10.28,10.28,1
511116,20231009,1.34,1.34,1.25,1.26,706877
511122,20231009,38.33,40.24,36.42,36.42,577
511131,20231009,14.36,14.38,13.06,13.55,8205
511147,20231009,49.99,49.99,47.72,47.72,153
511153,20231009,29.03,31.19,28.78,29.02,4963
511169,20231009,5.73,5.73,5.73,5.73,100
511187,20231009,1.75,1.75,1.75,1.75,9
511194,20231009,26.56,26.56,26.56,26.56,300
511208,20231009,7.60,8.00,7.60,7.89,106741
511218,20231009,1843.75,1843.75,1801.80,1821.45,11857
511246,20231009,4.83,4.91,4.83,4.91,1605
511355,20231009,11.80,11.89,11.21,11.25,10928
511359,20231009,49.31,57.40,47.00,53.34,15455
511391,20231009,30.50,31.90,28.01,31.40,440
511401,20231009,13.93,13.93,13.93,13.93,1067
511411,20231009,25.10,28.00,25.10,25.73,4975
511441,20231009,19.60,20.59,19.60,19.60,118
511447,20231009,3.55,3.98,3.49,3.74,1683048
511451,20231009,5.21,5.21,5.20,5.20,2340
511463,20231009,15.64,15.87,14.80,15.51,21010
511473,20231009,35.65,35.65,34.35,34.35,18872
511493,20231009,30.42,32.24,29.49,32.03,2611
511501,20231009,35.02,35.02,32.00,32.87,21702
511509,20231009,37.91,38.47,36.50,37.00,29706
511523,20231009,21.11,21.94,20.00,20.36,64459
511525,20231009,2.02,2.14,2.00,2.02,102046
511533,20231009,66.90,66.95,66.90,66.95,143
511535,20231009,26.99,26.99,26.46,26.46,941
511539,20231009,33.65,33.65,33.65,33.65,1
511543,20231009,10.21,10.74,10.21,10.74,297
511549,20231009,130.45,130.45,126.70,128.80,1761
511557,20231009,1.26,1.26,1.17,1.22,513338
511559,20231009,68.05,75.55,67.95,71.63,11451
511563,20231009,22.48,22.48,22.48,22.48,900
511571,20231009,117.60,117.60,117.60,117.60,488
511577,20231009,18.94,18.94,18.94,18.94,10
511585,20231009,1.69,1.69,1.69,1.69,1621
511589,20231009,70.98,71.79,69.58,69.76,3338
511601,20231009,13.90,13.90,12.44,12.55,10048
511609,20231009,29.06,29.06,28.50,29.04,2410
511626,20231009,15.86,15.86,15.86,15.86,1544
511628,20231009,473.90,473.90,431.00,466.65,1213
511630,20231009,3.10,3.14,3.05,3.06,8738
511644,20231009,108.15,108.15,108.15,108.15,251
511654,20231009,18.75,18.75,18.25,18.30,1472
511658,20231009,86.00,91.90,86.00,91.27,3092
511672,20231009,62.20,66.45,59.20,65.19,643764
511688,20231009,6.80,6.80,6.80,6.80,550
511692,20231009,29.00,29.00,26.62,27.63,126
511696,20231009,117.20,122.95,117.20,118.45,353
511700,20231009,50.85,50.85,49.84,49.84,18
511702,20231009,27.00,27.00,27.00,27.00,160
511710,20231009,1.41,1.41,1.36,1.38,15216
511712,20231009,18.00,18.00,14.97,16.97,907
511714,20231009,29.52,32.39,29.52,29.61,42
511716,20231009,8.20,8.20,7.85,7.92,9350
