TICKERCODE, DATE, OPEN, HIGH, LOW, CLOSE, VOLUME
500354,20231005,51.99,53.30,51.20,51.62,7797
500355,20231005,213.00,214.45,210.10,211.20,42019
500357,20231005,22.80,23.88,21.66,23.80,1166
500358,20231005,4.08,4.45,4.08,4.45,810
500360,20231005,61.76,64.87,61.76,64.60,2553
500365,20231005,36.44,36.90,36.01,36.75,191906
500366,20231005,2.10,2.20,2.10,2.20,53742
500367,20231005,82.06,83.40,81.95,83.15,51781
500370,20231005,49.00,49.00,49.00,49.00,3054
500387,20231005,25583.25,25939.25,25480.00,25736.35,331
500388,20231005,28.92,28.92,28.92,28.92,17
500403,20231005,1267.80,1276.75,1246.00,1254.00,2119
500404,20231005,193.00,195.95,191.05,191.55,14897
500405,20231005,505.05,535.00,505.05,521.50,32351
500407,20231005,1990.80,1990.80,1965.10,1973.30,176
500412,20231005,214.30,214.30,210.85,211.80,9973
500414,20231005,157.00,157.00,153.50,154.15,16703
500420,20231005,1876.90,1876.90,1843.00,1849.50,2883
500422,20231005,23.90,24.35,22.41,23.60,6348
500426,20231005,2.30,2.30,2.20,2.23,12745
500429,20231005,162.60,162.60,158.40,159.80,1505
500439,20231005,3021.95,3042.00,2995.80,3015.05,43
500444,20231005,711.60,733.00,705.55,707.15,22886
500449,20231005,31.43,37.00,31.43,36.53,1649118
500450,20231005,991.10,991.10,991.10,991.10,16
500456,20231005,38.65,40.56,38.15,40.30,62684
500459,20231005,17785.00,18004.90,17726.95,17808.15,147
500460,20231005,165.70,167.85,163.55,163.95,8143
500467,20231005,158.95,161.20,156.45,157.45,1757
500490,20231005,6820.75,6857.05,6643.20,6671.90,3179
500500,20231005,15.04,15.40,15.04,15.26,65246
500510,20231005,3043.95,3114.00,3034.00,3097.35,66839
500520,20231005,1529.00,1549.90,1513.75,1540.85,43222
500540,20231005,3.31,3.34,3.31,3.34,737
500547,20231005,344.05,347.65,342.55,344.35,238780
500550,20231005,3547.95,3554.35,3505.05,3520.05,66213
500575,20231005,875.05,883.20,872.85,880.25,10716
500672,20231005,729.20,735.50,719.45,722.95,661
500680,20231005,3916.05,3970.00,3916.05,3960.15,2133
500696,20231005,2519.95,2524.95,2495.30,2522.30,44090
500730,20231005,225.05,229.55,225.05,226.70,62670
500770,20231005,1027.35,1027.35,1006.60,1009.80,26810
500777,20231005,91.05,95.19,91.05,92.02,64022
500790,20231005,23149.95,23149.95,22778.70,22923.30,2453
500850,20231005,411.00,419.20,408.05,417.40,182502
500875,20231005,440.00,440.50,435.10,436.00,180669
500890,20231005,75.06,75.06,75.06,75.06,10
501148,20231005,288.55,288.55,288.55,288.55,118
501295,20231005,107.00,107.00,107.00,107.00,164
501298,20231005,3663.00,3702.00,3576.00,3630.45,31
501301,20231005,3387.95,3462.00,3336.50,3382.45,20622
501314,20231005,1.63,1.63,1.63,1.63,203043
501343,20231005,32.00,32.00,31.80,31.90,200
501370,20231005,179.00,184.85,171.00,171.10,3620
501386,20231005,4.95,4.95,4.95,4.95,500
501391,20231005,432.00,432.00,407.25,411.50,860
501423,20231005,1852.10,1884.95,1800.00,1851.55,1683
501425,20231005,1249.95,1253.20,1229.00,1235.85,2536
501430,20231005,1134.85,1134.85,1080.00,1087.20,192
501477,20231005,233.55,233.55,211.55,233.55,371
501622,20231005,35.18,35.18,35.18,35.18,1
501700,20231005,26.39,26.39,26.39,26.39,7263
501833,20231005,14.05,14.50,13.70,14.01,11130
501848,20231005,35.17,35.18,35.15,35.15,62909
502015,20231005,17.90,18.34,17.90,18.06,120980
502090,20231005,232.40,241.00,232.40,236.50,8286
502133,20231005,77.92,77.92,77.92,77.92,1306
502157,20231005,363.20,375.00,362.95,370.35,14405
502168,20231005,231.85,236.00,220.45,222.90,112031
502175,20231005,89.70,92.00,88.00,91.71,707563
502180,20231005,92.75,92.75,91.24,92.08,28924
502250,20231005,276.00,280.00,276.00,280.00,23
502281,20231005,17.89,17.89,16.50,17.31,13606
502294,20231005,44.10,44.10,38.55,39.77,626
502330,20231005,592.70,615.10,588.50,598.40,16978
502420,20231005,51.40,51.54,50.15,50.66,152873
502445,20231005,26.83,27.99,26.20,26.94,1777
502448,20231005,1.14,1.15,1.10,1.15,159214
502450,20231005,380.95,386.55,375.50,379.00,7281
502587,20231005,61.70,64.20,61.70,64.14,8156
502589,20231005,94.00,94.00,92.15,92.95,342
502820,20231005,87.15,88.50,83.53,84.27,19476
502865,20231005,680.20,684.30,664.95,668.00,2787
502873,20231005,108.10,108.10,102.30,103.95,1048
502893,20231005,48.34,49.99,48.34,48.55,3336
502933,20231005,253.25,264.00,253.10,259.95,470
502958,20231005,4300.00,4300.00,4170.00,4173.70,329
502986,20231005,371.05,377.95,368.75,370.65,3804
503031,20231005,31.23,31.70,30.50,31.27,52567
503092,20231005,24.17,24.17,24.17,24.17,20
503100,20231005,1816.00,1820.00,1730.50,1772.70,8589
503101,20231005,427.00,434.30,419.80,426.35,16107
503127,20231005,4200.00,4200.00,4150.00,4190.00,127
503162,20231005,220.80,227.70,218.35,224.90,10203
503229,20231005,111.20,111.90,106.00,110.00,171
503310,20231005,283.65,289.55,283.50,284.05,24582
503349,20231005,4095.00,4095.00,3988.00,4006.75,44
503624,20231005,6.17,6.29,6.06,6.22,2876
503641,20231005,13.98,13.98,13.22,13.56,25764
503657,20231005,16.19,16.19,15.31,15.87,39612
503659,20231005,44.65,44.65,44.65,44.65,137
503663,20231005,4.80,4.95,4.70,4.77,248087
503669,20231005,26.65,26.65,26.31,26.34,12178
503675,20231005,0.69,0.70,0.69,0.69,44447
503685,20231005,44.25,46.70,44.25,45.90,1216
503772,20231005,73.15,73.15,73.15,73.15,144
503776,20231005,38.85,39.00,38.65,39.00,752
503804,20231005,530.00,530.00,508.60,509.65,3191
503806,20231005,2259.95,2265.90,2240.00,2259.85,6953
503811,20231005,559.00,571.35,559.00,565.05,986
503816,20231005,48.24,48.25,46.01,47.78,10928
503863,20231005,11.75,11.75,11.75,11.75,1
503960,20231005,3655.55,3706.10,3629.40,3683.90,275
504000,20231005,79.01,79.84,77.50,78.46,112440
504028,20231005,86.20,87.50,84.50,85.04,14852
504036,20231005,339.80,346.80,339.80,346.80,2478
504067,20231005,524.05,539.65,524.05,536.55,31825
504076,20231005,62.12,62.12,62.12,62.12,8316
504080,20231005,502.90,502.90,502.90,502.90,7
504084,20231005,11705.00,12100.00,11600.00,11948.05,32
504092,20231005,110.80,112.65,110.50,110.60,2091
504093,20231005,383.70,383.70,383.70,383.70,20980
504112,20231005,799.50,799.50,778.60,781.55,4994
504132,20231005,1444.80,1465.00,1425.05,1450.20,3525
504176,20231005,565.00,565.00,549.05,552.15,10748
504180,20231005,44.95,44.95,41.98,42.04,23586
504212,20231005,491.10,502.00,491.10,494.60,10336
504220,20231005,100.55,102.70,100.15,100.85,5845
504240,20231005,133.50,133.50,133.50,133.50,16607
504258,20231005,1538.95,1538.95,1491.00,1499.80,1918
504273,20231005,10.84,11.29,10.65,10.88,18347
504340,20231005,8.90,8.90,8.90,8.90,10593
504341,20231005,63.11,68.99,63.11,68.10,41788
504351,20231005,1.00,1.00,1.00,1.00,1406166
504356,20231005,8.10,8.94,8.10,8.94,6731
504378,20231005,5.70,5.90,5.59,5.64,36084
504380,20231005,91.22,91.22,86.35,87.68,2202
504392,20231005,61.00,65.24,59.90,65.24,20042
504397,20231005,61.00,61.00,61.00,61.00,50
504605,20231005,2304.35,2304.35,2304.35,2304.35,420
504614,20231005,220.70,221.00,213.50,214.75,9564
504646,20231005,607.00,623.85,600.45,609.30,1848
504648,20231005,38.04,38.04,38.04,38.04,1499
504731,20231005,24.09,24.84,24.09,24.84,452
504741,20231005,257.95,258.00,217.00,244.90,3093
504786,20231005,490.00,494.90,470.00,491.05,5484
504810,20231005,81.78,81.78,74.00,75.16,5788
504840,20231005,2348.40,2375.00,2266.20,2266.20,167
504879,20231005,37.00,37.40,36.25,36.42,36046
504882,20231005,4701.05,4809.85,4700.00,4771.30,63
504903,20231005,22.39,22.39,22.39,22.39,4625
504908,20231005,443.95,443.95,415.00,418.90,1097
504918,20231005,1497.95,1535.00,1478.80,1503.30,6806
504959,20231005,2437.80,2444.00,2400.50,2436.45,709
504961,20231005,89.25,92.40,85.45,89.61,6063
504988,20231005,771.10,775.10,771.10,775.10,801
505036,20231005,1513.50,1539.00,1500.00,1504.55,2337
505075,20231005,6.60,6.81,6.55,6.64,16347
505141,20231005,32.58,32.59,32.02,32.17,5808
505160,20231005,1075.95,1075.95,1040.80,1050.40,1796
505163,20231005,734.75,754.60,730.00,751.15,4430
505196,20231005,289.00,289.00,273.00,280.00,1250
505212,20231005,164.00,164.00,163.95,163.95,54
505216,20231005,795.20,825.00,794.10,823.80,316
505232,20231005,2100.00,2120.00,2050.40,2070.40,120
505242,20231005,4600.05,4663.25,4515.05,4581.85,1671
505250,20231005,67.95,67.95,67.00,67.80,880
505283,20231005,672.00,683.05,665.85,681.00,7286
505299,20231005,385.10,397.90,375.25,379.05,7209
505302,20231005,2003.80,2050.00,1990.00,1998.25,389
505324,20231005,22.05,22.99,22.00,22.09,809
505343,20231005,0.57,0.57,0.57,0.57,3088248
505355,20231005,677.00,685.00,673.30,674.80,2374
505358,20231005,236.90,236.90,231.30,232.25,24997
505368,20231005,2300.00,2320.50,2300.00,2320.50,203
505412,20231005,14493.15,14541.60,14385.30,14434.10,28
505515,20231005,3.43,3.78,3.43,3.69,10828
505523,20231005,1.16,1.19,1.16,1.16,276370
505537,20231005,259.95,262.80,257.55,258.30,211180
505650,20231005,10.50,10.90,10.22,10.79,1746
505681,20231005,640.40,640.90,625.00,626.30,894
505690,20231005,423.60,424.00,423.60,423.80,1886
505693,20231005,16.21,16.21,16.21,16.21,82642
505703,20231005,35.15,35.15,35.15,35.15,100
505712,20231005,118.00,119.70,114.60,116.05,1988
505720,20231005,316.20,317.80,313.95,315.85,823
505725,20231005,644.30,653.70,642.45,652.05,5958
505726,20231005,900.75,901.10,884.00,892.20,660
505729,20231005,94.30,97.00,94.20,96.87,182170
505737,20231005,1091.95,1091.95,1049.70,1090.00,2130
505750,20231005,448.55,460.00,440.65,457.25,3928
505827,20231005,362.45,368.25,361.05,362.40,2609
505840,20231005,39.98,39.98,38.42,38.42,1181
505850,20231005,102.00,102.50,98.10,99.26,14807
505854,20231005,243.60,243.60,236.20,237.85,3859
505872,20231005,2900.00,2906.95,2816.75,2891.25,2996
505890,20231005,2651.90,2654.20,2577.35,2601.40,413
505893,20231005,515.00,528.35,515.00,528.35,4870
505978,20231005,1585.60,1618.00,1570.00,1602.90,440
506003,20231005,11.89,11.89,11.66,11.66,92
506022,20231005,139.25,142.10,137.65,139.40,49922
506105,20231005,80.53,82.00,80.53,81.95,35
506122,20231005,123.45,123.45,118.00,123.45,3666
506128,20231005,91.03,91.03,91.03,91.03,2047
506134,20231005,97.18,97.18,95.45,97.17,498511
506146,20231005,1.00,1.01,0.96,0.99,189192
506186,20231005,13.74,13.74,13.00,13.14,4928
506222,20231005,1040.05,1088.05,1040.05,1049.20,1774
506248,20231005,127.00,133.00,125.15,127.75,18781
506260,20231005,132.85,132.95,129.30,130.00,14174
506365,20231005,28.00,28.80,28.00,28.80,165
506390,20231005,451.85,451.85,435.00,439.25,8599
506414,20231005,160.00,161.90,158.00,161.40,6338
506520,20231005,7.80,8.20,7.80,8.08,19897
506525,20231005,135.80,137.10,133.65,134.10,1946
506528,20231005,1647.10,1670.00,1647.10,1665.50,109
506530,20231005,949.80,950.00,949.80,950.00,8
506532,20231005,812.00,823.40,809.00,822.95,6775
506543,20231005,7.70,7.70,7.70,7.70,66
506579,20231005,799.00,800.05,781.60,784.25,701
506597,20231005,294.55,294.55,288.00,289.10,2815
506605,20231005,2126.40,2127.00,2126.40,2126.40,443
506618,20231005,1114.50,1116.05,1092.20,1100.65,1019
506640,20231005,65.68,65.68,65.68,65.68,94
506642,20231005,81.05,81.28,79.05,79.71,22448
506655,20231005,484.90,486.40,481.30,485.25,1652
506680,20231005,18.33,18.33,18.33,18.33,36
506685,20231005,408.45,412.90,404.00,411.50,25288
506687,20231005,1880.05,1917.90,1851.25,1866.40,3054
506734,20231005,145.60,150.50,145.60,150.20,71
506808,20231005,79.40,93.24,77.31,92.38,1630763
506852,20231005,56.80,59.85,56.07,59.13,1532295
506854,20231005,1926.05,2013.80,1926.05,2013.80,17604
506858,20231005,75.41,75.41,75.41,75.41,1345
506879,20231005,1029.00,1049.00,1005.00,1020.45,17936
506906,20231005,2.48,2.48,2.48,2.48,659
506910,20231005,78.01,82.00,78.01,79.64,358
506919,20231005,107.50,116.00,106.05,108.50,8529
506935,20231005,59.06,62.01,59.00,62.01,176
506943,20231005,1504.00,1507.60,1465.00,1498.25,4658
506947,20231005,155.15,158.25,155.15,158.25,13
506981,20231005,133.00,140.80,132.25,136.70,1453
507155,20231005,126.50,131.10,126.00,131.10,46586
507180,20231005,97.00,98.00,95.00,96.31,868
507205,20231005,204.05,211.65,204.05,209.00,57374
507265,20231005,134.60,134.60,134.60,134.60,130
507315,20231005,32.35,33.20,31.76,32.01,92846
507410,20231005,123.00,123.00,123.00,123.00,5461
507474,20231005,102.00,105.00,88.20,92.64,417519
507486,20231005,67.50,71.25,67.50,68.06,1205
507490,20231005,27.94,27.94,26.85,27.14,85319
507498,20231005,34.50,34.50,34.50,34.50,30338
507514,20231005,383.00,389.80,378.05,381.55,58614
507515,20231005,23.50,24.35,23.40,23.40,2039
507526,20231005,457.00,473.00,457.00,464.40,4591
507580,20231005,164.20,170.90,164.20,165.45,905
507598,20231005,196.55,206.25,195.00,199.65,6109
507621,20231005,648.95,648.95,583.10,622.20,1521
507645,20231005,13055.00,13150.00,13000.00,13000.00,31
507685,20231005,407.35,410.55,405.00,406.70,115705
507690,20231005,167.00,198.70,167.00,195.15,58608
507717,20231005,836.00,856.00,836.00,839.05,4872
507747,20231005,1200.00,1325.05,1145.75,1154.60,283
507753,20231005,112.60,115.85,111.80,113.75,207919
507759,20231005,30.70,33.58,29.95,33.58,140789
507779,20231005,122.95,125.20,121.50,121.85,366
507785,20231005,133.50,139.00,132.70,136.90,2353
507789,20231005,419.60,426.00,417.00,422.45,832
507794,20231005,62.55,65.35,62.55,64.91,2647
507808,20231005,24.70,24.70,24.70,24.70,600
507813,20231005,113.65,113.65,110.00,111.80,1126
507817,20231005,145.30,152.40,143.15,148.60,1869
507828,20231005,8.18,8.18,8.18,8.18,20713
507833,20231005,6.32,6.32,6.32,6.32,38902
507836,20231005,470.00,484.95,470.00,471.80,104
507852,20231005,55.09,61.86,50.10,51.21,83994
507864,20231005,32.62,32.80,32.05,32.51,776
507872,20231005,39.35,40.99,39.35,40.08,1191
507878,20231005,2.51,2.65,2.51,2.51,3759489
507880,20231005,667.00,667.00,658.00,659.15,11963
507912,20231005,99.01,99.90,98.00,98.37,3199
507944,20231005,1086.30,1105.00,1076.00,1078.85,3244
507946,20231005,81.70,81.70,81.70,81.70,218
507948,20231005,55.00,56.85,55.00,56.60,1331
507960,20231005,156.50,156.95,153.00,153.65,1394
507970,20231005,42.00,42.00,41.00,41.00,605
507981,20231005,44.55,46.68,44.26,45.68,1833
507998,20231005,62.98,63.59,62.98,63.59,11023
508136,20231005,305.20,309.95,305.20,308.00,540
508486,20231005,7149.95,7399.95,7052.15,7356.85,1381
508494,20231005,52.85,52.85,51.61,52.06,535
508571,20231005,100.00,100.00,99.99,99.99,15
508664,20231005,22.17,22.40,20.62,21.42,22868
508670,20231005,3304.50,3424.70,3304.50,3424.70,5
508807,20231005,722.00,722.40,709.00,713.75,575
508875,20231005,480.05,485.95,470.40,483.70,177
508905,20231005,42.16,43.85,40.58,41.22,11078
508906,20231005,1126.90,1144.25,1108.45,1132.25,604
508918,20231005,24.10,24.93,22.99,23.00,1024
508922,20231005,13.12,13.19,12.22,12.91,70814
508941,20231005,458.70,475.85,458.70,465.10,4898
508954,20231005,76.98,76.98,71.55,74.01,843
508956,20231005,6.53,6.53,6.53,6.53,695
508969,20231005,6.71,6.71,6.71,6.71,67140
508980,20231005,4.45,4.45,4.04,4.30,12113
508996,20231005,0.90,0.91,0.87,0.90,3959
509020,20231005,15.00,15.71,14.98,15.71,359386
509026,20231005,62.00,64.05,62.00,64.05,1112
509038,20231005,11.11,11.11,11.11,11.11,922
509040,20231005,87.58,87.58,82.37,86.90,4542
509048,20231005,37.12,37.76,36.39,37.76,19995
509051,20231005,2.06,2.06,1.98,2.01,1832743
509053,20231005,16.95,18.10,16.77,17.84,322924
509055,20231005,88.00,90.00,88.00,89.58,20132
509073,20231005,19.99,19.99,18.50,18.99,6837
509084,20231005,68.32,68.32,65.15,68.32,82
509162,20231005,135.05,142.95,135.00,135.75,35765
509196,20231005,121.00,124.40,121.00,122.35,1926
509220,20231005,39.62,39.70,38.66,39.22,14059
509243,20231005,3430.00,3518.00,3430.00,3480.50,1513
509423,20231005,19.95,19.95,18.96,18.97,2384
509438,20231005,5869.00,5899.95,5750.00,5800.00,137
509449,20231005,37.01,38.80,36.10,36.37,1933
509470,20231005,12250.00,12250.00,12200.00,12200.00,19
509472,20231005,389.00,397.55,384.00,391.65,221
509486,20231005,245.90,245.90,232.50,233.00,2726
509525,20231005,1099.80,1140.00,1057.00,1126.10,12338
509546,20231005,51.11,54.28,51.10,53.63,2090
509563,20231005,9.05,9.05,8.60,8.60,431
509597,20231005,462.95,462.95,440.00,444.55,52
509631,20231005,1801.95,1815.00,1757.65,1763.45,7335
509635,20231005,415.05,417.70,402.00,409.20,818
509692,20231005,253.20,255.25,251.95,252.95,423
509709,20231005,81.67,83.02,79.30,82.02,22154
509715,20231005,110.05,112.00,108.00,108.60,16746
509760,20231005,23.50,24.99,22.45,23.34,11063
509835,20231005,14.99,14.99,14.40,14.83,1312
509874,20231005,164.10,164.85,162.20,162.70,8410
509887,20231005,502.65,502.65,502.65,502.65,15
509895,20231005,228.00,229.95,219.10,229.25,551
509930,20231005,3920.10,3987.05,3836.10,3856.15,3700
509945,20231005,420.00,421.00,420.00,420.35,15
509960,20231005,890.10,913.90,890.05,898.05,21
509966,20231005,3403.10,3417.60,3391.10,3399.45,126
510245,20231005,5.92,6.06,5.92,5.99,39940
511000,20231005,11.97,12.01,11.11,12.01,10160
511012,20231005,0.76,0.76,0.74,0.75,701887
511016,20231005,4.14,4.14,3.53,3.92,15473
511018,20231005,29.65,30.85,29.65,30.85,1400
511034,20231005,645.75,684.95,640.50,657.60,16721
511066,20231005,33.06,35.00,33.00,34.55,30668
511092,20231005,27.87,27.90,27.05,27.71,69671
511108,20231005,144.45,144.50,141.20,142.30,547
511110,20231005,10.32,10.32,9.41,10.32,302
511116,20231005,1.37,1.37,1.28,1.34,689031
511122,20231005,36.41,36.51,36.41,36.51,201
511131,20231005,13.36,13.76,13.08,13.61,23314
511147,20231005,48.01,48.20,48.01,48.16,351
511153,20231005,31.20,31.20,28.76,29.33,9986
511169,20231005,5.46,5.46,5.46,5.46,1000
511187,20231005,1.81,1.81,1.81,1.81,438
511194,20231005,26.80,26.90,26.80,26.90,45
511208,20231005,7.77,7.94,7.77,7.89,26839
511218,20231005,1876.00,1876.00,1823.40,1836.90,16844
511246,20231005,4.46,4.46,4.46,4.46,200
511355,20231005,11.96,12.70,11.59,12.39,2418
511359,20231005,45.00,51.99,45.00,48.45,5314
511377,20231005,22.90,22.90,22.90,22.90,100
511391,20231005,30.00,30.60,28.66,30.59,1205
511401,20231005,14.21,14.21,14.21,14.21,60
511411,20231005,27.00,27.06,27.00,27.00,1260
511441,20231005,19.51,20.50,19.51,20.50,544
511447,20231005,3.79,4.09,3.57,3.85,922728
511451,20231005,5.55,5.55,5.10,5.55,8165
511463,20231005,15.35,16.00,14.75,15.47,26504
511473,20231005,36.55,37.50,35.61,35.98,13876
511493,20231005,30.03,31.25,28.61,30.65,10657
511501,20231005,33.00,36.01,30.52,36.01,51973
511507,20231005,22.05,22.05,20.00,22.05,130
511509,20231005,37.50,37.50,36.90,37.04,18633
511523,20231005,20.23,20.49,19.64,19.68,47658
511525,20231005,2.02,2.11,2.02,2.05,54692
511533,20231005,69.65,69.65,69.65,69.65,63
511535,20231005,27.54,27.54,27.54,27.54,9
511543,20231005,10.01,10.26,10.01,10.25,289
511549,20231005,133.00,133.00,124.00,127.05,4601
511557,20231005,1.19,1.21,1.16,1.18,3390667
511559,20231005,68.50,70.25,68.30,69.11,2242
511563,20231005,21.61,21.61,21.61,21.61,20
511571,20231005,117.65,117.65,117.65,117.65,290
511585,20231005,1.57,1.63,1.57,1.63,10510
511589,20231005,71.14,72.50,70.01,70.70,2466
511593,20231005,6.00,6.00,6.00,6.00,8
511601,20231005,13.29,13.29,12.40,12.85,2265
511609,20231005,28.50,28.99,28.50,28.91,2957
511626,20231005,15.01,15.30,15.01,15.25,1271
511628,20231005,478.40,478.40,458.00,470.00,1031
511630,20231005,3.04,3.19,3.04,3.17,2588
511644,20231005,104.00,104.00,102.00,104.00,152
511654,20231005,18.50,19.08,18.04,19.00,1621
511658,20231005,90.99,90.99,85.00,87.05,7905
511672,20231005,56.84,58.99,55.90,56.83,539767
511688,20231005,6.53,7.20,6.53,7.20,2530
511692,20231005,29.79,29.79,27.96,29.28,541
511700,20231005,49.86,51.88,49.86,51.88,2385
511702,20231005,29.00,29.00,26.63,28.61,1603
511710,20231005,1.42,1.43,1.42,1.43,87798
511712,20231005,16.75,17.50,16.75,17.50,501
511714,20231005,32.50,32.50,29.31,31.48,843
511724,20231005,33.34,33.34,26.73,27.84,426679
511728,20231005,28.42,28.42,28.42,28.42,230
511736,20231005,1.59,1.59,1.59,1.59,26369
511740,20231005,81.00,82.50,81.00,82.00,160
511754,20231005,349.90,351.00,347.00,351.00,3781
511756,20231005,25.96,25.96,25.96,25.96,222
511758,20231005,44.00,44.00,44.00,44.00,2
511760,20231005,0.63,0.63,0.61,0.62,308455
511764,20231005,39.50,41.47,37.60,38.03,362
511768,20231005,335.05,349.00,335.05,347.25,4418
512008,20231005,239.80,243.50,232.00,243.50,21356
512018,20231005,2.15,2.22,2.11,2.18,40962
512020,20231005,2722.00,2799.85,2722.00,2740.00,32
512038,20231005,75.34,75.34,75.34,75.34,1
512047,20231005,3.02,3.02,3.02,3.02,14932
