TICKER, DATE, OPEN, HIGH, LOW, CLOSE, VOLUME
LANCOR HOLDS,20231006,37.80,38.50,37.80,38.50,46597
INDIAN INFO.,20231006,2.01,2.05,1.96,1.99,2084118
BANAS FIN.  ,20231006,18.20,18.47,17.55,18.24,136338
VISAKA IND. ,20231006,90.98,92.60,88.00,90.06,63981
HATHWAY BHAW,20231006,19.00,19.00,18.05,18.94,9521
PHOTON CAP  ,20231006,71.73,71.73,71.73,71.73,27
INDAG RUBBER,20231006,138.95,138.95,136.60,137.50,5201
M.M.RUBBER  ,20231006,122.35,127.95,121.95,123.65,891
PTL LTD     ,20231006,39.74,39.95,39.25,39.48,6436
TVS SRICHAKR,20231006,3471.95,3490.40,3404.00,3484.90,322
SEL         ,20231006,18.96,19.89,18.03,18.71,18753
BENARES HOT ,20231006,5800.00,5888.50,5750.05,5829.90,131
BHAGWATI OXY,20231006,36.37,38.14,36.37,38.10,193
BOMOXY-B1   ,20231006,12002.00,12482.00,12002.00,12250.00,29
CRAVATEX    ,20231006,394.80,395.00,380.00,381.65,664
CAPRIHANS   ,20231006,238.80,244.00,234.00,237.00,3726
EMPIRE IND. ,20231006,1130.00,1150.50,1129.20,1133.25,3955
GRAVISS HOSP,20231006,53.99,53.99,51.23,53.47,3775
GARWA.MARINE,20231006,8.50,8.99,8.50,8.97,653
HARDCASTLE  ,20231006,444.00,454.95,420.15,428.55,122
HEG LIMITED ,20231006,1776.10,1807.95,1755.70,1777.70,9106
HIND.COMPOSI,20231006,412.70,416.05,410.00,412.20,369
IND.CARD    ,20231006,256.40,256.40,247.15,249.70,2379
INT.CONVEYOR,20231006,82.99,83.10,81.11,82.09,13363
JAYSHRE TEA ,20231006,110.80,113.00,108.60,109.30,11865
MODERN SHARE,20231006,23.99,27.94,23.34,23.75,19191
PREMIER SYN.,20231006,14.79,15.19,14.36,15.04,1800
SHALIMAR PAI,20231006,163.00,165.40,162.50,163.90,11571
HIND MILLS  ,20231006,232.00,232.00,222.80,232.00,65
SUPREM IND  ,20231006,3890.00,4024.45,3885.05,3911.70,6492
U.P.HOTELS  ,20231006,853.20,915.00,853.20,871.95,128
VST INDUS.  ,20231006,3407.00,3441.80,3350.00,3380.80,613
SWASTI VINAY,20231006,6.06,6.16,5.55,6.06,211439
MADHUS.SEC  ,20231006,12.57,12.61,12.02,12.55,28084
YAMINI INVES,20231006,0.73,0.76,0.73,0.75,805478
PREMIER CAP.,20231006,4.00,4.00,3.56,3.83,18748
MILGREY FIN ,20231006,30.24,31.45,30.24,30.25,1020
JINDAL DRILL,20231006,668.85,687.85,663.90,682.50,11156
SAKTHI FIN. ,20231006,34.95,37.99,34.00,37.48,81523
JMDVL       ,20231006,28.05,28.05,27.50,28.02,39500
SHIVA TEXYAM,20231006,143.40,146.75,142.85,145.45,2477
V.B.DESAI   ,20231006,9.81,9.81,9.81,9.81,305
QUADRANT    ,20231006,1.38,1.38,1.29,1.31,464321
FIRST CUSTO.,20231006,36.41,38.33,34.69,38.33,377
KAMAN HSG   ,20231006,13.50,14.25,13.50,13.70,5767
WSFX        ,20231006,50.56,50.56,45.76,50.09,206
ANJANIFOODS ,20231006,29.92,30.77,28.60,29.91,3886
PARSHWANA   ,20231006,32.00,32.00,32.00,32.00,1
MILLENNIUM  ,20231006,1.78,1.78,1.78,1.78,280
I.C.D.S.    ,20231006,26.90,27.10,26.85,27.10,1656
IL & FS INVE,20231006,7.89,8.00,7.81,7.95,44737
SHRIRAM TRAN,20231006,1830.00,1863.45,1830.00,1847.45,16763
BOMTALKIES  ,20231006,4.68,4.68,4.67,4.68,6695
IND CEM CAP ,20231006,12.39,13.00,11.78,11.80,6537
AD-MANUM FIN,20231006,51.16,51.17,48.16,49.33,4315
MEHTA I.FIN ,20231006,22.70,22.90,22.70,22.72,1200
INTER GLOB F,20231006,30.50,30.50,29.23,30.50,1148
MCLTD       ,20231006,14.21,14.21,14.21,14.21,5
SHRISTINFRA ,20231006,26.85,27.54,26.85,27.54,155
GUJ.CREDIT  ,20231006,20.79,20.79,19.48,20.60,1671
SYLPH TECH  ,20231006,3.85,3.92,3.66,3.69,253433
DHARANI FIN.,20231006,5.31,5.79,5.28,5.28,8954
ALEXANDER   ,20231006,15.90,15.90,15.11,15.56,12011
IND.BANK MER,20231006,36.50,36.50,35.65,36.15,10190
SHRYDUS     ,20231006,30.38,32.14,30.38,31.04,9427
BHARAT BHUSH,20231006,39.90,42.29,34.44,35.02,106255
USHAKIRAN FI,20231006,23.05,23.05,22.80,22.80,16
VIVO BIO TEC,20231006,38.47,38.47,36.26,37.17,18931
VEERHEALTH  ,20231006,19.50,20.66,18.70,20.66,200258
PAN INDIA C ,20231006,2.05,2.10,2.02,2.06,75811
SAHARA HOUSG,20231006,68.26,68.26,68.26,68.26,192
NDA SECURIT.,20231006,27.50,27.50,26.99,26.99,529
GSB FINANCE ,20231006,10.68,10.74,9.80,10.74,171
MORARKA FIN.,20231006,130.20,142.65,126.00,132.65,4860
PRO FIN CAP.,20231006,1.20,1.27,1.17,1.23,3866256
TIMES GUARAN,20231006,68.75,72.80,67.95,69.50,10874
SANCHAY FIN.,20231006,22.04,22.04,22.04,22.04,850
SOMDATT FIN ,20231006,115.30,120.00,115.30,120.00,2395
REGENCY TRUS,20231006,1.66,1.66,1.66,1.66,1000
AVONMORE    ,20231006,71.00,72.00,71.00,71.99,5488
LIBORD FIN  ,20231006,5.71,6.30,5.71,5.73,1840
YASH MANAGE.,20231006,13.98,13.98,12.52,12.83,5638
ISL CONSULT ,20231006,28.92,29.96,28.92,29.06,2041
R R FINANCE.,20231006,15.55,15.55,15.55,15.55,842
IMCAP       ,20231006,475.00,475.00,460.00,463.30,774
SAMBHAAV MED,20231006,3.10,3.20,3.05,3.19,10092
OMEGA INTERA,20231006,102.00,106.05,102.00,106.05,5751
SUGAL DAM   ,20231006,19.47,19.47,18.75,18.75,1702
NETTLINX LTD,20231006,86.80,88.99,85.33,88.49,1316
SCANSTL     ,20231006,57.62,64.80,57.62,63.54,813001
MATHEW EASOW,20231006,7.15,7.15,7.15,7.15,1001
AJCON GLOBAL,20231006,27.90,29.09,27.83,27.85,310
STD.CAP.MRKT,20231006,50.85,50.85,50.85,50.85,279
YOGI        ,20231006,29.00,29.00,27.18,27.18,1035
CUBICAL FIN.,20231006,1.43,1.50,1.40,1.40,12252
RELIC TECHNO,20231006,17.50,18.30,16.63,16.63,1741
NIMBSPROJ   ,20231006,29.10,32.70,29.10,31.14,877
BAIDFIN     ,20231006,27.47,27.80,25.87,26.03,209944
USHDEV INTNL,20231006,1.59,1.59,1.56,1.56,47009
MEHTA HOUSIN,20231006,82.00,83.00,82.00,82.00,201
SHALIB.FINAN,20231006,350.00,354.00,350.00,354.00,6000
ABIRAMI FIN.,20231006,25.96,26.47,25.96,26.47,86
MANSI FINANC,20231006,44.00,44.00,44.00,44.00,3
SEVENHILL   ,20231006,0.63,0.64,0.61,0.63,284549
AASTAFIN    ,20231006,39.00,39.90,38.02,38.59,139
MASTER TRUST,20231006,345.00,354.00,335.00,341.60,4742
EFCIL       ,20231006,249.75,255.65,249.75,255.00,74406
CNI RES LTD ,20231006,2.20,2.20,2.11,2.13,74507
SARASW.COMM.,20231006,2829.90,2830.00,2730.05,2814.15,72
N.D.METAL   ,20231006,46.17,46.17,46.17,46.17,1
KAPIL COTEX ,20231006,116.95,116.95,116.95,116.95,1
TCC         ,20231006,76.84,76.84,76.84,76.84,1
ROYAL IND   ,20231006,2.97,2.98,2.97,2.98,34429
LUHARUKA    ,20231006,4.09,4.09,3.95,3.95,216921
VISVEN      ,20231006,95.25,98.00,95.25,98.00,102
DECCANGOLD  ,20231006,92.00,92.00,90.20,90.98,50158
CRANES SOFTW,20231006,6.31,6.31,6.31,6.31,81096
SAICOM      ,20231006,0.53,0.53,0.50,0.52,1981366
NIDHI GRANIT,20231006,77.50,77.70,77.50,77.70,160
SIGNET IND  ,20231006,60.77,60.77,59.00,59.32,18641
ADVANCE TECH,20231006,1.85,1.85,1.85,1.85,929218
ABANSENT    ,20231006,172.00,179.90,168.75,179.90,382
VAMA INDS   ,20231006,4.50,4.60,4.45,4.53,22592
SUNTECK REAL,20231006,449.75,454.00,443.15,452.80,29109
SILVEROAK   ,20231006,2.26,2.26,2.26,2.26,1902
STEPHANOTIS ,20231006,45.48,45.48,43.70,45.48,4223
PRISM MEDI  ,20231006,27.99,28.55,26.48,28.25,22436
VERITAS     ,20231006,230.00,234.25,225.15,232.40,5060
ASHIRWAD CAP,20231006,3.95,3.95,3.77,3.81,65284
SVARTCORP   ,20231006,3.05,3.49,3.02,3.41,2063576
MEDIA MATRIX,20231006,24.85,24.85,24.17,24.44,33792
NNTL        ,20231006,12.65,12.65,12.29,12.63,1038
CHAMBAL BREW,20231006,3.00,3.00,3.00,3.00,50
KRL         ,20231006,6359.00,6359.00,6359.00,6359.00,21
ARAVALI SEC.,20231006,3.90,4.00,3.90,4.00,964
CRESSANDA SO,20231006,23.35,24.50,23.10,23.95,5895134
SHARDUL SECU,20231006,100.20,106.05,100.20,103.10,104
SERA        ,20231006,10.67,11.41,10.35,11.41,1874401
NIRAV COMMER,20231006,459.95,459.95,459.95,459.95,1
APOLLO FIN I,20231006,499.00,527.95,499.00,510.25,1059
ENBEE TRADG.,20231006,17.20,17.68,16.04,17.16,77348
GANONPRO    ,20231006,16.25,16.40,15.16,16.04,120939
SHRI JAGDAMB,20231006,686.00,686.00,660.00,664.45,1182
LLOYDS MET E,20231006,553.45,567.00,553.45,564.05,25392
SHREE GLOBAL,20231006,33.15,35.13,33.15,35.13,3049938
BETEX INDIA ,20231006,135.80,150.00,135.80,136.15,1123
POLYTEX(P)  ,20231006,3.10,3.10,2.95,2.95,5320
DHANAL.COTEX,20231006,71.78,71.78,65.62,71.32,477
OASIS SECUR.,20231006,103.00,103.00,97.00,101.80,310
GARNET INTL ,20231006,41.68,41.68,40.00,40.32,13442
SHALIMAR PRO,20231006,0.49,0.49,0.49,0.49,122726
SUPER SAL IN,20231006,1111.00,1169.00,1111.00,1115.85,205
ZENITH EXP. ,20231006,110.30,110.30,110.30,110.30,25
KOHINORFOODS,20231006,35.45,35.54,34.60,34.77,25010
NEELKANTH   ,20231006,57.15,57.15,57.12,57.15,1550
ZODIAC JRD  ,20231006,70.47,70.47,68.00,70.47,12162
SITA ENTER. ,20231006,23.52,24.37,23.22,24.30,905
PULSAR INTL.,20231006,70.35,74.85,70.35,73.00,459
UNIMODE OVER,20231006,147.60,147.60,147.60,147.60,50
KEYFINSER   ,20231006,111.00,112.00,108.15,110.45,104
ADANI ENTER ,20231006,2466.45,2515.00,2466.45,2477.10,122739
HARIA EXPORT,20231006,4.55,4.79,4.55,4.75,8513
RLF LIMITED.,20231006,6.55,6.55,6.10,6.25,1817
REGENTRP    ,20231006,3.39,3.40,3.12,3.21,284686
ORBIT EXPORT,20231006,174.00,175.10,173.70,174.05,496
SAVERA IND  ,20231006,85.00,85.00,82.50,84.90,270
VBC FERRO   ,20231006,39.68,39.68,37.00,37.40,927
REMI EDEL   ,20231006,43.20,43.20,40.89,42.44,452
G.S.AUTO INT,20231006,21.21,21.86,20.56,20.98,34753
TRANSFREIGHT,20231006,21.49,21.49,20.96,21.06,545
SHIV.BIMETAL,20231006,521.60,530.50,521.60,527.50,9106
AMFORGE IND.,20231006,8.13,8.13,8.13,8.13,4263
ABC GAS INT ,20231006,54.80,56.76,53.61,56.36,839
ACROW INDIA ,20231006,814.70,814.70,800.00,805.05,45
STL STR INF ,20231006,23.50,23.55,22.75,22.81,1917
PENNAR STEEL,20231006,105.05,108.20,105.05,107.65,72733
JYOTI STRUCT,20231006,16.00,16.00,16.00,16.00,513309
JAY USHIN   ,20231006,809.90,809.90,770.00,773.35,283
ST.STR.WHEEL,20231006,290.00,290.60,284.65,289.05,14723
MAN IND.(I) ,20231006,194.85,199.20,192.10,194.65,42300
MODERN STEEL,20231006,18.49,18.90,18.05,18.75,4115
SYNTHIKO FOI,20231006,113.20,115.45,113.20,115.45,195
GOLKONDA    ,20231006,14.61,15.34,14.61,15.30,455
GUJ.TOOLROOM,20231006,23.48,24.42,23.48,24.42,51585
COCHIN MIN. ,20231006,252.85,252.85,244.55,248.20,12539
ISW LTD     ,20231006,2.15,2.22,2.15,2.18,72513
KVFORGE     ,20231006,57.31,60.79,57.31,60.79,6552
CARBORUNDUM ,20231006,1186.55,1187.20,1167.80,1169.15,2569
MINERAL&METL,20231006,58.40,59.35,58.20,59.06,149246
VALLABH STEL,20231006,8.29,8.70,8.29,8.70,765
ASHIANA ISP.,20231006,36.99,37.50,36.00,36.50,3513
PM TELELINN ,20231006,6.10,6.11,6.10,6.10,1666
SMFIL       ,20231006,4.65,4.80,4.51,4.57,23936
BLOOM INDUST,20231006,24.99,24.99,20.42,23.32,5019
TATA METALIK,20231006,959.85,959.85,936.00,941.20,752
ELANGO INDUS,20231006,10.45,10.45,9.47,10.10,182
KANISHK ST. ,20231006,29.73,29.73,27.00,28.35,8122
MAHALAXMI SM,20231006,7.54,7.54,7.33,7.47,1081
SIMPLEX CAST,20231006,54.10,54.10,52.61,53.00,690
SH.STEEL WIR,20231006,36.97,37.88,36.00,37.62,561
SOUTH.MAGNES,20231006,168.80,168.80,168.80,168.80,1580
BARODA EXTR.,20231006,2.84,2.88,2.70,2.76,87589
KALYANI FORG,20231006,465.50,465.50,463.70,463.75,1330
PANCH.STEEL ,20231006,145.00,145.00,141.05,143.85,107
ADITYA ISPAT,20231006,9.05,9.05,8.89,9.04,2033
STEELCAST   ,20231006,671.60,690.00,668.15,683.65,2638
GLITTEK GRAN,20231006,3.44,3.61,3.44,3.61,3734
PRADEEP MET.,20231006,151.05,153.35,149.35,149.65,14045
GNRL        ,20231006,15.05,15.70,15.00,15.66,62723
SHARDA ISPAT,20231006,150.20,150.20,147.20,150.20,512
NOVA IRON&ST,20231006,20.09,20.09,19.70,19.70,11656
STERPOW     ,20231006,17.29,17.30,16.80,17.24,830
HIND.COPPER ,20231006,154.90,155.70,153.25,154.35,268546
TULSYAN NEC ,20231006,81.80,81.80,81.80,81.80,3175
AXEL POLYMER,20231006,47.50,50.70,47.50,49.50,575
SPECTRA IND.,20231006,4.00,4.25,3.85,4.25,9097
KIC METALIKS,20231006,59.80,60.99,58.00,59.99,22526
SOLID STONE ,20231006,39.97,39.97,34.01,35.63,13149
SHILP GRAVUR,20231006,128.00,129.00,126.10,127.60,17822
WHITEORG    ,20231006,7.42,7.50,7.21,7.29,53127
MFSINTRCRP  ,20231006,15.40,15.40,14.63,14.63,98
HGIND       ,20231006,199.70,199.70,185.20,193.00,560
HIM.FIBRES  ,20231006,12.34,12.34,12.34,12.34,2745
RAJKAMAL SYN,20231006,27.00,27.00,26.00,26.40,705
DEEPAK SPINN,20231006,243.00,243.00,240.00,240.65,4222
LOY.TEX MILL,20231006,634.65,637.00,595.30,632.70,412
HIMAT.SEIDE ,20231006,133.75,136.90,132.65,135.15,14899
BSL LTD.    ,20231006,185.70,208.00,181.35,191.85,3282
EVERTEX     ,20231006,22.66,22.66,22.66,22.66,2300
PBM POLYTEX ,20231006,104.30,104.30,99.80,101.10,10593
ADHINATH TEX,20231006,30.59,30.59,27.73,28.51,8862
KONARK SYN. ,20231006,11.04,11.04,11.04,11.04,200
SURYALATA SP,20231006,535.05,535.10,526.10,533.05,2086
SURYAVA SPIN,20231006,25.80,25.80,20.00,23.97,4798
TT LTD.     ,20231006,93.11,95.00,93.02,95.00,351
WELSPUN (I) ,20231006,118.50,120.25,118.50,119.70,29103
IND.ACRYLICS,20231006,14.49,14.49,13.40,13.59,419452
CEETA IND.  ,20231006,28.55,31.50,28.55,29.28,3023
VARDHMAN POL,20231006,49.10,53.36,49.10,53.36,6278
BLACKROSE   ,20231006,141.00,144.00,140.00,140.55,19658
ST CORP     ,20231006,35.06,35.06,35.06,35.06,460
BINNY LTD.  ,20231006,259.20,308.00,259.20,287.80,112617
RAMGOPAL POL,20231006,5.29,5.50,5.05,5.24,1311
SANGAM INDIA,20231006,365.80,365.85,355.00,358.05,4627
MKVENTURES  ,20231006,1224.70,1287.00,1150.00,1245.90,1070
KUSHIND     ,20231006,5.93,5.93,5.60,5.60,3663
SREECHEM RES,20231006,44.60,44.60,44.60,44.60,100
SEASONS TEXT,20231006,13.75,13.89,12.75,13.20,893
ZENITH FIBRE,20231006,68.00,69.00,66.60,67.72,931
BHILWARA SP.,20231006,67.54,67.54,64.60,66.70,1739
SANRHEA TECH,20231006,70.00,70.00,67.00,68.59,2869
VIPPY SPIN. ,20231006,145.75,145.75,140.10,142.60,1162
JAY HIND SYN,20231006,17.80,18.00,17.30,17.99,796
RAGHUVIR SYN,20231006,113.10,115.00,112.00,112.95,3659
KAMADGIRI   ,20231006,122.50,122.50,122.50,122.50,13
PATSPIN INDI,20231006,11.15,11.63,11.00,11.53,24130
ONEGLOBAL   ,20231006,49.99,50.25,48.00,50.25,1980
NEOINFRA    ,20231006,13.21,14.59,13.21,14.20,247
WINSOME YRN ,20231006,7.23,7.23,7.23,7.23,2293
PREMIER POLY,20231006,115.75,115.75,115.00,115.75,865
EVERFIN     ,20231006,61.90,64.90,58.81,59.23,176
KRRAIL      ,20231006,863.35,863.35,824.00,832.55,49255
YARN SYNDICA,20231006,31.30,33.90,30.78,32.47,69528
GUJ COTEX   ,20231006,3.35,3.50,3.31,3.50,105080
GARWARE SYN.,20231006,11.79,11.79,11.79,11.79,465
SARUPINDUS  ,20231006,28.25,28.25,28.25,28.25,272
HINDU.ADHESI,20231006,279.00,279.00,272.35,275.65,1058
SRI KPR IND ,20231006,17.92,19.60,17.90,19.28,22049
JYOTI RESINS,20231006,1656.65,1668.90,1603.90,1632.55,11427
MAHA.RUBTECH,20231006,205.45,207.50,200.00,201.45,830
SOUTH.LATEX ,20231006,15.50,15.50,15.50,15.50,100
WIMSOME TEXT,20231006,62.75,68.00,62.25,66.61,27852
MOD.INSUL.  ,20231006,92.50,92.85,88.00,89.10,100400
REG.CERAMIC ,20231006,37.92,37.92,37.92,37.92,6641
MURD.CERAM  ,20231006,57.68,58.00,54.61,55.35,112455
SAINT-GOBAIN,20231006,115.35,122.00,114.05,118.40,162873
MADHUS.IND. ,20231006,74.86,74.86,74.86,74.86,2905
RESTILE CER.,20231006,3.78,3.78,3.78,3.78,95
MADHAV MARB.,20231006,50.09,52.15,49.85,51.55,1977
RAMASIGNS   ,20231006,2.83,3.00,2.83,2.92,6660
HIND.NAT.GLS,20231006,14.99,15.00,14.95,15.00,67975
HALDYN GLASS,20231006,128.40,128.40,120.75,121.90,203925
DUROPLY     ,20231006,185.85,185.85,180.25,181.15,4585
SHREYANS IND,20231006,237.00,243.75,237.00,243.75,3132
AGIO PAPER  ,20231006,3.93,3.93,3.93,3.93,2133
PAKKA       ,20231006,233.10,234.05,223.25,223.85,26945
VISHNU CHEM ,20231006,333.55,333.55,328.80,331.05,4646
JUMBO BAG   ,20231006,26.85,26.85,25.60,25.61,16177
N.R.AGARWAL ,20231006,371.15,372.25,365.90,367.60,3294
SANGAL PAPER,20231006,185.00,193.00,185.00,193.00,75
SH.KARTHIK P,20231006,8.98,8.98,8.21,8.66,6797
S.I.PAPER   ,20231006,106.05,107.00,106.00,106.10,6276
FAMILYCARE  ,20231006,7.16,7.17,7.15,7.17,42330
VINDHYA TELE,20231006,2283.20,2286.60,2230.00,2246.80,1517
RIR         ,20231006,690.00,699.00,665.05,676.40,4188
INT.DATA MAN,20231006,10.00,10.50,10.00,10.50,1001
JETINFOTRAN ,20231006,47.15,48.50,47.15,47.24,1276
INDAGIV COMM,20231006,37.00,37.00,37.00,37.00,1
APLAB LTD.  ,20231006,70.00,70.18,66.12,69.98,13862
PCS TECH    ,20231006,14.29,14.29,13.92,14.21,3125
USHA MART.LT,20231006,340.30,340.50,331.95,334.40,9344
SPEL SEMICON,20231006,55.71,57.19,55.71,56.53,29592
SUBROS LTD. ,20231006,394.00,394.00,381.05,383.80,3506
EDVENSWA    ,20231006,40.15,41.19,38.20,40.34,14768
HONEYWELL   ,20231006,39686.00,39686.00,38932.05,39007.65,114
SWITCH.TECH.,20231006,51.90,51.90,51.90,51.90,251
CALCOM VISIO,20231006,151.95,159.00,151.95,155.90,10549
DYNAVISION  ,20231006,157.85,157.85,150.05,156.85,852
BCC FUBA    ,20231006,70.83,70.84,70.83,70.84,16849
PRECISION EL,20231006,46.82,48.68,46.82,48.68,1208
FINELINE CI ,20231006,66.00,70.00,65.51,67.45,1763
HBL P SYS   ,20231006,279.00,294.60,276.25,291.25,197054
S&S POWER SW,20231006,110.30,110.30,106.00,110.30,10556
GUJARATPOLY ,20231006,85.00,87.00,78.61,83.55,105879
GUJ.IND.POW.,20231006,147.65,156.15,145.50,153.30,540694
MINDTECK (I),20231006,177.10,212.45,177.10,209.25,172085
HAVELLSINDIA,20231006,1411.35,1418.85,1394.40,1399.40,9698
ACI INFOCOM ,20231006,1.24,1.26,1.24,1.26,152472
SBEC SYSTEMS,20231006,23.05,23.06,23.05,23.06,2172
INCAP LTD.  ,20231006,40.33,40.33,38.80,40.33,987
GUJ.INTRUX  ,20231006,251.50,255.00,250.00,250.55,936
IGARSHI MOT ,20231006,620.05,623.70,616.45,619.20,4414
VINTRON INF.,20231006,4.50,4.75,4.45,4.62,54142
PAN ELECTR. ,20231006,31.97,32.18,31.00,32.14,850
VXL INSTRUM.,20231006,6.54,6.54,6.00,6.01,1623
SHYAM TELEC.,20231006,7.00,7.00,7.00,7.00,17
LEE&NEE SOFT,20231006,7.90,7.90,7.55,7.69,15655
PATEL AIRTEM,20231006,384.90,384.90,359.00,368.85,19533
BFLYGANDHI  ,20231006,1223.70,1230.00,1220.70,1224.00,1166
ATHENAGLO   ,20231006,67.80,76.00,67.80,74.48,27861
DUTRON POLY.,20231006,152.70,157.95,151.10,151.10,499
R.S.SOFTWARE,20231006,51.93,51.93,51.93,51.93,9092
MAGNA ELECTR,20231006,510.80,510.80,490.80,490.80,1145
MARSONS     ,20231006,5.90,6.00,5.80,5.93,15255
ELNET TECH. ,20231006,254.95,259.60,247.55,248.45,12359
ACCEL       ,20231006,20.30,21.00,20.00,20.56,32370
ROTO PUMPS  ,20231006,345.10,353.25,345.10,351.80,1753
TTK PRESTIGE,20231006,779.05,790.20,768.80,779.00,6380
DHINDIA     ,20231006,92.95,96.80,83.00,86.90,215078
RAJ GLO WIR ,20231006,750.05,767.30,750.00,761.25,5469
SURANATP    ,20231006,12.00,12.00,11.38,11.75,38254
ONWARD TECHN,20231006,545.20,566.00,544.30,562.20,8800
ALFA TRANSFO,20231006,61.40,61.40,60.18,60.18,32453
NHCFOODS    ,20231006,41.90,41.90,40.00,40.86,34074
PVP VENT LTD,20231006,12.74,12.85,12.50,12.85,640620
TRIGYN TECH ,20231006,124.55,129.00,124.55,127.05,58629
KEI INDUST. ,20231006,2685.05,2739.20,2685.05,2724.05,13208
IMPPOWERS   ,20231006,4.80,5.20,4.75,4.76,10872
KEERTHI     ,20231006,132.25,136.75,132.25,135.50,149
BHEEMA CEM  ,20231006,27.20,27.70,26.39,27.17,108076
SURAJ PRODUC,20231006,276.00,276.00,256.00,259.65,8126
ANJANI PORTL,20231006,183.35,184.70,180.80,182.85,2374
MODINATURAL ,20231006,340.00,341.00,324.00,326.90,14833
SHAH FOOD(P),20231006,159.50,175.45,158.75,175.45,6833
KHANDEL. EXT,20231006,62.00,64.00,61.30,61.50,300
RITESH INTER,20231006,37.49,37.49,35.88,37.15,3954
HIND.FOODS  ,20231006,542.30,545.00,538.10,540.50,8968
NAHAR INDUST,20231006,141.45,148.65,141.10,147.20,21382
VADILAL ENT ,20231006,3601.50,3750.00,3601.50,3700.00,6
ASHIANA AGRO,20231006,11.95,11.95,11.73,11.73,1112
RGRL        ,20231006,8.31,8.89,8.31,8.88,4938
WILLIAM.FIN.,20231006,5.25,5.25,5.25,5.25,645
AJANTA SOYA ,20231006,35.50,35.50,33.55,34.22,216160
WILLIAM.MAGO,20231006,29.40,29.40,28.00,28.28,20516
SIEL        ,20231006,45.43,45.43,45.00,45.00,799
SAPTARISHI A,20231006,16.93,16.93,15.81,16.50,2712
SARDA PROT. ,20231006,39.00,42.75,39.00,42.65,1357
PRIMA AGRO L,20231006,28.90,29.03,28.30,29.03,6898
MADHUR IND  ,20231006,4.69,4.78,4.69,4.78,127
TARAI FOODS ,20231006,5.04,5.39,4.91,5.32,192
MODERN DAIRI,20231006,20.00,20.20,19.60,19.77,26433
BAMBINO AGRO,20231006,345.05,349.90,337.20,341.10,641
PRIME INDS. ,20231006,158.50,158.55,158.50,158.55,12391
VSF PROJ    ,20231006,53.95,53.95,52.00,52.58,5302
POONA DAL   ,20231006,61.40,61.40,57.95,58.96,1765
TRANSGL.FOOD,20231006,84.70,84.70,84.50,84.50,2
SHARAT INDUS,20231006,48.00,49.79,46.75,48.33,8849
KSE LIMITED ,20231006,1644.65,1645.00,1617.00,1617.20,676
NARBADA     ,20231006,54.99,56.00,54.99,55.21,4565
VIRAT CRANE ,20231006,42.15,43.65,42.14,42.27,5022
IB INFOTECH ,20231006,92.10,92.10,90.26,90.26,334
AMBARPIL    ,20231006,205.00,205.00,195.00,203.50,193
CHORDIA FOOD,20231006,82.12,86.10,81.00,81.53,1172
CIANAGRO    ,20231006,44.37,45.40,41.33,41.44,4789
TAI INDUST. ,20231006,40.90,40.90,37.50,38.56,4475
N K INDUST. ,20231006,37.50,38.35,36.10,38.35,47
BKV INDUSTRS,20231006,9.51,9.99,9.51,9.93,4582
NCC BLUE WAT,20231006,8.85,8.85,8.85,8.85,200
NORBEN TEA  ,20231006,13.96,13.96,12.64,13.84,7796
ASIAN TEA   ,20231006,13.29,13.58,13.02,13.18,14671
SIMRAN FARMS,20231006,125.85,125.85,123.25,125.00,2108
HIND.AGRIGEN,20231006,43.71,43.71,43.71,43.71,900
SURYO FOODS ,20231006,12.84,12.84,12.84,12.84,244
INTEG.PROEIN,20231006,13.36,13.36,13.36,13.36,4
MAHAAN FOODS,20231006,28.25,29.55,27.50,29.23,528
OMAX AUTOS. ,20231006,61.45,61.78,60.77,61.06,12297
MUNJAL SHOWA,20231006,143.25,144.00,142.15,143.40,1336
TVSHLTD     ,20231006,5600.00,5600.00,5416.00,5480.20,363
MUNAUTO     ,20231006,57.03,57.25,56.55,56.76,8355
JAYBH.MARUTI,20231006,269.70,275.15,267.70,273.00,2711
RACLGEAR    ,20231006,1217.00,1265.85,1205.50,1258.40,10889
SAMKRG PIST.,20231006,143.00,147.00,143.00,144.35,3137
RATNAMNI MET,20231006,2555.05,2617.95,2555.05,2605.35,611
VESUVIUS IND,20231006,3083.60,3095.00,3069.55,3080.70,338
AUTOMOTIVE S,20231006,413.05,422.00,413.05,414.75,1280
ABC INDIA   ,20231006,92.00,94.50,88.05,93.66,759
BALURGHAT TE,20231006,16.25,18.34,16.21,18.17,200698
SIBAR AUTO  ,20231006,8.30,8.30,8.02,8.21,2512
SHREY SH LOG,20231006,360.45,364.15,357.15,359.80,2270
STARLOG     ,20231006,30.80,30.88,28.21,30.88,11028
TITANIN     ,20231006,56.00,56.00,55.82,55.82,32932
EUROTEX IND ,20231006,11.30,11.30,11.30,11.30,2
INDO COUNT  ,20231006,223.85,231.90,221.25,227.65,33868
MARAL OVERS ,20231006,76.36,78.00,76.36,77.04,910
SOMA TEXTILE,20231006,18.70,19.07,18.70,19.07,8035
ADV LIFESTY ,20231006,114.40,114.40,114.40,114.40,2035
KAKATIYA TEX,20231006,29.21,29.21,28.52,28.52,596
OCTAVE      ,20231006,1.71,1.80,1.71,1.80,4858
HISAR SPIN. ,20231006,41.00,41.00,41.00,41.00,200
PASARI SPIN ,20231006,6.75,7.00,6.75,6.81,9320
