TICKER, DATE, OPEN, HIGH, LOW, CLOSE, VOLUME
HIND.CONSTN.,20231006,27.84,29.00,27.59,28.61,4199113
HIND.OIL EXP,20231006,163.30,166.50,161.40,162.20,71722
HINDUS.ZI   ,20231006,305.15,306.35,302.35,305.65,59332
NDLVENTURE  ,20231006,140.50,140.60,140.40,140.60,76
HMT LTD.    ,20231006,55.92,55.92,55.92,55.92,6276
PRAG BOSIMI ,20231006,3.01,3.01,2.86,2.95,14714
I.G.PETRO   ,20231006,524.70,525.25,512.70,515.95,1735
IND.GLYCOLS ,20231006,705.00,723.45,696.10,698.55,9140
MARGO FIN   ,20231006,31.93,38.31,29.20,38.29,70039
INFOSYS LTD ,20231006,1467.80,1484.20,1463.50,1478.55,500258
INGERSOLL   ,20231006,2872.95,2964.00,2872.95,2914.65,1491
INTER.TRAVEL,20231006,380.00,409.00,378.45,399.95,29389
AGRO TECH FO,20231006,820.60,838.15,820.60,835.60,879
JAIN IRRIG  ,20231006,62.01,66.80,62.01,65.04,1127385
JCT LTD     ,20231006,3.02,3.09,2.95,3.01,824545
JINDAL POLYF,20231006,692.95,704.50,680.95,683.10,12298
JSWSL       ,20231006,758.95,771.35,758.95,765.25,90760
UMANG DAIR  ,20231006,73.97,73.99,71.42,72.53,2653
KAJARIA CER.,20231006,1335.00,1338.75,1316.55,1319.65,3607
KAKATIYA CEM,20231006,221.95,225.00,220.80,224.20,303
KALYANI STEL,20231006,491.60,506.05,491.60,497.35,12871
KANELIND    ,20231006,1.39,1.53,1.39,1.51,8401
KG DENIM    ,20231006,29.75,32.50,29.75,31.14,22474
KINETIC ENG.,20231006,136.55,139.85,135.00,136.60,5225
KIRL.BROS.  ,20231006,867.60,920.30,867.60,885.80,8232
KIRL INDUS  ,20231006,3117.70,3141.95,3101.00,3113.15,309
KIRL.FERROUS,20231006,466.05,471.85,465.20,467.70,4789
ENVAIN ELECT,20231006,238.35,238.35,233.75,233.75,4313
KOTAK MAH.BK,20231006,1749.95,1749.95,1731.00,1743.90,238662
L.G.BALKRISH,20231006,1046.90,1048.00,1011.80,1032.10,1322
TRENT LTD.  ,20231006,2050.00,2090.95,2050.00,2071.35,8770
LIC HOUS.FIN,20231006,470.95,475.50,466.40,468.35,83763
LUPIN LTD.  ,20231006,1163.95,1165.30,1152.75,1155.55,16014
HYBRIDFIN   ,20231006,8.28,8.28,8.18,8.18,1754
MAFATLAL IND,20231006,171.65,171.65,165.00,171.65,691778
MAH.SEAMLESS,20231006,605.00,612.05,596.30,598.30,12406
MAH.SCOOTER ,20231006,7581.40,7749.00,7565.00,7718.05,211
MAJESTIC AUT,20231006,185.00,192.60,185.00,187.70,2487
MANALI PETRO,20231006,68.29,69.00,67.40,67.98,81399
BARODA RAYON,20231006,171.00,173.40,168.00,170.70,2178
MID INDIA IN,20231006,8.40,8.46,8.20,8.20,5361
MIRC ELECT  ,20231006,18.93,19.20,17.99,18.15,178490
CENTURY ENKA,20231006,423.00,428.25,422.05,424.30,2057
LORDS CHLORO,20231006,162.60,165.05,160.50,161.55,2398
SPICEJET LTD,20231006,35.39,37.10,35.39,35.98,2420805
MOREPEN LAB.,20231006,36.17,36.44,35.96,36.16,279267
MRF LTD.    ,20231006,107401.00,108038.50,107157.45,107594.65,144
HEIDEL CEM  ,20231006,196.00,197.15,193.10,193.80,16338
NAHAR SPG.  ,20231006,262.70,263.55,258.95,261.00,998
NAT.PEROXIDE,20231006,1102.35,1102.35,1102.35,1102.35,2896
NIIT LTD.   ,20231006,121.00,122.85,120.00,120.70,48212
JAYKAY      ,20231006,71.15,73.69,71.00,71.60,30502
NIRLON      ,20231006,411.00,417.50,405.60,410.95,4495
ONGC CORPN  ,20231006,183.70,183.70,180.60,181.35,155240
OIL COUNTRY ,20231006,24.59,24.59,24.59,24.59,39624
ORIENT HOTEL,20231006,87.50,94.10,87.10,93.63,331474
OSWAL AGRO. ,20231006,34.93,35.31,34.79,35.10,9918
INDIAN SUCRO,20231006,93.75,93.75,90.00,91.47,6003
PANYAM CEMEN,20231006,13.09,13.09,13.09,13.09,1074
PIDILITE    ,20231006,2429.65,2457.90,2429.60,2453.50,19134
SURYA ROSHNI,20231006,490.00,523.35,488.70,504.75,43003
PRIME SECUR.,20231006,146.90,150.95,144.00,149.55,3051
PUN.COMMUNI.,20231006,47.51,47.51,43.35,45.41,9449
RSWM  LTD   ,20231006,187.65,192.50,187.65,189.85,5926
RAJSH.SUGAR ,20231006,51.99,52.40,50.50,51.05,7129
RALLIS INDIA,20231006,215.35,216.00,212.90,214.95,13098
RAMA PAPER  ,20231006,23.75,23.75,23.75,23.75,1
RAMA PETRO  ,20231006,4.23,4.66,4.23,4.66,1005
RAPICUT CARB,20231006,65.38,67.83,65.00,67.65,15145
WELSPLSOL   ,20231006,37.00,37.50,36.10,36.97,304300
ROLTA (I)   ,20231006,2.20,2.31,2.20,2.30,259760
RUBFILA INT.,20231006,84.00,84.00,81.15,82.41,39548
SALORA INT. ,20231006,48.02,48.02,48.02,48.02,711
SHREE CEMENT,20231006,25766.85,25899.95,25598.25,25781.95,217
SHREE KRISHN,20231006,28.35,28.35,28.35,28.35,339
SUNDARAM FAS,20231006,1255.55,1256.95,1230.00,1234.30,678
SUNFLAG IRON,20231006,194.75,198.95,191.95,197.60,17768
SUPREME PET ,20231006,520.70,533.00,519.30,525.00,5010
SWARAJ ENGIN,20231006,1979.85,1993.00,1975.70,1993.00,173
THIRUMALAI  ,20231006,213.05,214.90,210.75,211.40,12766
TIMEX GROUP ,20231006,155.00,161.75,155.00,159.25,91403
TORRENT PHAR,20231006,1864.95,1897.30,1858.55,1894.65,6390
TRANSCHEM   ,20231006,24.67,28.32,23.79,28.32,118899
UTLINDS     ,20231006,2.12,2.29,2.12,2.29,23241
UNIPHOS ENT.,20231006,162.10,163.85,161.50,162.30,963
VARD HOLDNG ,20231006,3025.60,3026.05,3005.00,3010.25,17
WEST COAS PA,20231006,707.40,716.95,707.05,710.05,7527
HIND.ORG.CHM,20231006,36.80,36.94,34.12,35.41,409246
MPIL CORP L ,20231006,1010.90,1010.90,1010.90,1010.90,290
PAS.ACRYLON ,20231006,40.85,45.65,40.25,44.90,443174
PROCTER &GAM,20231006,17808.20,18044.80,17700.00,17858.20,171
MUKAND LTD. ,20231006,165.10,172.50,165.05,170.40,28300
UCAL        ,20231006,135.20,137.95,133.50,137.40,1225
HARR.MALAYAL,20231006,158.05,161.95,157.70,159.75,6352
BAJ HOLD INV,20231006,6748.00,6872.05,6711.00,6844.30,1403
HIND.MOTORS ,20231006,15.49,17.95,15.27,17.73,1527883
LARSEN & TOU,20231006,3099.00,3113.95,3073.25,3093.45,267681
MAH & MAH   ,20231006,1541.00,1553.95,1540.50,1547.20,57296
PREMIER LTD ,20231006,3.50,3.50,3.21,3.39,19023
BHARAT PET. ,20231006,344.50,348.95,344.00,347.05,79400
SIEMENS LTD.,20231006,3520.10,3572.65,3503.85,3531.75,11051
VOLTAS LTD  ,20231006,884.95,887.60,879.40,885.40,28777
NOVARTIS    ,20231006,725.55,725.55,720.05,720.40,848
PFIZER LTD. ,20231006,3900.05,3993.10,3900.05,3989.90,1596
HIND UNI LT ,20231006,2510.05,2521.75,2493.65,2498.75,128241
NOCIL LTD   ,20231006,227.25,227.35,225.45,226.05,16426
TATA CHEM.  ,20231006,1008.05,1015.15,1005.30,1013.05,28395
T.P.L.      ,20231006,93.45,93.50,90.80,91.13,10198
NESTLE (I)  ,20231006,22960.00,23061.90,22812.45,22915.95,1871
INDIAN HOTEL,20231006,419.95,424.75,418.30,422.95,59671
ITC LTD.    ,20231006,436.10,443.55,436.10,442.20,499227
MODI RUBBER ,20231006,78.81,78.81,78.81,78.81,1578
DALAL ST INV,20231006,283.05,294.30,283.05,294.30,181
INDUS.INV.TR,20231006,109.90,110.00,105.10,108.95,1380
INDUS.&PRUD.,20231006,3945.00,3945.00,3651.00,3750.00,104
TATA INVEST.,20231006,3418.95,3418.95,3276.80,3307.95,6897
PRISMX      ,20231006,1.66,1.66,1.66,1.66,118237
MOTOR&GEN.FI,20231006,31.80,31.80,31.80,31.80,780
RAPID INVES.,20231006,96.36,96.36,96.36,96.36,19
WALCHAND PF ,20231006,179.65,179.65,170.55,178.15,785
SWASTIK SAFE,20231006,5.19,5.19,5.19,5.19,600
W.H.BRADY   ,20231006,412.50,423.95,392.05,413.05,1764
TECHNVISN   ,20231006,186.00,195.00,186.00,195.00,51
SHA ENG PLA ,20231006,1884.00,1890.00,1800.25,1814.30,272
BOM.BURMAH  ,20231006,1238.95,1260.00,1224.05,1241.95,6392
BOM.CYCLE   ,20231006,1110.85,1110.85,1033.25,1088.20,364
INDIA NIVEH ,20231006,25.08,27.70,25.08,27.70,67597
CHOWGULE ST ,20231006,14.10,14.57,14.10,14.44,2071
GLOBAL OFFS ,20231006,35.85,35.85,34.50,35.85,61163
ASIIL       ,20231006,18.10,19.55,18.10,18.63,160366
SAGAR CEM.  ,20231006,243.00,243.00,235.55,238.35,6096
HEMADRI CEM ,20231006,79.47,79.47,79.47,79.47,4429
MANGALAM CEM,20231006,370.90,370.90,363.80,367.95,5084
N C L IND.  ,20231006,225.90,225.90,217.05,218.10,16802
SAURAS.CEM. ,20231006,92.00,92.50,89.00,90.46,260673
SRI DIGV CEM,20231006,92.77,93.85,91.99,93.17,62611
LERTHAI     ,20231006,294.00,294.00,267.50,267.50,36
TRIVENI GLAS,20231006,17.00,17.60,16.80,17.27,18914
NILACHAL REF,20231006,41.00,41.90,40.00,41.57,967
ANDPAPER    ,20231006,603.50,603.50,585.30,587.70,27975
ORIENT PAPER,20231006,50.95,50.95,49.65,49.84,177914
CITADEL     ,20231006,26.25,27.89,25.70,27.23,3893
ROLLATAINER ,20231006,1.17,1.20,1.12,1.20,185395
SESHA.PAPER ,20231006,381.30,381.45,375.75,377.95,5677
NATHIND     ,20231006,63.50,65.25,63.00,65.02,11438
VAPI PAPER  ,20231006,92.15,95.70,88.50,95.65,75
DCM LTD.    ,20231006,85.96,85.96,80.55,83.15,5826
FORBES & CO ,20231006,667.75,675.90,665.15,670.85,1216
H.P.COTTON  ,20231006,107.90,114.75,101.05,112.75,17274
JAMSHRI     ,20231006,4454.55,4454.55,4454.55,4454.55,1
KATARE SPG. ,20231006,263.95,263.95,260.00,261.70,202
LAKSHMI MILL,20231006,4274.90,4275.00,4201.00,4208.50,149
VARDH TEXT  ,20231006,379.50,383.90,370.35,379.95,13716
PENLAND LTD ,20231006,31.88,32.04,31.35,31.90,88438
PASUPATI SPG,20231006,25.35,25.37,25.00,25.00,780
PHOENIX MILL,20231006,1787.95,1814.80,1765.45,1801.00,6280
MARATHON NEX,20231006,428.50,432.75,419.00,428.45,2242
RAJA BAHADUR,20231006,4399.00,4399.00,3981.00,4120.40,44
REL.CHEMOTX ,20231006,227.30,235.00,225.35,230.00,5138
SIMPLEX REAL,20231006,107.20,110.00,107.20,109.95,418
SWAN ENG    ,20231006,284.35,299.50,283.10,297.10,134259
VICTORIA MIL,20231006,4045.00,4045.00,3911.10,3959.40,106
SVARAJ TRAD ,20231006,6.22,6.93,6.22,6.87,20162
ZODIAC VEN  ,20231006,13.94,13.94,13.10,13.76,12066
VEER ENERGY ,20231006,16.10,16.50,15.60,16.03,109006
TILAK       ,20231006,4.77,4.98,4.54,4.64,411439
KKFIN       ,20231006,25.05,25.05,25.05,25.05,999
WAGEND      ,20231006,0.69,0.69,0.66,0.66,302423
MEDIA ONE   ,20231006,45.90,46.05,43.61,43.82,4031
MODELLA WOOL,20231006,69.50,72.00,69.50,72.00,59
SHRI DINESH ,20231006,520.00,520.00,509.95,519.00,31
SRF LIMITED ,20231006,2274.95,2274.95,2237.50,2247.25,8495
SIYARAM SILK,20231006,565.05,574.00,560.00,569.50,2555
SWAD.POLYTEX,20231006,49.30,49.30,46.01,46.25,8543
SHREE MFG CO,20231006,11.74,11.74,11.74,11.74,1
BHARAT BIJLE,20231006,3757.60,3860.00,3691.80,3842.65,1307
ELPRO INTER ,20231006,78.47,78.75,77.60,77.99,59308
GEE LTD     ,20231006,86.95,86.95,85.00,85.17,9975
HIND.RECT   ,20231006,353.70,353.70,353.70,353.70,596
ZENSAR TECH.,20231006,536.55,539.05,526.25,530.55,41527
JYOTI LTD.  ,20231006,60.88,60.88,60.88,60.88,2753
JSL LTD.    ,20231006,478.00,500.95,478.00,478.00,76
KAYCEE IND  ,20231006,12050.00,12100.00,11600.00,11800.00,13
INDOKEM LTD.,20231006,113.40,116.10,111.00,114.00,1293
PANA ENERG  ,20231006,396.50,396.50,364.55,388.00,52614
NELCO LTD.  ,20231006,784.00,788.35,775.00,777.65,6576
PERM MAGNETS,20231006,1433.50,1464.00,1433.50,1447.10,4201
HIGH ENERGY ,20231006,555.00,568.00,553.00,560.00,16587
STD.BATTERY ,20231006,42.49,42.49,40.11,41.78,10848
UNIV.CABLE  ,20231006,498.50,523.00,497.35,508.55,5866
W.S.INDUSTR.,20231006,100.05,105.45,99.25,105.30,16690
DELTON CABLE,20231006,136.15,136.15,136.15,136.15,2628
LAKSHMI ELEC,20231006,1530.00,1540.00,1483.50,1506.20,1515
MODULEX     ,20231006,10.88,11.25,10.35,10.36,20138
CONFINT     ,20231006,9.07,9.07,9.07,9.07,6501
RELTD       ,20231006,70.99,78.90,65.26,74.99,119849
EMPOWER     ,20231006,1.02,1.02,1.02,1.02,9669237
MULTI-PURPOS,20231006,9.38,9.38,8.53,9.26,35287
NYSSACORP   ,20231006,5.65,5.88,5.65,5.73,32134
FLOMIC      ,20231006,87.68,90.00,86.11,89.95,846
KRISHNA VEN ,20231006,69.00,71.76,69.00,71.76,10895
GANESH HOLDI,20231006,58.00,58.00,58.00,58.00,1
UNI ABEX    ,20231006,2350.40,2350.40,2305.00,2350.40,1704
SARDA ENMIN ,20231006,216.60,220.50,214.75,216.00,5741
BHAGWATI AUT,20231006,620.00,620.00,588.20,604.85,1391
BOM.WIRE ROP,20231006,38.80,38.80,38.80,38.80,1876
I BRIGHT ST ,20231006,25.98,26.08,25.97,26.08,879
IND.HUME PIP,20231006,252.30,254.20,245.25,252.40,5288
INVEST &PREC,20231006,480.90,499.00,476.00,495.00,2839
INFORMEDTEC ,20231006,75.16,75.16,71.41,71.54,4267
KAIRA CAN CO,20231006,2326.00,2395.75,2266.00,2314.75,174
ORIENTCER   ,20231006,37.00,37.45,36.60,36.74,8488
NATIONAL STD,20231006,4778.00,4791.05,4715.00,4721.10,37
RATHI ST    ,20231006,22.83,22.83,22.83,22.83,13263
DUNCANENG   ,20231006,417.20,437.85,417.05,420.00,318
SANDUMA     ,20231006,1503.05,1526.00,1489.60,1513.60,2794
STOVAC IND. ,20231006,2366.05,2423.40,2366.00,2411.40,307
TATA YODOGAW,20231006,92.68,92.68,89.60,89.99,4738
WELCAST     ,20231006,810.00,813.85,774.00,801.05,348
AUTO COR.GOA,20231006,1495.20,1585.00,1495.20,1570.20,4239
SETCO AUTO  ,20231006,6.51,6.60,6.51,6.60,37050
SCOOTERS IND,20231006,33.45,33.77,32.81,33.77,24167
TALBROS AUTO,20231006,1056.00,1065.00,1050.00,1057.70,3814
ZF STEERING ,20231006,745.00,760.00,736.05,756.30,3282
TIL LTD.    ,20231006,282.00,286.00,280.00,280.00,1089
JAINEX      ,20231006,156.50,163.95,155.80,157.25,2042
ALFRED HERB ,20231006,823.75,830.00,823.75,828.50,157
VELJAN      ,20231006,2070.40,2150.00,2001.10,2063.95,363
DYNAMAT.TECH,20231006,4649.95,4749.55,4562.85,4618.15,1466
G.G.DANDEKAR,20231006,67.80,67.80,66.00,66.44,1046
KIRLOSAR PN ,20231006,677.00,684.95,667.60,680.55,4869
KPT         ,20231006,390.00,390.00,374.00,376.50,8996
LAXMI AUTOLM,20231006,2057.00,2075.00,2000.00,2067.45,648
MANUGRAPH IN,20231006,23.00,23.19,22.12,23.19,1722
MIRCH       ,20231006,2.54,2.54,2.54,2.54,100
MONOTYPE IND,20231006,0.56,0.56,0.56,0.56,2001653
NESCO LTD   ,20231006,688.30,688.30,670.60,680.05,1341
INTEGRA ENG ,20231006,231.30,240.30,230.00,230.95,50923
SEMAC       ,20231006,2366.90,2366.90,2366.90,2366.90,503
WENDT(INDIA),20231006,14425.10,14491.00,14394.60,14468.00,20
SHYAMKAM INV,20231006,3.69,3.80,3.69,3.80,34
MAHA CORP   ,20231006,1.19,1.19,1.16,1.18,220355
ZEE ENTER   ,20231006,259.00,261.65,258.50,260.50,222274
SKYL MILLAR ,20231006,10.79,10.79,10.33,10.36,6763
BIMETAL BEAR,20231006,647.80,647.95,637.50,639.05,1221
BRADY MORRIS,20231006,423.80,432.25,418.35,432.25,695
LATIMMETAL  ,20231006,16.53,16.53,16.30,16.30,99600
DECCAN BEAR.,20231006,35.15,35.15,35.00,35.07,128
HIMTEK      ,20231006,119.00,119.50,116.00,116.55,2256
HERC.HOISTS ,20231006,317.80,339.15,315.85,321.60,5041
AQFINTECH   ,20231006,653.00,654.70,643.10,644.50,9617
IFB IND.LTD.,20231006,909.95,914.90,888.95,908.55,1424
SINGER INDIA,20231006,96.87,101.71,96.30,101.71,123566
INTER.COMBUS,20231006,1090.00,1111.80,1090.00,1111.80,3962
JOSTS ENG.  ,20231006,469.00,469.00,443.25,450.10,3338
MIPCO SEAM. ,20231006,16.74,16.74,16.74,16.74,400
SNL BEARINGS,20231006,364.00,368.95,339.30,345.40,14806
JAIPAN INDUS,20231006,38.42,39.18,38.42,39.18,1440
MANCREDIT   ,20231006,98.30,101.50,97.60,99.97,9280
TRF LTD.    ,20231006,238.75,243.75,238.15,238.80,3028
WPIL LTD.   ,20231006,2892.20,2906.00,2855.00,2874.50,4599
KENNAMETAL  ,20231006,2570.00,2799.00,2565.00,2663.15,1553
HINDHARD    ,20231006,553.90,554.75,525.00,554.75,4955
TRITON VALVE,20231006,1607.00,1678.00,1607.00,1645.55,822
SUDAL INDUS ,20231006,11.66,11.66,11.43,11.66,9420
PRAKASH IND.,20231006,139.50,142.45,138.75,140.40,50017
STANROSE MAF,20231006,81.01,82.99,81.00,81.00,343
PANKAJPIYUS ,20231006,129.60,129.60,117.50,129.35,477
PARNAXLAB   ,20231006,92.85,92.85,92.50,92.84,2624
INTELL CAP  ,20231006,98.99,98.99,95.23,95.23,150625
VISAGAR POL ,20231006,0.99,1.01,0.93,0.96,636304
GCKL        ,20231006,13.59,13.60,13.01,13.25,1242
STYRENIX    ,20231006,1051.70,1090.00,1047.90,1080.05,759
AMINES&PLAST,20231006,132.45,144.70,127.55,141.10,83598
ANUH PHARMA ,20231006,132.00,132.00,128.45,129.85,19503
CHEMO PHARMA,20231006,28.50,30.00,28.00,30.00,1706
HEUBACHIND  ,20231006,442.05,446.70,439.00,443.70,3811
FERMENTA    ,20231006,163.40,163.40,157.00,158.30,6373
JAYSHRI CHEM,20231006,8.28,8.61,7.97,8.21,40552
KANORIA CHEM,20231006,136.10,139.80,135.25,136.85,21925
KELTECH EN. ,20231006,1674.95,1698.80,1674.50,1698.80,128
KEMP & CO.  ,20231006,950.00,995.00,950.00,995.00,20
NITTA GELA  ,20231006,823.00,831.45,823.00,825.80,5706
M.P.AGRO IND,20231006,8.00,8.00,7.60,7.94,344
ORIENT.CARB.,20231006,784.25,803.00,781.00,790.55,573
AMAL PRODUCT,20231006,293.80,293.80,288.55,290.65,676
POLYCHEM    ,20231006,2083.90,2160.00,2083.90,2160.00,192
PUN.CHEM    ,20231006,1102.30,1228.00,1080.95,1218.55,5295
GUJCHEM DIST,20231006,66.99,66.99,66.99,66.99,5
SADHANA NITR,20231006,79.05,81.00,79.05,80.03,31674
SUDARSH.CHEM,20231006,489.00,489.00,478.00,480.50,4127
ULTRAMARINE ,20231006,411.00,429.00,407.60,424.70,36856
TRANSPEK    ,20231006,1875.00,1897.90,1860.05,1876.80,1896
MYS PETRO   ,20231006,150.00,152.00,146.10,147.70,1870
TUTIALKA    ,20231006,96.00,97.78,90.20,92.62,433330
PRIMO       ,20231006,59.95,61.00,58.52,60.38,421589
TANFAC IND. ,20231006,2049.00,2114.45,1960.00,2114.45,42200
GUJ.PETRO   ,20231006,73.91,73.91,73.91,73.91,477
GUJ.THEMIS. ,20231006,1021.00,1049.00,1021.00,1038.10,24007
SCBL        ,20231006,2.52,2.52,2.52,2.52,2830
JAYSN DYEST ,20231006,81.95,82.00,79.01,81.90,7722
MAKERS LAB. ,20231006,109.90,111.40,107.45,110.45,383
CONT.CHEM   ,20231006,59.05,62.00,59.05,62.00,115
J.B.CHEMICAL,20231006,1498.25,1520.00,1461.10,1496.55,9954
ADV.PETROCH.,20231006,155.15,161.00,155.15,155.20,22
APT PACK    ,20231006,32.25,32.25,32.25,32.25,2
BL.CHIP TEX ,20231006,137.90,140.25,135.25,135.40,235
JAGATJIT IND,20231006,136.60,137.65,131.15,137.65,40464
KESAR ENT.  ,20231006,96.35,96.35,96.35,96.35,251
TILAKNAG IND,20231006,207.55,217.95,205.70,213.05,64790
EMERALL     ,20231006,137.00,137.00,137.00,137.00,2
SAKTHI SUGAR,20231006,32.48,32.61,31.89,32.18,47616
WALCHANDNGR ,20231006,125.45,125.45,125.45,125.45,19204
KOTHARI FERM,20231006,94.00,94.87,88.01,89.35,72709
CAPROLA.CHEM,20231006,66.00,70.90,66.00,67.00,717
RANA SUGARS ,20231006,27.01,27.64,27.01,27.17,36371
PICCADILY SU,20231006,36.22,36.22,36.22,36.22,32632
SOM DISTILL.,20231006,374.05,375.30,361.05,369.10,112964
CJ GELATIN  ,20231006,24.30,24.55,24.00,24.55,1032
ASSO.ALCOHOL,20231006,466.95,469.45,457.60,466.70,7296
IVP LIMITED ,20231006,162.30,170.75,162.30,166.00,1350
KLRFM       ,20231006,209.60,209.60,196.10,209.10,12692
MILKFOOD    ,20231006,627.70,627.70,608.10,616.90,176
POLSON LTD. ,20231006,13445.00,13445.00,13000.00,13200.00,37
WIPRO LTD.  ,20231006,407.20,409.85,406.75,407.75,348626
ORIENT BEVER,20231006,195.10,208.00,182.30,183.90,42244
DHAN AGRI   ,20231006,852.00,855.00,832.15,845.90,4652
TTK HEALTHCA,20231006,1155.00,1155.05,1134.05,1147.70,2494
TGVSL       ,20231006,115.70,116.30,114.00,114.80,135242
LIME CHEM.  ,20231006,36.93,36.93,36.93,36.93,44256
KANPUR PLAST,20231006,122.20,124.95,121.50,122.65,288
TAINWALA CH.,20231006,139.00,139.00,134.55,137.05,5733
JAGSON PHAR ,20231006,423.50,428.70,419.20,421.30,881
KHAITAN CHEM,20231006,64.90,65.90,64.90,65.28,14922
UNITED LEA(N,20231006,23.47,23.47,23.47,23.47,650
NATI. OXYGEN,20231006,111.80,111.80,109.20,111.75,652
WIRES FABRIK,20231006,148.45,148.45,146.50,146.50,121
ANSALHSG    ,20231006,8.02,8.02,8.02,8.02,274852
COMPUTER PNT,20231006,6.20,6.20,6.20,6.20,23292
MAC CHARLES ,20231006,475.00,484.95,470.10,470.45,428
ADDI IND.   ,20231006,54.48,54.48,47.55,49.94,11947
PION INVEST ,20231006,33.78,33.78,32.51,33.49,2074
ASHNOOR TEX.,20231006,38.56,41.20,38.56,40.80,1425
UNITECH LTD ,20231006,2.45,2.45,2.39,2.39,2537813
VIP INDUS.  ,20231006,659.20,670.95,652.95,665.50,28473
LKP FIN     ,20231006,98.64,98.64,97.15,97.39,562
BAJAJ STEEL ,20231006,1078.05,1091.50,1075.00,1082.80,2228
KIDUJA INDIA,20231006,85.00,85.00,77.62,77.63,782
KEY CORP.LTD,20231006,55.47,56.99,55.47,56.10,1866
GUJ.HOTELS  ,20231006,158.00,161.00,153.35,160.15,4744
PARA. COSMET,20231006,41.00,41.95,41.00,41.50,1096
JINDAL HOTL ,20231006,46.50,46.50,44.50,45.87,2028
SIMMONDS-MAR,20231006,64.86,64.86,64.86,64.86,4866
BNALTD      ,20231006,305.55,309.95,303.10,309.95,1247
HAWKINS COOK,20231006,7344.95,7344.95,7100.00,7224.30,561
WARREN TEA  ,20231006,52.90,52.90,51.02,51.85,665
COCHIN MALA ,20231006,99.00,99.00,99.00,99.00,7
BEST E.HOTEL,20231006,22.36,22.36,20.50,21.24,13550
NEELAMALAI  ,20231006,3430.00,3450.00,3430.00,3450.00,10
IST LTD.    ,20231006,713.75,733.40,705.00,720.80,804
NITINCAST   ,20231006,472.05,486.00,472.05,476.15,98
SMIFS CAPITA,20231006,41.23,42.87,41.01,42.84,1537
EVEREST INDS,20231006,1137.85,1148.60,1132.40,1137.85,483
IRONWOOD    ,20231006,25.10,25.10,23.01,23.71,4379
MSR INDIA   ,20231006,13.23,13.38,12.35,12.82,28586
PANASON CAR ,20231006,471.90,471.90,460.00,467.25,2041
FINKURVE    ,20231006,76.68,76.68,68.25,69.76,9061
HB LEAS.PUB ,20231006,6.85,6.85,6.85,6.85,2651
SULABH ENG. ,20231006,6.38,6.55,6.38,6.38,816378
FRONTCAP    ,20231006,4.30,4.30,4.09,4.28,9736
SATPROP LTD ,20231006,0.87,0.94,0.87,0.89,5639
RUCHI INFRA.,20231006,16.47,16.49,16.02,16.49,344224
VJTFEDU     ,20231006,66.66,67.25,66.66,67.25,3043
VOLTAIR LEAS,20231006,11.11,11.31,10.92,11.28,778
NETLINK SOLU,20231006,87.50,87.50,83.10,83.71,1802
